dataset,N,N_indexed,method,attack,frac,seed,recon_f1,recon_em,distinguish_auc
LegalBench-RAG,1200000,1200000,ACORN,A1_reconstruction,0.5,6,0.437859,0.047533,
LegalBench-RAG,1200000,1200000,ACORN,A2_distinguishing,0.5,6,,,0.653455
LegalBench-RAG,1200000,1200000,ACORN,A1_reconstruction,0.5,7,0.384943,0.052119,
LegalBench-RAG,1200000,1200000,ACORN,A2_distinguishing,0.5,7,,,0.62008
LegalBench-RAG,1200000,1200000,ACORN,A1_reconstruction,0.5,8,0.422238,0.046781,
LegalBench-RAG,1200000,1200000,ACORN,A2_distinguishing,0.5,8,,,0.633478
LegalBench-RAG,1200000,1200000,ACORN,A1_reconstruction,0.5,9,0.400492,0.052651,
LegalBench-RAG,1200000,1200000,ACORN,A2_distinguishing,0.5,9,,,0.627563
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.1,0,0.413715,0.031139,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.1,0,,,0.60661
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.1,1,0.407269,0.033212,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.1,1,,,0.595302
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.1,2,0.327372,0.03884,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.1,2,,,0.552738
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.1,3,0.378712,0.023497,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.1,3,,,0.580271
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.1,4,0.38025,0.046712,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.1,4,,,0.57949
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.1,5,0.318926,0.037626,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.1,5,,,0.546804
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.1,6,0.306612,0.0367,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.1,6,,,0.54
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.1,7,0.350359,0.023052,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.1,7,,,0.556635
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.1,8,0.326016,0.038247,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.1,8,,,0.553217
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.1,9,0.393574,0.018688,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.1,9,,,0.587255
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.2,0,0.426529,0.055849,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.2,0,,,0.613621
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.2,1,0.409747,0.058357,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.2,1,,,0.604849
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.2,2,0.348045,0.050572,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.2,2,,,0.575842
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.2,3,0.337937,0.036631,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.2,3,,,0.553407
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.2,4,0.386157,0.047644,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.2,4,,,0.58701
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.2,5,0.358729,0.040636,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.2,5,,,0.573876
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.2,6,0.390551,0.039671,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.2,6,,,0.592015
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.2,7,0.411141,0.033636,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.2,7,,,0.614148
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.2,8,0.356176,0.047649,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.2,8,,,0.570372
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.2,9,0.396502,0.035068,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.2,9,,,0.600144
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.3,0,0.39964,0.047879,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.3,0,,,0.602465
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.3,1,0.432799,0.039992,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.3,1,,,0.619733
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.3,2,0.367526,0.042655,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.3,2,,,0.580696
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.3,3,0.36215,0.054757,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.3,3,,,0.576581
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.3,4,0.370174,0.055085,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.3,4,,,0.576811
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.3,5,0.417505,0.053367,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.3,5,,,0.610758
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.3,6,0.431774,0.048652,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.3,6,,,0.620247
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.3,7,0.406759,0.065436,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.3,7,,,0.605951
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.3,8,0.412134,0.064937,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.3,8,,,0.607856
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.3,9,0.404793,0.061774,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.3,9,,,0.601063
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.4,0,0.354231,0.059875,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.4,0,,,0.583063
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.4,1,0.423815,0.067043,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.4,1,,,0.621031
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.4,2,0.410925,0.03279,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.4,2,,,0.61038
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.4,3,0.375,0.052599,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.4,3,,,0.586767
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.4,4,0.449385,0.048093,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.4,4,,,0.636716
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.4,5,0.386246,0.071655,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.4,5,,,0.596569
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.4,6,0.399904,0.079239,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.4,6,,,0.605133
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.4,7,0.406629,0.052283,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.4,7,,,0.61069
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.4,8,0.435418,0.06232,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.4,8,,,0.62308
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.4,9,0.40191,0.06263,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.4,9,,,0.611296
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.5,0,0.450065,0.062318,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.5,0,,,0.638157
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.5,1,0.437489,0.060789,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.5,1,,,0.627811
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.5,2,0.395635,0.077744,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.5,2,,,0.611447
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.5,3,0.402126,0.06461,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.5,3,,,0.613214
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.5,4,0.428923,0.070609,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.5,4,,,0.623777
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.5,5,0.388699,0.059553,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.5,5,,,0.602745
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.5,6,0.394798,0.060907,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.5,6,,,0.613442
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.5,7,0.446941,0.071158,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.5,7,,,0.638841
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.5,8,0.404199,0.067947,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.5,8,,,0.613431
LegalBench-RAG,1200000,1200000,HoneyBee,A1_reconstruction,0.5,9,0.40912,0.060415,
LegalBench-RAG,1200000,1200000,HoneyBee,A2_distinguishing,0.5,9,,,0.622555
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.1,0,0.373254,0.028586,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.1,0,,,0.630078
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.1,1,0.330233,0.053823,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.1,1,,,0.606616
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.1,2,0.343132,0.044904,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.1,2,,,0.60396
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.1,3,0.363549,0.03581,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.1,3,,,0.629553
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.1,4,0.405001,0.02798,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.1,4,,,0.656991
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.1,5,0.32457,0.051089,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.1,5,,,0.597535
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.1,6,0.391436,0.032423,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.1,6,,,0.648752
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.1,7,0.37389,0.052517,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.1,7,,,0.633867
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.1,8,0.425431,0.042433,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.1,8,,,0.655425
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.1,9,0.402736,0.039099,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.1,9,,,0.649992
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.2,0,0.395422,0.028602,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.2,0,,,0.670532
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.2,1,0.355568,0.028472,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.2,1,,,0.644242
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.2,2,0.366786,0.042765,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.2,2,,,0.64716
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.2,3,0.365855,0.042593,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.2,3,,,0.65116
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.2,4,0.385234,0.034433,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.2,4,,,0.656895
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.2,5,0.351281,0.052094,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.2,5,,,0.641812
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.2,6,0.36134,0.039404,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.2,6,,,0.64142
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.2,7,0.409761,0.051209,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.2,7,,,0.666122
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.2,8,0.365175,0.046299,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.2,8,,,0.641588
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.2,9,0.411557,0.040615,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.2,9,,,0.670911
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.3,0,0.413243,0.052753,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.3,0,,,0.690683
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.3,1,0.386366,0.042605,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.3,1,,,0.672461
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.3,2,0.38797,0.051109,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.3,2,,,0.675673
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.3,3,0.393109,0.056858,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.3,3,,,0.684754
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.3,4,0.394811,0.045274,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.3,4,,,0.680707
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.3,5,0.392834,0.050969,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.3,5,,,0.685028
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.3,6,0.342095,0.06062,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.3,6,,,0.645872
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.3,7,0.400863,0.042781,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.3,7,,,0.684984
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.3,8,0.406708,0.038875,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.3,8,,,0.685207
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.3,9,0.44645,0.061849,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.3,9,,,0.708735
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.4,0,0.389822,0.066712,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.4,0,,,0.690327
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.4,1,0.412441,0.044166,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.4,1,,,0.707095
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.4,2,0.423045,0.067728,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.4,2,,,0.711057
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.4,3,0.391229,0.072561,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.4,3,,,0.697643
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.4,4,0.431687,0.036441,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.4,4,,,0.721003
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.4,5,0.423517,0.056395,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.4,5,,,0.715336
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.4,6,0.417159,0.044151,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.4,6,,,0.710934
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.4,7,0.44498,0.060209,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.4,7,,,0.72901
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.4,8,0.396522,0.060213,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.4,8,,,0.697577
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.4,9,0.364282,0.062555,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.4,9,,,0.681597
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.5,0,0.447398,0.046332,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.5,0,,,0.751309
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.5,1,0.39958,0.05266,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.5,1,,,0.715705
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.5,2,0.395359,0.067572,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.5,2,,,0.711013
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.5,3,0.408398,0.072303,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.5,3,,,0.729955
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.5,4,0.447649,0.069359,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.5,4,,,0.750441
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.5,5,0.410187,0.064886,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.5,5,,,0.728664
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.5,6,0.418803,0.072132,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.5,6,,,0.73066
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.5,7,0.423874,0.056221,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.5,7,,,0.731167
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.5,8,0.412473,0.070103,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.5,8,,,0.730517
LegalBench-RAG,1200000,1200000,SPFresh,A1_reconstruction,0.5,9,0.417658,0.047077,
LegalBench-RAG,1200000,1200000,SPFresh,A2_distinguishing,0.5,9,,,0.725797
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.1,0,7.8e-05,0.001597,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.1,0,,,0.493194
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.1,1,0.005606,0.002747,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.1,1,,,0.507015
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.1,2,0.006145,0.001735,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.1,2,,,0.508363
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.1,3,0.006828,0.000424,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.1,3,,,0.51007
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.1,4,0.008381,0.001284,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.1,4,,,0.513952
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.1,5,0.0,0.0,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.1,5,,,0.489621
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.1,6,0.0,0.000472,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.1,6,,,0.492302
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.1,7,0.009828,0.000836,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.1,7,,,0.517571
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.1,8,0.007061,0.002452,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.1,8,,,0.510653
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.1,9,0.013112,0.001072,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.1,9,,,0.52578
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.2,0,0.008345,0.001247,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.2,0,,,0.513862
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.2,1,0.011228,0.001244,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.2,1,,,0.52107
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.2,2,0.009328,0.00171,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.2,2,,,0.516319
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.2,3,0.004448,0.00243,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.2,3,,,0.50412
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.2,4,0.003987,0.000359,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.2,4,,,0.502969
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.2,5,0.000558,0.000197,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.2,5,,,0.494395
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.2,6,0.0,0.002451,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.2,6,,,0.491877
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.2,7,0.00734,0.001358,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.2,7,,,0.51135
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.2,8,0.004187,0.000222,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.2,8,,,0.503468
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.2,9,0.009846,0.0,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.2,9,,,0.517616
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.3,0,0.014995,0.001221,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.3,0,,,0.530488
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.3,1,0.00276,0.000408,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.3,1,,,0.499901
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.3,2,0.007303,0.001262,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.3,2,,,0.511258
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.3,3,0.014134,0.00112,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.3,3,,,0.528336
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.3,4,0.010132,0.000603,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.3,4,,,0.518329
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.3,5,0.00536,0.001516,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.3,5,,,0.5064
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.3,6,0.000759,0.001397,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.3,6,,,0.494897
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.3,7,0.006808,0.0,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.3,7,,,0.51002
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.3,8,0.000373,0.003642,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.3,8,,,0.493934
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.3,9,0.001286,0.000135,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.3,9,,,0.496215
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.4,0,0.003377,0.000876,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.4,0,,,0.501442
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.4,1,0.006959,0.001085,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.4,1,,,0.510397
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.4,2,0.003928,0.000155,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.4,2,,,0.502821
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.4,3,0.009641,0.000905,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.4,3,,,0.517102
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.4,4,0.005612,6.5e-05,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.4,4,,,0.50703
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.4,5,0.0,0.002834,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.4,5,,,0.485
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.4,6,0.015735,0.0,
LegalBench-RAG,1200000,1200000,Lethe,A2_distinguishing,0.4,6,,,0.532338
LegalBench-RAG,1200000,1200000,Lethe,A1_reconstruction,0.4,7,0.002573,0.0,
