dataset,N,N_indexed,method,pattern,frac,seed,result_leak,drift10,recall10,recall_oracle10
LegalBench-RAG,1200000,1200000,Lethe,random,0.2,8,0.0,0.004646,0.980077,0.982788
LegalBench-RAG,1200000,1200000,Lethe,random,0.2,9,0.0,0.001265,0.977865,0.983867
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,0,0.0,0.020798,0.923491,0.978266
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,1,0.0,0.02667,0.922456,0.977825
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,2,0.0,0.023298,0.931669,0.985481
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,3,0.0,0.020186,0.933204,0.986555
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,4,0.0,0.018384,0.926344,0.983047
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,5,0.0,0.027044,0.923522,0.978458
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,6,0.0,0.023047,0.926258,0.980787
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,7,0.0,0.019504,0.923582,0.98299
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,8,0.0,0.018555,0.930776,0.982776
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,9,0.0,0.017517,0.923622,0.981763
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.2,0,0.0,0.056259,0.956516,0.982362
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.2,1,0.0,0.061018,0.956829,0.98147
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.2,2,0.0,0.059143,0.955614,0.979495
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.2,3,0.0,0.058878,0.955995,0.980806
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.2,4,0.0,0.054565,0.962813,0.985287
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.2,5,0.0,0.060302,0.953184,0.979234
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.2,6,0.0,0.055629,0.955951,0.982705
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.2,7,0.0,0.061755,0.957136,0.984523
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.2,8,0.0,0.055546,0.957498,0.9814
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.2,9,0.0,0.056682,0.954614,0.981448
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,0,0.0,0.013446,0.94443,0.983153
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,1,0.0,0.013903,0.948723,0.984558
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,2,0.0,0.013593,0.943108,0.984717
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,3,0.0,0.011287,0.946709,0.983034
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,4,0.0,0.015784,0.943365,0.980265
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,5,0.0,0.013982,0.947363,0.98078
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,6,0.0,0.017207,0.945742,0.980299
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,7,0.0,0.014315,0.945422,0.98242
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,8,0.0,0.017923,0.944853,0.981223
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,9,0.0,0.01096,0.94636,0.983886
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,0,0.0,0.026985,0.959911,0.980814
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,1,0.0,0.027999,0.963227,0.984356
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,2,0.0,0.026623,0.963246,0.980722
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,3,0.0,0.024377,0.964391,0.983923
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,4,0.0,0.033137,0.963835,0.982503
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,5,0.0,0.03117,0.970558,0.982393
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,6,0.0,0.02572,0.961197,0.980353
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,7,0.0,0.027462,0.965507,0.982261
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,8,0.0,0.024342,0.962266,0.981569
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,9,0.0,0.020247,0.960206,0.980725
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,0,0.0,0.0,0.971549,0.978744
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,1,0.0,0.008658,0.979702,0.981077
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,2,0.0,0.003039,0.979148,0.982752
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,3,0.0,0.005822,0.977322,0.980651
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,4,0.0,0.004932,0.97493,0.980061
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,5,0.0,0.000811,0.974959,0.979887
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,6,0.0,0.004255,0.977733,0.983603
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,7,0.0,0.0,0.974614,0.979964
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,8,0.0,0.0,0.977864,0.983139
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,9,0.0,0.004415,0.980491,0.98208
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,0,0.0,0.027922,0.959479,0.979951
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,1,0.0,0.023486,0.958504,0.981322
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,2,0.0,0.026103,0.956975,0.979621
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,3,0.0,0.02313,0.959334,0.979594
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,4,0.0,0.023567,0.966851,0.984549
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,5,0.0,0.023766,0.957665,0.979797
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,6,0.0,0.027702,0.96564,0.98203
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,7,0.0,0.025371,0.962802,0.984366
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,8,0.0,0.02479,0.961134,0.982936
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,9,0.0,0.02685,0.959817,0.980824
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,0,0.0,0.01304,0.960531,0.97846
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,1,0.0,0.023846,0.966022,0.980801
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,2,0.0,0.021724,0.96231,0.979377
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,3,0.0,0.01846,0.967507,0.983673
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,4,0.0,0.018132,0.956492,0.98054
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,5,0.0,0.026671,0.960344,0.979528
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,6,0.0,0.018881,0.966987,0.983528
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,7,0.0,0.02041,0.962817,0.984241
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,8,0.0,0.019171,0.962592,0.980373
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,9,0.0,0.019123,0.962377,0.982782
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,0,0.0,0.040547,0.956396,0.983166
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,1,0.0,0.036246,0.957671,0.984626
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,2,0.0,0.035823,0.955944,0.98119
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,3,0.0,0.040882,0.957562,0.982658
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,4,0.0,0.034983,0.955881,0.983595
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,5,0.0,0.039936,0.957474,0.981945
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,6,0.0,0.037302,0.950758,0.976685
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,7,0.0,0.039444,0.956084,0.978821
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,8,0.0,0.037781,0.953331,0.981712
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,9,0.0,0.039125,0.955783,0.980711
LegalBench-RAG,1200000,1200000,Oracle,random,0.2,0,0.0,0.0,0.97927,0.97927
LegalBench-RAG,1200000,1200000,Oracle,random,0.2,1,0.0,0.0,0.98192,0.98192
LegalBench-RAG,1200000,1200000,Oracle,random,0.2,2,0.0,0.0,0.981345,0.981345
LegalBench-RAG,1200000,1200000,Oracle,random,0.2,3,0.0,0.0,0.983761,0.983761
LegalBench-RAG,1200000,1200000,Oracle,random,0.2,4,0.0,0.0,0.978319,0.978319
LegalBench-RAG,1200000,1200000,Oracle,random,0.2,5,0.0,0.0,0.982416,0.982416
LegalBench-RAG,1200000,1200000,Oracle,random,0.2,6,0.0,0.0,0.980586,0.980586
LegalBench-RAG,1200000,1200000,Oracle,random,0.2,7,0.0,0.0,0.981294,0.981294
LegalBench-RAG,1200000,1200000,Oracle,random,0.2,8,0.0,0.0,0.980701,0.980701
LegalBench-RAG,1200000,1200000,Oracle,random,0.2,9,0.0,0.0,0.980797,0.980797
LegalBench-RAG,1200000,1200000,Tombstone,random,0.3,0,0.0,0.079744,0.94515,0.983355
LegalBench-RAG,1200000,1200000,Tombstone,random,0.3,1,0.0,0.085541,0.944541,0.982698
LegalBench-RAG,1200000,1200000,Tombstone,random,0.3,2,0.0,0.082651,0.943186,0.981445
LegalBench-RAG,1200000,1200000,Tombstone,random,0.3,3,0.0,0.081767,0.940804,0.982617
LegalBench-RAG,1200000,1200000,Tombstone,random,0.3,4,0.0,0.078278,0.943837,0.983262
LegalBench-RAG,1200000,1200000,Tombstone,random,0.3,5,0.0,0.085892,0.943427,0.980702
LegalBench-RAG,1200000,1200000,Tombstone,random,0.3,6,0.0,0.080783,0.942023,0.983633
LegalBench-RAG,1200000,1200000,Tombstone,random,0.3,7,0.0,0.085965,0.939697,0.979878
LegalBench-RAG,1200000,1200000,Tombstone,random,0.3,8,0.0,0.076925,0.94249,0.982151
LegalBench-RAG,1200000,1200000,Tombstone,random,0.3,9,0.0,0.081859,0.945223,0.984295
LegalBench-RAG,1200000,1200000,Post-filter,random,0.3,0,0.0,0.082466,0.935649,0.978179
LegalBench-RAG,1200000,1200000,Post-filter,random,0.3,1,0.0,0.09134,0.940388,0.982624
LegalBench-RAG,1200000,1200000,Post-filter,random,0.3,2,0.0,0.09357,0.936658,0.981356
LegalBench-RAG,1200000,1200000,Post-filter,random,0.3,3,0.0,0.089914,0.938317,0.980819
LegalBench-RAG,1200000,1200000,Post-filter,random,0.3,4,0.0,0.085823,0.936582,0.984078
LegalBench-RAG,1200000,1200000,Post-filter,random,0.3,5,0.0,0.083281,0.939286,0.9831
LegalBench-RAG,1200000,1200000,Post-filter,random,0.3,6,0.0,0.087251,0.939816,0.984451
LegalBench-RAG,1200000,1200000,Post-filter,random,0.3,7,0.0,0.091096,0.935784,0.979779
LegalBench-RAG,1200000,1200000,Post-filter,random,0.3,8,0.0,0.092542,0.939054,0.983472
LegalBench-RAG,1200000,1200000,Post-filter,random,0.3,9,0.0,0.086955,0.936862,0.979991
LegalBench-RAG,1200000,1200000,Lethe,random,0.3,0,0.0,0.003346,0.977178,0.978813
LegalBench-RAG,1200000,1200000,Lethe,random,0.3,1,0.0,0.003922,0.975812,0.980049
LegalBench-RAG,1200000,1200000,Lethe,random,0.3,2,0.0,0.006723,0.979438,0.983705
LegalBench-RAG,1200000,1200000,Lethe,random,0.3,3,0.0,0.00801,0.977336,0.980738
LegalBench-RAG,1200000,1200000,Lethe,random,0.3,4,0.0,0.00642,0.975801,0.980959
LegalBench-RAG,1200000,1200000,Lethe,random,0.3,5,0.0,0.001605,0.978578,0.98198
LegalBench-RAG,1200000,1200000,Lethe,random,0.3,6,0.0,0.0,0.982461,0.984842
LegalBench-RAG,1200000,1200000,Lethe,random,0.3,7,0.0,0.005875,0.977857,0.983558
LegalBench-RAG,1200000,1200000,Lethe,random,0.3,8,0.0,0.004859,0.977134,0.981004
LegalBench-RAG,1200000,1200000,Lethe,random,0.3,9,0.0,0.007702,0.978262,0.984782
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.3,0,0.0,0.026238,0.92354,0.981359
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.3,1,0.0,0.029281,0.925021,0.983249
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.3,2,0.0,0.031883,0.927229,0.982932
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.3,3,0.0,0.027715,0.926471,0.983243
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.3,4,0.0,0.02935,0.923563,0.981527
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.3,5,0.0,0.026186,0.931696,0.98476
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.3,6,0.0,0.027979,0.930401,0.983558
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.3,7,0.0,0.030984,0.926873,0.981325
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.3,8,0.0,0.029454,0.928502,0.984315
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.3,9,0.0,0.032113,0.926683,0.982419
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.3,0,0.0,0.075376,0.954545,0.983658
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.3,1,0.0,0.072379,0.956068,0.981076
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.3,2,0.0,0.071192,0.958976,0.983509
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.3,3,0.0,0.08071,0.950359,0.979934
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.3,4,0.0,0.080883,0.958668,0.982009
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.3,5,0.0,0.077938,0.951147,0.980562
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.3,6,0.0,0.078369,0.959475,0.986113
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.3,7,0.0,0.078809,0.954174,0.980621
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.3,8,0.0,0.083975,0.959666,0.986163
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.3,9,0.0,0.077465,0.954749,0.98195
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.3,0,0.0,0.018685,0.945505,0.984139
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.3,1,0.0,0.021348,0.943054,0.980222
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.3,2,0.0,0.024808,0.943561,0.981911
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.3,3,0.0,0.020003,0.943549,0.980129
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.3,4,0.0,0.017799,0.946781,0.983343
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.3,5,0.0,0.019925,0.949055,0.983626
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.3,6,0.0,0.021322,0.947691,0.984676
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.3,7,0.0,0.022452,0.945602,0.981402
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.3,8,0.0,0.023259,0.94479,0.980164
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.3,9,0.0,0.022409,0.951198,0.986054
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.3,0,0.0,0.036053,0.962586,0.982812
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.3,1,0.0,0.039724,0.961502,0.981362
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.3,2,0.0,0.042058,0.968325,0.982034
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.3,3,0.0,0.045215,0.96373,0.983299
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.3,4,0.0,0.038801,0.968076,0.982179
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.3,5,0.0,0.039919,0.970469,0.985064
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.3,6,0.0,0.037876,0.96542,0.985042
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.3,7,0.0,0.043089,0.969556,0.983591
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.3,8,0.0,0.042841,0.961812,0.980598
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.3,9,0.0,0.040112,0.961369,0.977492
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.3,0,0.0,0.00684,0.978738,0.981347
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.3,1,0.0,0.002594,0.979084,0.98066
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.3,2,0.0,0.003494,0.981324,0.985186
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.3,3,0.0,0.001648,0.97729,0.982507
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.3,4,0.0,0.002187,0.977419,0.981725
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.3,5,0.0,0.006151,0.985046,0.98548
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.3,6,0.0,0.004429,0.979123,0.979937
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.3,7,0.0,0.000736,0.981485,0.983337
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.3,8,0.0,0.0,0.97476,0.981355
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.3,9,0.0,0.004109,0.974238,0.982046
LegalBench-RAG,1200000,1200000,ACORN,random,0.3,0,0.0,0.039387,0.959898,0.980775
LegalBench-RAG,1200000,1200000,ACORN,random,0.3,1,0.0,0.036118,0.956142,0.980867
LegalBench-RAG,1200000,1200000,ACORN,random,0.3,2,0.0,0.034757,0.963117,0.983923
LegalBench-RAG,1200000,1200000,ACORN,random,0.3,3,0.0,0.038447,0.959188,0.981108
LegalBench-RAG,1200000,1200000,ACORN,random,0.3,4,0.0,0.034755,0.964623,0.983443
LegalBench-RAG,1200000,1200000,ACORN,random,0.3,5,0.0,0.040794,0.956349,0.979825
LegalBench-RAG,1200000,1200000,ACORN,random,0.3,6,0.0,0.038326,0.960499,0.982293
LegalBench-RAG,1200000,1200000,ACORN,random,0.3,7,0.0,0.033606,0.963852,0.982522
LegalBench-RAG,1200000,1200000,ACORN,random,0.3,8,0.0,0.035054,0.962733,0.981771
LegalBench-RAG,1200000,1200000,ACORN,random,0.3,9,0.0,0.032345,0.966069,0.982964
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.3,0,0.0,0.031601,0.964158,0.981731
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.3,1,0.0,0.028771,0.966368,0.985261
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.3,2,0.0,0.03616,0.964679,0.982031
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.3,3,0.0,0.034991,0.962521,0.981602
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.3,4,0.0,0.031988,0.96052,0.983443
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.3,5,0.0,0.030855,0.961825,0.982373
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.3,6,0.0,0.030778,0.959766,0.979457
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.3,7,0.0,0.024057,0.962502,0.98204
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.3,8,0.0,0.025502,0.967888,0.983407
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.3,9,0.0,0.026732,0.957316,0.976858
LegalBench-RAG,1200000,1200000,SPFresh,random,0.3,0,0.0,0.054197,0.960716,0.986312
LegalBench-RAG,1200000,1200000,SPFresh,random,0.3,1,0.0,0.049358,0.95899,0.982811
LegalBench-RAG,1200000,1200000,SPFresh,random,0.3,2,0.0,0.053936,0.956686,0.982783
LegalBench-RAG,1200000,1200000,SPFresh,random,0.3,3,0.0,0.054458,0.958874,0.984638
LegalBench-RAG,1200000,1200000,SPFresh,random,0.3,4,0.0,0.048024,0.960702,0.98457
LegalBench-RAG,1200000,1200000,SPFresh,random,0.3,5,0.0,0.049393,0.951527,0.97771
LegalBench-RAG,1200000,1200000,SPFresh,random,0.3,6,0.0,0.050452,0.958069,0.98636
LegalBench-RAG,1200000,1200000,SPFresh,random,0.3,7,0.0,0.054086,0.956012,0.982411
LegalBench-RAG,1200000,1200000,SPFresh,random,0.3,8,0.0,0.056312,0.960458,0.981307
LegalBench-RAG,1200000,1200000,SPFresh,random,0.3,9,0.0,0.058139,0.954043,0.981392
LegalBench-RAG,1200000,1200000,Oracle,random,0.3,0,0.0,0.0,0.984399,0.984399
LegalBench-RAG,1200000,1200000,Oracle,random,0.3,1,0.0,0.0,0.980029,0.980029
LegalBench-RAG,1200000,1200000,Oracle,random,0.3,2,0.0,0.0,0.983046,0.983046
LegalBench-RAG,1200000,1200000,Oracle,random,0.3,3,0.0,0.0,0.980071,0.980071
LegalBench-RAG,1200000,1200000,Oracle,random,0.3,4,0.0,0.0,0.97768,0.97768
LegalBench-RAG,1200000,1200000,Oracle,random,0.3,5,0.0,0.0,0.981909,0.981909
LegalBench-RAG,1200000,1200000,Oracle,random,0.3,6,0.0,0.0,0.984719,0.984719
LegalBench-RAG,1200000,1200000,Oracle,random,0.3,7,0.0,0.0,0.983595,0.983595
LegalBench-RAG,1200000,1200000,Oracle,random,0.3,8,0.0,0.0,0.977982,0.977982
LegalBench-RAG,1200000,1200000,Oracle,random,0.3,9,0.0,0.0,0.97963,0.97963
LegalBench-RAG,1200000,1200000,Tombstone,random,0.4,0,0.0,0.103398,0.94857,0.985549
LegalBench-RAG,1200000,1200000,Tombstone,random,0.4,1,0.0,0.10052,0.944953,0.981025
LegalBench-RAG,1200000,1200000,Tombstone,random,0.4,2,0.0,0.1025,0.943779,0.98275
LegalBench-RAG,1200000,1200000,Tombstone,random,0.4,3,0.0,0.104021,0.945037,0.982189
LegalBench-RAG,1200000,1200000,Tombstone,random,0.4,4,0.0,0.108714,0.945227,0.982249
LegalBench-RAG,1200000,1200000,Tombstone,random,0.4,5,0.0,0.099494,0.942352,0.983717
LegalBench-RAG,1200000,1200000,Tombstone,random,0.4,6,0.0,0.104427,0.942466,0.981148
LegalBench-RAG,1200000,1200000,Tombstone,random,0.4,7,0.0,0.100445,0.938984,0.980931
LegalBench-RAG,1200000,1200000,Tombstone,random,0.4,8,0.0,0.106611,0.94033,0.979408
LegalBench-RAG,1200000,1200000,Tombstone,random,0.4,9,0.0,0.100191,0.943844,0.98489
LegalBench-RAG,1200000,1200000,Post-filter,random,0.4,0,0.0,0.116361,0.93926,0.98203
LegalBench-RAG,1200000,1200000,Post-filter,random,0.4,1,0.0,0.105814,0.938075,0.981585
LegalBench-RAG,1200000,1200000,Post-filter,random,0.4,2,0.0,0.112759,0.940325,0.983589
LegalBench-RAG,1200000,1200000,Post-filter,random,0.4,3,0.0,0.115391,0.941558,0.982195
LegalBench-RAG,1200000,1200000,Post-filter,random,0.4,4,0.0,0.11434,0.931735,0.978192
LegalBench-RAG,1200000,1200000,Post-filter,random,0.4,5,0.0,0.108839,0.938767,0.982028
LegalBench-RAG,1200000,1200000,Post-filter,random,0.4,6,0.0,0.10942,0.940426,0.982748
LegalBench-RAG,1200000,1200000,Post-filter,random,0.4,7,0.0,0.116162,0.940302,0.981724
LegalBench-RAG,1200000,1200000,Post-filter,random,0.4,8,0.0,0.109394,0.939273,0.983619
LegalBench-RAG,1200000,1200000,Post-filter,random,0.4,9,0.0,0.115454,0.934219,0.981576
LegalBench-RAG,1200000,1200000,Lethe,random,0.4,0,0.0,0.012993,0.977012,0.982712
LegalBench-RAG,1200000,1200000,Lethe,random,0.4,1,0.0,0.011083,0.980356,0.984038
LegalBench-RAG,1200000,1200000,Lethe,random,0.4,2,0.0,0.002938,0.977895,0.983068
LegalBench-RAG,1200000,1200000,Lethe,random,0.4,3,0.0,0.006337,0.980339,0.983758
LegalBench-RAG,1200000,1200000,Lethe,random,0.4,4,0.0,0.002113,0.980923,0.984459
LegalBench-RAG,1200000,1200000,Lethe,random,0.4,5,0.0,0.005809,0.976972,0.98336
LegalBench-RAG,1200000,1200000,Lethe,random,0.4,6,0.0,0.00821,0.975225,0.981037
LegalBench-RAG,1200000,1200000,Lethe,random,0.4,7,0.0,0.005895,0.975599,0.982214
LegalBench-RAG,1200000,1200000,Lethe,random,0.4,8,0.0,0.001976,0.979228,0.981388
LegalBench-RAG,1200000,1200000,Lethe,random,0.4,9,0.0,0.000168,0.975009,0.981469
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.4,0,0.0,0.038026,0.92491,0.982267
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.4,1,0.0,0.031096,0.92858,0.982628
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.4,2,0.0,0.037631,0.928212,0.984856
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.4,3,0.0,0.038288,0.927396,0.981172
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.4,4,0.0,0.031756,0.927415,0.983253
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.4,5,0.0,0.038135,0.920337,0.979884
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.4,6,0.0,0.038858,0.929562,0.982261
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.4,7,0.0,0.03707,0.932161,0.985873
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.4,8,0.0,0.042203,0.926147,0.981886
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.4,9,0.0,0.033705,0.924818,0.9801
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.4,0,0.0,0.096449,0.951796,0.979532
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.4,1,0.0,0.102599,0.958553,0.983584
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.4,2,0.0,0.101427,0.958715,0.984146
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.4,3,0.0,0.100056,0.954937,0.983343
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.4,4,0.0,0.093305,0.955977,0.979661
