dataset,N,N_indexed,pattern,frac,seed,graph_variant,edge_overlap_with_oracle,authorized_largest_component_fraction,avg_shortest_path_length_authorized,out_degree_mean,in_degree_mean,hub_coverage,greedy_search_success_rate,query_expanded_nodes,query_path_length,unauthorized_overlay_endpoint_count
LegalBench-RAG,1200000,1200000,hub,0.1,2,no-bypass,0.313111,0.918317,4.241075,16.263664,16.192335,0.88,0.884165,18308,7.038387,0
LegalBench-RAG,1200000,1200000,hub,0.1,3,no-bypass,0.373282,0.927013,4.202857,16.359802,16.543867,0.88,0.882949,18479,6.956879,0
LegalBench-RAG,1200000,1200000,hub,0.1,4,no-bypass,0.378527,0.921736,4.205599,15.928661,16.346148,0.88,0.877362,19028,7.049418,0
LegalBench-RAG,1200000,1200000,hub,0.1,0,physical-delete-local-repair,0.449906,0.964608,3.661225,15.24131,16.270692,0.88,0.956114,16728,6.075365,0
LegalBench-RAG,1200000,1200000,hub,0.1,1,physical-delete-local-repair,0.453853,0.968989,3.774762,15.886635,15.380391,0.88,0.937921,15980,6.090133,0
LegalBench-RAG,1200000,1200000,hub,0.1,2,physical-delete-local-repair,0.459795,0.972472,3.728807,16.545669,16.348163,0.88,0.92588,15634,5.876069,0
LegalBench-RAG,1200000,1200000,hub,0.1,3,physical-delete-local-repair,0.453324,0.972153,3.725778,15.747812,16.265408,0.88,0.937451,17089,6.051045,0
LegalBench-RAG,1200000,1200000,hub,0.1,4,physical-delete-local-repair,0.445384,0.970781,3.671533,15.515157,16.105762,0.88,0.946583,16635,5.837984,0
LegalBench-RAG,1200000,1200000,hub,0.2,0,base-before-revocation,0.0,0.997408,3.200433,16.019964,16.12919,0.88,0.982235,13213,5.085465,0
LegalBench-RAG,1200000,1200000,hub,0.2,1,base-before-revocation,0.0,0.999018,3.171653,16.214758,15.927955,0.88,0.981141,14620,5.096576,0
LegalBench-RAG,1200000,1200000,hub,0.2,2,base-before-revocation,0.0,0.991245,3.109851,15.69302,16.030919,0.88,0.97941,13805,4.994267,0
LegalBench-RAG,1200000,1200000,hub,0.2,3,base-before-revocation,0.0,0.993075,3.232042,15.324724,16.346866,0.88,0.986158,13692,4.869664,0
LegalBench-RAG,1200000,1200000,hub,0.2,4,base-before-revocation,0.0,0.995718,3.162596,16.192994,16.071666,0.88,0.987747,13746,4.853791,0
LegalBench-RAG,1200000,1200000,hub,0.2,0,oracle-rebuild-authorized,1.0,0.995466,3.124117,15.92499,16.410849,0.96,0.979883,14610,5.239791,0
LegalBench-RAG,1200000,1200000,hub,0.2,1,oracle-rebuild-authorized,1.0,0.993785,3.262523,16.484991,16.633934,0.96,0.981515,13767,5.260984,0
LegalBench-RAG,1200000,1200000,hub,0.2,2,oracle-rebuild-authorized,1.0,0.994649,3.212536,16.434762,15.509897,0.96,0.983941,13212,5.197556,0
LegalBench-RAG,1200000,1200000,hub,0.2,3,oracle-rebuild-authorized,1.0,0.99447,3.222718,16.534158,16.29376,0.96,0.978589,14609,5.302608,0
LegalBench-RAG,1200000,1200000,hub,0.2,4,oracle-rebuild-authorized,1.0,0.995896,3.075457,15.762951,15.49135,0.96,0.97773,13517,5.240364,0
LegalBench-RAG,1200000,1200000,hub,0.2,0,lethe-pruned-bypass,0.533516,0.988461,3.443333,15.110866,15.715735,0.96,0.965287,15021,5.527545,0
LegalBench-RAG,1200000,1200000,hub,0.2,1,lethe-pruned-bypass,0.541201,0.987958,3.431089,16.314214,16.313631,0.96,0.96881,15246,5.566031,0
LegalBench-RAG,1200000,1200000,hub,0.2,2,lethe-pruned-bypass,0.532583,0.98733,3.446366,15.569074,16.15558,0.96,0.964548,14620,5.557871,0
LegalBench-RAG,1200000,1200000,hub,0.2,3,lethe-pruned-bypass,0.464993,0.99305,3.4714,15.352868,16.025267,0.96,0.967428,14996,5.660456,0
LegalBench-RAG,1200000,1200000,hub,0.2,4,lethe-pruned-bypass,0.509931,0.986922,3.33239,15.962042,15.187341,0.96,0.970129,15181,5.568077,0
LegalBench-RAG,1200000,1200000,hub,0.2,0,lethe-full-bypass,0.631658,0.9929,3.20667,16.135519,15.715585,0.96,0.986301,14927,5.509083,0
LegalBench-RAG,1200000,1200000,hub,0.2,1,lethe-full-bypass,0.613644,0.989923,3.234702,15.87509,16.670402,0.96,0.96401,14803,5.551084,0
LegalBench-RAG,1200000,1200000,hub,0.2,2,lethe-full-bypass,0.623136,0.997371,3.319086,16.658877,15.563357,0.96,0.977612,14518,5.547603,0
LegalBench-RAG,1200000,1200000,hub,0.2,3,lethe-full-bypass,0.669174,0.992067,3.230478,15.771714,16.046869,0.96,0.961573,14839,5.462628,0
LegalBench-RAG,1200000,1200000,hub,0.2,4,lethe-full-bypass,0.622196,0.994565,3.253752,16.006678,15.635382,0.96,0.974868,14115,5.227281,0
LegalBench-RAG,1200000,1200000,hub,0.2,0,no-bypass,0.341442,0.917106,4.275227,15.828589,16.61577,0.88,0.853245,17475,7.085897,0
LegalBench-RAG,1200000,1200000,hub,0.2,1,no-bypass,0.387197,0.909322,4.363892,15.655422,15.748164,0.88,0.865545,18878,6.988054,0
LegalBench-RAG,1200000,1200000,hub,0.2,2,no-bypass,0.307535,0.909073,4.379185,15.967809,16.302015,0.88,0.873181,17819,7.083274,0
LegalBench-RAG,1200000,1200000,hub,0.2,3,no-bypass,0.361467,0.914013,4.327927,15.811776,15.569525,0.88,0.864526,17646,6.953232,0
LegalBench-RAG,1200000,1200000,hub,0.2,4,no-bypass,0.362505,0.912709,4.330503,17.368792,15.725028,0.88,0.866287,18534,7.114337,0
LegalBench-RAG,1200000,1200000,hub,0.2,0,physical-delete-local-repair,0.512039,0.96718,3.744441,15.935797,15.360104,0.88,0.939882,15829,5.927177,0
LegalBench-RAG,1200000,1200000,hub,0.2,1,physical-delete-local-repair,0.451426,0.97051,3.695406,15.979728,16.028566,0.88,0.941847,16446,6.099437,0
LegalBench-RAG,1200000,1200000,hub,0.2,2,physical-delete-local-repair,0.416905,0.970595,3.773338,15.961326,16.690147,0.88,0.936641,15642,6.09231,0
LegalBench-RAG,1200000,1200000,hub,0.2,3,physical-delete-local-repair,0.538954,0.967249,3.780502,16.113611,16.664831,0.88,0.945323,16285,6.109194,0
LegalBench-RAG,1200000,1200000,hub,0.2,4,physical-delete-local-repair,0.440325,0.974838,3.723338,15.921634,15.735325,0.88,0.937838,16317,6.022996,0
LegalBench-RAG,1200000,1200000,hub,0.3,0,base-before-revocation,0.0,0.996554,3.15869,15.913551,17.543817,0.88,0.982595,13939,4.98529,0
LegalBench-RAG,1200000,1200000,hub,0.3,1,base-before-revocation,0.0,0.997787,3.143908,16.470521,15.904905,0.88,0.987553,13427,5.029809,0
LegalBench-RAG,1200000,1200000,hub,0.3,2,base-before-revocation,0.0,0.99453,3.08388,15.700537,16.674726,0.88,0.985638,14852,5.066702,0
LegalBench-RAG,1200000,1200000,hub,0.3,3,base-before-revocation,0.0,0.991574,3.160805,16.019673,16.105266,0.88,0.985283,14924,4.950025,0
LegalBench-RAG,1200000,1200000,hub,0.3,4,base-before-revocation,0.0,0.999807,3.123065,16.067971,16.538744,0.88,0.992025,14555,4.963233,0
LegalBench-RAG,1200000,1200000,hub,0.3,0,oracle-rebuild-authorized,1.0,0.995192,3.194845,16.226708,15.651253,0.96,0.986068,13768,5.065186,0
LegalBench-RAG,1200000,1200000,hub,0.3,1,oracle-rebuild-authorized,1.0,0.995796,3.20119,15.821114,15.463118,0.96,0.972833,14157,5.23026,0
LegalBench-RAG,1200000,1200000,hub,0.3,2,oracle-rebuild-authorized,1.0,0.996747,3.158703,16.299485,16.147156,0.96,0.978117,13302,5.189843,0
LegalBench-RAG,1200000,1200000,hub,0.3,3,oracle-rebuild-authorized,1.0,0.995818,3.121848,16.110534,15.051944,0.96,0.98356,13912,5.068707,0
LegalBench-RAG,1200000,1200000,hub,0.3,4,oracle-rebuild-authorized,1.0,0.991613,3.229528,15.694454,16.385814,0.96,0.975082,14531,5.287473,0
LegalBench-RAG,1200000,1200000,hub,0.3,0,lethe-pruned-bypass,0.509761,0.98693,3.45836,16.025422,17.070032,0.96,0.961697,14496,5.507735,0
LegalBench-RAG,1200000,1200000,hub,0.3,1,lethe-pruned-bypass,0.512796,0.988142,3.372586,16.682966,17.766937,0.96,0.969996,15080,5.343133,0
LegalBench-RAG,1200000,1200000,hub,0.3,2,lethe-pruned-bypass,0.521057,0.98606,3.438653,16.378766,15.694253,0.96,0.969754,14805,5.704132,0
LegalBench-RAG,1200000,1200000,hub,0.3,3,lethe-pruned-bypass,0.518492,0.984499,3.426817,15.84738,15.937163,0.96,0.969374,14956,5.521231,0
LegalBench-RAG,1200000,1200000,hub,0.3,4,lethe-pruned-bypass,0.494217,0.984871,3.448714,15.98297,15.831638,0.96,0.978928,14722,5.555996,0
LegalBench-RAG,1200000,1200000,hub,0.3,0,lethe-full-bypass,0.604449,0.995404,3.258325,15.526581,15.999278,0.96,0.969713,14324,5.390458,0
LegalBench-RAG,1200000,1200000,hub,0.3,1,lethe-full-bypass,0.619278,0.991012,3.332422,15.82792,16.334863,0.96,0.971075,15441,5.344839,0
LegalBench-RAG,1200000,1200000,hub,0.3,2,lethe-full-bypass,0.613363,0.988144,3.262755,15.852313,15.324205,0.96,0.98665,14334,5.3297,0
LegalBench-RAG,1200000,1200000,hub,0.3,3,lethe-full-bypass,0.533343,0.996336,3.297427,16.441593,15.76636,0.96,0.970151,13874,5.271614,0
LegalBench-RAG,1200000,1200000,hub,0.3,4,lethe-full-bypass,0.602671,0.995268,3.348015,15.98157,16.578146,0.96,0.991203,14513,5.38256,0
LegalBench-RAG,1200000,1200000,hub,0.3,0,no-bypass,0.39192,0.899773,4.493895,16.266481,15.702782,0.88,0.845723,18095,7.214715,0
LegalBench-RAG,1200000,1200000,hub,0.3,1,no-bypass,0.327293,0.90139,4.486688,16.16488,16.151802,0.88,0.85118,17444,7.086239,0
LegalBench-RAG,1200000,1200000,hub,0.3,2,no-bypass,0.32223,0.906748,4.450443,16.231268,16.347876,0.88,0.85145,18403,6.964446,0
LegalBench-RAG,1200000,1200000,hub,0.3,3,no-bypass,0.333364,0.902562,4.39313,16.051467,16.035563,0.88,0.834137,18529,7.067976,0
LegalBench-RAG,1200000,1200000,hub,0.3,4,no-bypass,0.352889,0.908099,4.578382,15.683394,16.183746,0.88,0.841665,18545,7.053914,0
LegalBench-RAG,1200000,1200000,hub,0.3,0,physical-delete-local-repair,0.438741,0.970319,3.762156,16.166857,16.991217,0.88,0.942181,16857,5.918785,0
LegalBench-RAG,1200000,1200000,hub,0.3,1,physical-delete-local-repair,0.423102,0.970208,3.797188,15.772004,15.350822,0.88,0.93223,16527,6.06133,0
LegalBench-RAG,1200000,1200000,hub,0.3,2,physical-delete-local-repair,0.456246,0.965149,3.825146,16.232736,15.83946,0.88,0.937409,17481,5.936799,0
LegalBench-RAG,1200000,1200000,hub,0.3,3,physical-delete-local-repair,0.516488,0.966141,3.81842,15.841362,15.761095,0.88,0.94433,16857,5.968519,0
LegalBench-RAG,1200000,1200000,hub,0.3,4,physical-delete-local-repair,0.50089,0.972224,3.677829,16.283812,15.588219,0.88,0.940533,15854,5.947677,0
LegalBench-RAG,1200000,1200000,hub,0.4,0,base-before-revocation,0.0,0.994464,3.12542,15.981602,15.804999,0.88,0.986259,14322,4.968386,0
LegalBench-RAG,1200000,1200000,hub,0.4,1,base-before-revocation,0.0,0.998734,3.206224,15.462029,15.287865,0.88,0.974966,14380,5.012898,0
LegalBench-RAG,1200000,1200000,hub,0.4,2,base-before-revocation,0.0,1.0,3.070552,16.281242,15.805685,0.88,0.972067,13665,4.877286,0
LegalBench-RAG,1200000,1200000,hub,0.4,3,base-before-revocation,0.0,0.998573,3.16668,15.083187,15.089269,0.88,0.983406,13216,5.035264,0
LegalBench-RAG,1200000,1200000,hub,0.4,4,base-before-revocation,0.0,0.995779,3.183016,15.19677,15.757232,0.88,0.982704,13630,4.989505,0
LegalBench-RAG,1200000,1200000,hub,0.4,0,oracle-rebuild-authorized,1.0,0.992741,3.113334,16.239788,16.510013,0.96,0.975321,13536,5.229462,0
LegalBench-RAG,1200000,1200000,hub,0.4,1,oracle-rebuild-authorized,1.0,0.994072,3.202071,15.66727,15.884399,0.96,0.98667,13710,5.27326,0
LegalBench-RAG,1200000,1200000,hub,0.4,2,oracle-rebuild-authorized,1.0,0.995886,3.06811,15.534752,16.679531,0.96,0.990265,13713,5.280755,0
LegalBench-RAG,1200000,1200000,hub,0.4,3,oracle-rebuild-authorized,1.0,0.992901,3.158243,15.715928,15.776074,0.96,0.983544,14058,5.088304,0
LegalBench-RAG,1200000,1200000,hub,0.4,4,oracle-rebuild-authorized,1.0,0.998025,3.124964,16.388718,16.154147,0.96,0.982929,14249,5.113659,0
LegalBench-RAG,1200000,1200000,hub,0.4,0,lethe-pruned-bypass,0.545407,0.988653,3.385258,16.582007,16.165784,0.96,0.963685,14908,5.538788,0
LegalBench-RAG,1200000,1200000,hub,0.4,1,lethe-pruned-bypass,0.525327,0.989048,3.363948,15.735459,16.107584,0.96,0.962853,15119,5.576268,0
LegalBench-RAG,1200000,1200000,hub,0.4,2,lethe-pruned-bypass,0.52447,0.995739,3.416145,16.76844,16.838198,0.96,0.970833,15274,5.473685,0
LegalBench-RAG,1200000,1200000,hub,0.4,3,lethe-pruned-bypass,0.558053,0.995329,3.341315,16.387408,15.816585,0.96,0.973592,14858,5.577289,0
LegalBench-RAG,1200000,1200000,hub,0.4,4,lethe-pruned-bypass,0.54808,0.989648,3.404034,15.836775,15.93178,0.96,0.966211,15187,5.578655,0
LegalBench-RAG,1200000,1200000,hub,0.4,0,lethe-full-bypass,0.65987,0.990481,3.228998,15.810921,16.51303,0.96,0.974813,14697,5.390895,0
LegalBench-RAG,1200000,1200000,hub,0.4,1,lethe-full-bypass,0.616837,0.995753,3.331753,15.495243,14.829091,0.96,0.979567,14442,5.332944,0
LegalBench-RAG,1200000,1200000,hub,0.4,2,lethe-full-bypass,0.554037,0.991719,3.379277,15.051594,15.966355,0.96,0.97276,15021,5.404492,0
LegalBench-RAG,1200000,1200000,hub,0.4,3,lethe-full-bypass,0.631116,0.99591,3.351657,15.209561,15.728007,0.96,0.971602,15118,5.390733,0
LegalBench-RAG,1200000,1200000,hub,0.4,4,lethe-full-bypass,0.587656,0.991882,3.312752,16.105237,16.1422,0.96,0.9785,14360,5.283767,0
LegalBench-RAG,1200000,1200000,hub,0.4,0,no-bypass,0.348003,0.894382,4.564334,16.459637,14.985976,0.88,0.840962,18770,7.198302,0
LegalBench-RAG,1200000,1200000,hub,0.4,1,no-bypass,0.376006,0.890719,4.5688,15.929827,15.582031,0.88,0.83117,18117,7.135801,0
LegalBench-RAG,1200000,1200000,hub,0.4,2,no-bypass,0.372168,0.891098,4.579171,16.250322,15.002916,0.88,0.834933,17409,6.959195,0
LegalBench-RAG,1200000,1200000,hub,0.4,3,no-bypass,0.339996,0.898349,4.555521,16.29315,15.091559,0.88,0.829308,17331,7.009444,0
LegalBench-RAG,1200000,1200000,hub,0.4,4,no-bypass,0.308475,0.892189,4.601494,15.443186,14.996827,0.88,0.833225,18004,6.985331,0
LegalBench-RAG,1200000,1200000,hub,0.4,0,physical-delete-local-repair,0.446151,0.968631,3.745778,16.333049,16.266116,0.88,0.940446,16063,5.952683,0
LegalBench-RAG,1200000,1200000,hub,0.4,1,physical-delete-local-repair,0.462365,0.970357,3.840956,15.122553,15.321997,0.88,0.945391,15914,6.143917,0
LegalBench-RAG,1200000,1200000,hub,0.4,2,physical-delete-local-repair,0.472672,0.968947,3.801963,16.216587,16.931178,0.88,0.944794,16859,6.052922,0
LegalBench-RAG,1200000,1200000,hub,0.4,3,physical-delete-local-repair,0.492111,0.970053,3.771839,16.65796,16.378797,0.88,0.937843,15953,5.900694,0
LegalBench-RAG,1200000,1200000,hub,0.4,4,physical-delete-local-repair,0.437352,0.966675,3.793174,16.41018,16.612304,0.88,0.945792,15883,6.095073,0
LegalBench-RAG,1200000,1200000,hub,0.5,0,base-before-revocation,0.0,1.0,3.115015,15.948153,15.936117,0.88,0.984166,14629,4.906512,0
LegalBench-RAG,1200000,1200000,hub,0.5,1,base-before-revocation,0.0,0.994028,3.217367,16.066292,15.624024,0.88,0.976798,13117,5.14715,0
LegalBench-RAG,1200000,1200000,hub,0.5,2,base-before-revocation,0.0,0.996614,3.218741,15.62535,14.796463,0.88,0.976799,14298,4.998358,0
LegalBench-RAG,1200000,1200000,hub,0.5,3,base-before-revocation,0.0,0.997827,3.111177,16.406764,16.344032,0.88,0.979091,14049,4.894667,0
LegalBench-RAG,1200000,1200000,hub,0.5,4,base-before-revocation,0.0,0.992747,3.178697,16.353571,15.245208,0.88,0.97316,13605,4.996502,0
LegalBench-RAG,1200000,1200000,hub,0.5,0,oracle-rebuild-authorized,1.0,0.996251,3.213486,16.468035,15.488105,0.96,0.967976,13762,5.227018,0
LegalBench-RAG,1200000,1200000,hub,0.5,1,oracle-rebuild-authorized,1.0,0.997237,3.161506,15.207721,16.655347,0.96,0.982854,14312,5.218491,0
LegalBench-RAG,1200000,1200000,hub,0.5,2,oracle-rebuild-authorized,1.0,0.995028,3.210268,15.706496,15.599364,0.96,0.982898,13765,5.181728,0
LegalBench-RAG,1200000,1200000,hub,0.5,3,oracle-rebuild-authorized,1.0,0.998135,3.239336,15.974864,16.367842,0.96,0.983889,12908,5.309849,0
LegalBench-RAG,1200000,1200000,hub,0.5,4,oracle-rebuild-authorized,1.0,0.994418,3.219497,16.219138,15.992589,0.96,0.986791,13691,5.039139,0
LegalBench-RAG,1200000,1200000,hub,0.5,0,lethe-pruned-bypass,0.500427,0.985403,3.386668,15.835066,15.690065,0.96,0.971794,14723,5.51026,0
LegalBench-RAG,1200000,1200000,hub,0.5,1,lethe-pruned-bypass,0.509393,0.989037,3.520527,15.677989,16.138341,0.96,0.960066,14563,5.531635,0
LegalBench-RAG,1200000,1200000,hub,0.5,2,lethe-pruned-bypass,0.53737,0.987817,3.453615,16.294844,15.667763,0.96,0.971554,14745,5.63727,0
LegalBench-RAG,1200000,1200000,hub,0.5,3,lethe-pruned-bypass,0.524427,0.981487,3.408194,16.085341,16.241968,0.96,0.974975,15155,5.596332,0
LegalBench-RAG,1200000,1200000,hub,0.5,4,lethe-pruned-bypass,0.516477,0.992445,3.448979,15.48456,16.030277,0.96,0.957834,14904,5.590609,0
LegalBench-RAG,1200000,1200000,hub,0.5,0,lethe-full-bypass,0.590903,0.999257,3.385415,15.883595,16.134311,0.96,0.976942,14487,5.33635,0
LegalBench-RAG,1200000,1200000,hub,0.5,1,lethe-full-bypass,0.615282,0.994199,3.310233,16.379387,15.794626,0.96,0.975095,14395,5.249719,0
LegalBench-RAG,1200000,1200000,hub,0.5,2,lethe-full-bypass,0.629089,0.990039,3.237332,16.115387,16.035685,0.96,0.975753,15101,5.415902,0
LegalBench-RAG,1200000,1200000,hub,0.5,3,lethe-full-bypass,0.621304,0.99588,3.256501,16.130108,15.866303,0.96,0.975189,14205,5.35919,0
LegalBench-RAG,1200000,1200000,hub,0.5,4,lethe-full-bypass,0.593101,0.992486,3.349616,15.94014,16.171658,0.96,0.973742,14266,5.177915,0
LegalBench-RAG,1200000,1200000,hub,0.5,0,no-bypass,0.34825,0.884515,4.796874,16.007551,16.118613,0.88,0.814415,17866,7.19452,0
LegalBench-RAG,1200000,1200000,hub,0.5,1,no-bypass,0.373298,0.880399,4.709121,15.800777,16.237704,0.88,0.8262,17359,6.889495,0
LegalBench-RAG,1200000,1200000,hub,0.5,2,no-bypass,0.372594,0.884798,4.568186,16.19876,16.460243,0.88,0.811132,18628,7.104183,0
LegalBench-RAG,1200000,1200000,hub,0.5,3,no-bypass,0.375968,0.886185,4.620897,16.342898,15.9292,0.88,0.822814,18126,6.850533,0
LegalBench-RAG,1200000,1200000,hub,0.5,4,no-bypass,0.320728,0.88681,4.711967,16.000799,16.489882,0.88,0.823455,16487,6.837011,0
LegalBench-RAG,1200000,1200000,hub,0.5,0,physical-delete-local-repair,0.413966,0.970273,3.793821,16.227916,15.434549,0.88,0.944246,15996,5.909223,0
LegalBench-RAG,1200000,1200000,hub,0.5,1,physical-delete-local-repair,0.478946,0.971033,3.769453,15.570049,16.009955,0.88,0.938165,16933,6.030989,0
LegalBench-RAG,1200000,1200000,hub,0.5,2,physical-delete-local-repair,0.488618,0.969081,3.785127,15.152426,16.253873,0.88,0.940588,16665,5.990996,0
LegalBench-RAG,1200000,1200000,hub,0.5,3,physical-delete-local-repair,0.435164,0.970926,3.878904,16.485194,15.576853,0.88,0.949709,16353,5.950494,0
LegalBench-RAG,1200000,1200000,hub,0.5,4,physical-delete-local-repair,0.514347,0.968514,3.746041,15.35142,16.038519,0.88,0.937471,16230,6.037522,0
LegalBench-RAG,1200000,1200000,cluster,0.1,0,base-before-revocation,0.0,0.995278,3.217844,15.704853,16.301309,0.88,0.993212,14247,5.064097,0
LegalBench-RAG,1200000,1200000,cluster,0.1,1,base-before-revocation,0.0,1.0,3.240895,15.401712,16.611229,0.88,0.989872,13717,5.2583,0
LegalBench-RAG,1200000,1200000,cluster,0.1,2,base-before-revocation,0.0,0.996452,3.256832,15.931303,15.69267,0.88,0.989803,13832,4.901134,0
LegalBench-RAG,1200000,1200000,cluster,0.1,3,base-before-revocation,0.0,0.998507,3.168333,16.399068,16.200399,0.88,0.989922,13393,5.28825,0
LegalBench-RAG,1200000,1200000,cluster,0.1,4,base-before-revocation,0.0,0.998422,3.133099,15.793533,16.035415,0.88,0.975007,13644,4.897531,0
LegalBench-RAG,1200000,1200000,cluster,0.1,0,oracle-rebuild-authorized,1.0,0.994399,3.21133,16.446043,15.838323,0.96,0.97887,14095,5.124396,0
LegalBench-RAG,1200000,1200000,cluster,0.1,1,oracle-rebuild-authorized,1.0,0.990865,3.197274,16.460523,16.240052,0.96,0.981088,14899,5.263064,0
LegalBench-RAG,1200000,1200000,cluster,0.1,2,oracle-rebuild-authorized,1.0,0.991145,3.222788,16.085758,17.440902,0.96,0.981492,13761,5.48398,0
LegalBench-RAG,1200000,1200000,cluster,0.1,3,oracle-rebuild-authorized,1.0,0.998077,3.176548,15.918273,15.667903,0.96,0.991377,13700,5.222897,0
LegalBench-RAG,1200000,1200000,cluster,0.1,4,oracle-rebuild-authorized,1.0,0.993401,3.193987,15.737001,15.919125,0.96,0.989801,13963,5.038963,0
LegalBench-RAG,1200000,1200000,cluster,0.1,0,lethe-pruned-bypass,0.478255,0.990875,3.485692,15.856271,16.6008,0.96,0.975608,14713,5.601862,0
LegalBench-RAG,1200000,1200000,cluster,0.1,1,lethe-pruned-bypass,0.49421,0.989173,3.349699,16.047952,15.7175,0.96,0.963942,14862,5.560652,0
LegalBench-RAG,1200000,1200000,cluster,0.1,2,lethe-pruned-bypass,0.523532,0.981303,3.366226,15.672259,17.186206,0.96,0.960083,15582,5.522643,0
LegalBench-RAG,1200000,1200000,cluster,0.1,3,lethe-pruned-bypass,0.490352,0.989693,3.434426,16.218831,15.49284,0.96,0.965454,14886,5.416744,0
LegalBench-RAG,1200000,1200000,cluster,0.1,4,lethe-pruned-bypass,0.555787,0.98783,3.383711,16.029339,16.545174,0.96,0.964659,15553,5.544201,0
LegalBench-RAG,1200000,1200000,cluster,0.1,0,lethe-full-bypass,0.633521,0.991619,3.188852,15.590262,15.944688,0.96,0.979013,14334,5.40765,0
LegalBench-RAG,1200000,1200000,cluster,0.1,1,lethe-full-bypass,0.642637,0.987207,3.278353,16.076873,16.756636,0.96,0.971577,13729,5.281354,0
LegalBench-RAG,1200000,1200000,cluster,0.1,2,lethe-full-bypass,0.58752,0.996137,3.331001,16.365489,15.69761,0.96,0.974016,14631,5.542646,0
LegalBench-RAG,1200000,1200000,cluster,0.1,3,lethe-full-bypass,0.631635,0.990196,3.294727,15.778452,16.517624,0.96,0.976504,14542,5.250532,0
LegalBench-RAG,1200000,1200000,cluster,0.1,4,lethe-full-bypass,0.636491,0.993673,3.338388,15.716395,16.4366,0.96,0.969193,14297,5.458897,0
LegalBench-RAG,1200000,1200000,cluster,0.1,0,no-bypass,0.329268,0.920926,4.189571,16.568077,15.702766,0.88,0.886918,16780,7.237221,0
LegalBench-RAG,1200000,1200000,cluster,0.1,1,no-bypass,0.338058,0.926778,4.169178,16.310504,15.907786,0.88,0.88666,17792,6.959118,0
