dataset,N,N_indexed,variant,pattern,frac,seed,score_frontier_expand_result_leakage,drift10_vs_oracle_rebuild,recall10_vs_exact_topk,recall10_vs_oracle,latency_mean_ms,latency_p95_ms,latency_p99_ms,overlay_edges,overlay_memory_bytes,revocation_time_ms,distance_computations,expanded_nodes
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,random,0.3,4,0.0,0.006454,0.976395,0.994293,8.129393,15.779469,21.794182,45359,1,0.159832,73791,17582
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,random,0.3,5,0.0,0.008157,0.976126,0.994018,8.388303,15.25664,20.892828,45359,1,0.182167,75428,16511
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,random,0.3,6,0.0,0.010047,0.974597,0.992462,8.45623,15.777641,21.577123,45359,1,0.174862,71277,17316
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,random,0.3,7,0.0,0.009087,0.977102,0.995013,8.440788,15.147372,22.690025,45359,1,0.190124,75090,17295
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,random,0.3,8,0.0,0.010297,0.975077,0.992951,8.438074,16.05142,22.226518,45359,1,0.187573,74819,15927
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,random,0.3,9,0.0,0.008843,0.975659,0.993542,8.338055,14.972544,20.952451,45359,1,0.159254,70104,15905
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,random,0.3,0,0.0,0.00403,0.980694,0.99867,9.58883,16.826102,24.788388,131039,1,0.327267,81367,19514
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,random,0.3,1,0.0,0.004541,0.97872,0.99666,9.487674,18.134667,24.208731,131039,1,0.356037,80210,18794
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,random,0.3,2,0.0,0.0,0.979972,0.997935,9.54009,16.891638,24.264383,131039,1,0.328396,80857,19858
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,random,0.3,3,0.0,0.000216,0.978507,0.996443,9.469553,17.29789,25.170602,131039,1,0.353535,85946,19202
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,random,0.3,4,0.0,0.003718,0.97912,0.997067,9.397916,16.790714,24.827148,131039,1,0.352287,80833,18684
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,random,0.3,5,0.0,0.005025,0.976336,0.994232,9.594001,17.363272,24.418645,131039,1,0.345997,81468,18918
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,random,0.3,6,0.0,0.002791,0.979789,0.997748,9.420017,16.934474,24.778859,131039,1,0.343752,79282,19260
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,random,0.3,7,0.0,0.003488,0.978429,0.996363,9.556365,18.0694,24.020864,131039,1,0.327508,85397,19188
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,random,0.3,8,0.0,0.003042,0.977577,0.995496,9.485958,17.628845,23.733482,131039,1,0.332102,83800,19532
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,random,0.3,9,0.0,0.002971,0.977536,0.995454,9.389252,17.249053,22.757306,131039,1,0.334823,81641,20514
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,random,0.3,0,0.0,0.011789,0.971318,0.989123,8.898259,16.07606,21.576132,62999,1,0.210994,81303,17659
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,random,0.3,1,0.0,0.017019,0.976433,0.994331,8.818283,16.338017,22.82797,62999,1,0.209919,77098,18226
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,random,0.3,2,0.0,0.012792,0.972412,0.990236,8.732979,16.312546,21.889653,62999,1,0.202051,73083,17694
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,random,0.3,3,0.0,0.013206,0.976156,0.994049,8.83608,15.824181,23.101341,62999,1,0.203129,77975,17300
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,random,0.3,4,0.0,0.011043,0.976881,0.994787,8.823371,15.343094,21.677853,62999,1,0.208887,77854,18248
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,random,0.3,5,0.0,0.014631,0.971995,0.989812,8.702356,16.266517,21.794544,62999,1,0.210746,76431,17224
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,random,0.3,6,0.0,0.017025,0.973623,0.99147,8.655506,16.14857,21.668573,62999,1,0.216177,78746,17902
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,random,0.3,7,0.0,0.011124,0.97408,0.991935,8.644945,15.571383,21.841254,62999,1,0.203857,71410,17592
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,random,0.3,8,0.0,0.011489,0.976041,0.993932,8.715931,15.647444,20.267416,62999,1,0.20426,78074,17872
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,random,0.3,9,0.0,0.013835,0.978166,0.996096,8.729095,15.423073,22.739318,62999,1,0.215307,75550,18177
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,random,0.3,0,0.0,0.00465,0.978801,0.996742,9.134771,16.5698,23.052307,103319,1,0.281717,80490,18675
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,random,0.3,1,0.0,0.004746,0.980254,0.998222,9.302817,17.292133,23.69733,103319,1,0.300717,78764,19260
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,random,0.3,2,0.0,0.003334,0.97812,0.996049,9.369388,16.964072,22.627538,103319,1,0.289931,79143,18990
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,random,0.3,3,0.0,0.005205,0.979158,0.997106,9.172168,16.981912,21.85901,103319,1,0.287658,77563,18705
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,random,0.3,4,0.0,0.004004,0.977104,0.995015,8.872253,17.181264,21.866171,103319,1,0.281983,81732,18823
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,random,0.3,5,0.0,0.003913,0.980274,0.998243,9.086616,16.968775,23.300984,103319,1,0.293065,79404,18258
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,random,0.3,6,0.0,0.003157,0.981061,0.999043,9.153332,17.496027,22.26401,103319,1,0.28484,84649,18296
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,random,0.3,7,0.0,0.002083,0.97801,0.995937,9.248423,17.345236,23.91463,103319,1,0.252843,82905,18308
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,random,0.3,8,0.0,0.003657,0.978549,0.996486,9.350766,16.819599,24.623484,103319,1,0.292858,81426,18594
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,random,0.3,9,0.0,0.00382,0.980464,0.998436,9.515374,17.045828,22.786426,103319,1,0.272539,83231,18661
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,random,0.3,0,0.0,0.001737,0.979844,0.997805,10.065737,18.488303,25.065299,151199,1,0.388977,84085,20706
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,random,0.3,1,0.0,0.002192,0.981228,0.999214,9.832841,17.95045,25.905641,151199,1,0.379695,95707,19461
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,random,0.3,2,0.0,0.00161,0.979283,0.997233,10.183418,19.125868,25.978806,151199,1,0.387221,83720,20251
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,random,0.3,3,0.0,0.002498,0.98105,0.999033,10.010245,18.495985,25.241826,151199,1,0.379045,89450,19242
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,random,0.3,4,0.0,0.003789,0.979904,0.997866,9.945496,18.663055,25.372948,151199,1,0.376166,85442,20588
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,random,0.3,5,0.0,0.002912,0.977205,0.995117,10.186349,18.245563,26.439211,151199,1,0.378076,91855,19551
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,random,0.3,6,0.0,0.001701,0.980562,0.998535,9.749426,18.590909,24.306582,151199,1,0.373402,87837,20285
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,random,0.3,7,0.0,0.003879,0.9815,0.999491,10.369463,17.781069,25.38124,151199,1,0.367729,94446,19570
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,random,0.3,8,0.0,0.002339,0.979009,0.996955,9.750079,18.588157,25.04293,151199,1,0.386661,86233,21110
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,random,0.3,9,0.0,0.002732,0.978806,0.996747,10.086077,18.357559,26.936331,151199,1,0.38461,88866,20832
LegalBench-RAG,1200000,1200000,Oracle-rebuild,random,0.3,0,0.0,0.0,0.980263,0.998231,7.323334,13.33834,19.019341,0,0,0.097338,65344,14770
LegalBench-RAG,1200000,1200000,Oracle-rebuild,random,0.3,1,0.0,0.0,0.981821,0.999817,7.413308,13.688966,19.449258,0,0,0.106846,63147,15340
LegalBench-RAG,1200000,1200000,Oracle-rebuild,random,0.3,2,0.0,0.0,0.982958,1.0,7.28909,14.416338,18.356711,0,0,0.076636,66785,15293
LegalBench-RAG,1200000,1200000,Oracle-rebuild,random,0.3,3,0.0,0.0,0.980245,0.998213,7.430382,13.976032,17.813481,0,0,0.078582,63316,15290
LegalBench-RAG,1200000,1200000,Oracle-rebuild,random,0.3,4,0.0,0.0,0.982182,1.0,7.318486,14.026948,19.425415,0,0,0.075089,61080,15124
LegalBench-RAG,1200000,1200000,Oracle-rebuild,random,0.3,5,0.0,0.0,0.983144,1.0,7.52288,12.951423,19.474309,0,0,0.092646,65465,14357
LegalBench-RAG,1200000,1200000,Oracle-rebuild,random,0.3,6,0.0,0.0,0.98505,1.0,7.338243,13.425358,18.641371,0,0,0.07707,63678,15043
LegalBench-RAG,1200000,1200000,Oracle-rebuild,random,0.3,7,0.0,0.0,0.982327,1.0,7.358534,13.53642,18.18646,0,0,0.082655,67261,15818
LegalBench-RAG,1200000,1200000,Oracle-rebuild,random,0.3,8,0.0,0.0,0.982053,1.0,7.469953,13.102384,19.75314,0,0,0.075891,67923,14911
LegalBench-RAG,1200000,1200000,Oracle-rebuild,random,0.3,9,0.0,0.0,0.98213,1.0,7.472918,13.336799,19.877357,0,0,0.097106,68239,14929
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.4,0,0.0,0.083009,0.920285,0.937154,7.265876,13.59643,18.275537,0,0,0.079231,65102,15015
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.4,1,0.0,0.083911,0.916222,0.933016,7.53884,14.10761,18.279401,0,0,0.080085,62883,14471
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.4,2,0.0,0.084438,0.916457,0.933256,7.063206,13.669531,18.44521,0,0,0.085883,63983,15087
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.4,3,0.0,0.080573,0.922444,0.939353,7.143077,13.503818,19.814577,0,0,0.083723,65502,14919
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.4,4,0.0,0.083569,0.921151,0.938036,7.074515,13.685288,18.913376,0,0,0.09351,65581,15490
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.4,5,0.0,0.074375,0.926385,0.943365,6.954087,13.473175,18.718045,0,0,0.068447,63874,15066
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.4,6,0.0,0.084449,0.918462,0.935298,7.189179,14.234017,19.139272,0,0,0.086319,65433,14407
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.4,7,0.0,0.080183,0.920497,0.93737,7.112435,14.344184,17.919364,0,0,0.084689,64167,15366
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.4,8,0.0,0.074573,0.918058,0.934886,7.416683,12.622298,19.743794,0,0,0.075479,63262,14585
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.4,9,0.0,0.074135,0.914064,0.930819,7.440767,13.621507,18.302171,0,0,0.082108,66797,14584
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,random,0.4,0,0.0,0.014224,0.978536,0.996473,8.339878,16.297888,22.418134,60480,1,0.204145,73333,16886
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,random,0.4,1,0.0,0.012461,0.972849,0.990681,8.432024,14.517642,22.599479,60480,1,0.208733,75095,17674
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,random,0.4,2,0.0,0.009107,0.977495,0.995412,8.351878,15.664492,21.095129,60480,1,0.182415,74211,17353
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,random,0.4,3,0.0,0.008876,0.974044,0.991899,8.359469,15.143693,21.630182,60480,1,0.203431,72836,17874
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,random,0.4,4,0.0,0.013053,0.974626,0.992491,8.70683,15.611286,21.475779,60480,1,0.201439,74782,16713
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,random,0.4,5,0.0,0.008043,0.973916,0.991768,8.714751,16.875506,22.183835,60480,1,0.20739,71991,17320
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,random,0.4,6,0.0,0.011035,0.97907,0.997016,8.514373,15.53102,23.27466,60480,1,0.170969,71890,17092
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,random,0.4,7,0.0,0.012176,0.976116,0.994008,8.04452,16.111221,21.818117,60480,1,0.21284,73110,16996
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,random,0.4,8,0.0,0.00992,0.976289,0.994184,8.506268,16.168974,21.071064,60480,1,0.206291,73298,17211
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,random,0.4,9,0.0,0.013503,0.97731,0.995224,8.446257,16.143986,21.992998,60480,1,0.184923,75369,16933
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,random,0.4,0,0.0,0.005452,0.97951,0.997465,9.408685,17.642279,22.942533,174720,1,0.425629,84851,19446
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,random,0.4,1,0.0,0.002299,0.976653,0.994555,9.537608,18.058239,23.559489,174720,1,0.426939,80465,20116
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,random,0.4,2,0.0,0.002329,0.977192,0.995104,9.241121,17.888323,25.19199,174720,1,0.406937,86344,18806
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,random,0.4,3,0.0,0.004862,0.98133,0.999317,9.711048,17.335483,23.145555,174720,1,0.432088,83808,18748
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,random,0.4,4,0.0,0.005971,0.981884,0.999882,9.426707,17.584177,22.622653,174720,1,0.426326,82088,17912
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,random,0.4,5,0.0,0.003887,0.980138,0.998104,9.414142,17.513555,22.101603,174720,1,0.428212,85447,19822
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,random,0.4,6,0.0,0.007189,0.97752,0.995438,9.321184,17.961808,24.683428,174720,1,0.424675,82342,18661
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,random,0.4,7,0.0,0.0013,0.980155,0.998122,9.462412,16.814601,23.196332,174720,1,0.419058,81530,19655
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,random,0.4,8,0.0,0.004629,0.977502,0.995419,9.17292,17.145996,23.476715,174720,1,0.433305,84973,18670
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,random,0.4,9,0.0,0.002386,0.979001,0.996946,9.68044,17.434634,22.576931,174720,1,0.423271,85718,19388
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,random,0.4,0,0.0,0.012495,0.973065,0.990901,8.770747,16.384847,24.816325,84000,1,0.239601,75105,17128
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,random,0.4,1,0.0,0.012739,0.973318,0.991159,8.809345,15.993692,22.098914,84000,1,0.237139,74642,17617
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,random,0.4,2,0.0,0.015129,0.97548,0.99336,8.631544,16.484707,23.523715,84000,1,0.275774,74245,17482
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,random,0.4,3,0.0,0.01664,0.973338,0.991179,8.575756,16.092771,22.227373,84000,1,0.257952,75650,16885
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,random,0.4,4,0.0,0.014262,0.97332,0.991161,8.734121,16.322962,24.284648,84000,1,0.238128,76739,17896
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,random,0.4,5,0.0,0.014411,0.976487,0.994386,8.416104,15.491575,20.292505,84000,1,0.252117,76759,17860
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,random,0.4,6,0.0,0.014526,0.973953,0.991805,8.711771,16.561621,21.150538,84000,1,0.247647,77481,18545
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,random,0.4,7,0.0,0.011981,0.976682,0.994585,8.615173,16.378098,20.829116,84000,1,0.247702,72950,17380
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,random,0.4,8,0.0,0.013394,0.970718,0.988511,8.535946,15.951466,19.709769,84000,1,0.245161,77598,18074
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,random,0.4,9,0.0,0.009903,0.973505,0.991349,8.737479,16.563213,20.856033,84000,1,0.241831,76575,18005
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,random,0.4,0,0.0,0.003307,0.979796,0.997756,9.177817,17.673788,24.826446,137760,1,0.354655,85738,19062
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,random,0.4,1,0.0,0.004775,0.976915,0.994822,9.237152,17.383561,23.744412,137760,1,0.383526,81754,18437
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,random,0.4,2,0.0,0.003323,0.977412,0.995328,9.16885,17.779499,23.696969,137760,1,0.351479,77027,17503
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,random,0.4,3,0.0,0.00599,0.979323,0.997274,9.317551,17.73992,23.803238,137760,1,0.340179,81072,20459
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,random,0.4,4,0.0,0.004046,0.980101,0.998066,9.051564,17.455362,22.721924,137760,1,0.347064,83873,18450
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,random,0.4,5,0.0,0.004008,0.977038,0.994947,9.426168,17.627041,23.384816,137760,1,0.3288,78132,17820
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,random,0.4,6,0.0,0.003955,0.975781,0.993667,9.201133,17.873857,23.148336,137760,1,0.340182,81663,19059
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,random,0.4,7,0.0,0.00498,0.980647,0.998622,9.282453,17.562182,22.260389,137760,1,0.359082,76704,18523
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,random,0.4,8,0.0,0.004177,0.979298,0.997249,8.924303,17.26963,24.643528,137760,1,0.35231,79169,18740
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,random,0.4,9,0.0,0.001876,0.979986,0.997949,9.164219,16.826154,24.150208,137760,1,0.363964,79244,18663
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,random,0.4,0,0.0,0.00376,0.97968,0.997637,10.384508,19.82297,25.403206,201600,1,0.483606,90238,20165
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,random,0.4,1,0.0,0.004489,0.980483,0.998455,9.963212,18.459764,26.325071,201600,1,0.494948,86902,20713
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,random,0.4,2,0.0,0.001371,0.979387,0.997339,10.058832,18.616403,27.4469,201600,1,0.471035,85104,20813
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,random,0.4,3,0.0,0.002599,0.979709,0.997667,9.898464,17.963931,25.177762,201600,1,0.491577,90775,20760
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,random,0.4,4,0.0,0.003284,0.980677,0.998652,9.907468,18.232387,25.240348,201600,1,0.466479,87358,19463
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,random,0.4,5,0.0,0.002956,0.980806,0.998784,9.952101,17.450475,24.818675,201600,1,0.480644,90770,19117
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,random,0.4,6,0.0,0.002801,0.981979,0.999979,9.920315,18.216416,26.391166,201600,1,0.471073,91390,20097
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,random,0.4,7,0.0,0.002226,0.981226,0.999212,10.062568,17.975352,25.72345,201600,1,0.486641,86948,20564
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,random,0.4,8,0.0,0.001902,0.981322,0.99931,9.994879,18.429386,25.349619,201600,1,0.494507,89682,20993
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,random,0.4,9,0.0,0.004711,0.978687,0.996626,10.02031,17.777702,26.239968,201600,1,0.494775,90351,19820
LegalBench-RAG,1200000,1200000,Oracle-rebuild,random,0.4,0,0.0,0.0,0.980554,0.998528,7.31338,13.579317,19.435379,0,0,0.065415,64437,14646
LegalBench-RAG,1200000,1200000,Oracle-rebuild,random,0.4,1,0.0,0.0,0.984533,1.0,7.480115,13.435697,19.938949,0,0,0.072084,67167,15103
LegalBench-RAG,1200000,1200000,Oracle-rebuild,random,0.4,2,0.0,0.0,0.981171,0.999156,7.550781,13.694992,16.9724,0,0,0.085984,63500,15503
LegalBench-RAG,1200000,1200000,Oracle-rebuild,random,0.4,3,0.0,0.0,0.981918,0.999917,7.495588,13.379496,18.510451,0,0,0.080473,68092,15664
LegalBench-RAG,1200000,1200000,Oracle-rebuild,random,0.4,4,0.0,0.0,0.981644,0.999638,7.60195,13.709367,18.825966,0,0,0.076599,66443,14894
LegalBench-RAG,1200000,1200000,Oracle-rebuild,random,0.4,5,0.0,0.0,0.978088,0.996016,7.453284,13.275041,19.673989,0,0,0.057559,65138,14259
LegalBench-RAG,1200000,1200000,Oracle-rebuild,random,0.4,6,0.0,0.0,0.983049,1.0,7.172874,13.927661,18.571319,0,0,0.092401,65226,15096
LegalBench-RAG,1200000,1200000,Oracle-rebuild,random,0.4,7,0.0,0.0,0.98274,1.0,7.32061,14.688771,18.775773,0,0,0.098241,62797,15056
LegalBench-RAG,1200000,1200000,Oracle-rebuild,random,0.4,8,0.0,0.0,0.983026,1.0,7.566699,14.249977,17.346928,0,0,0.075426,65156,15480
LegalBench-RAG,1200000,1200000,Oracle-rebuild,random,0.4,9,0.0,0.0,0.982346,1.0,7.432254,13.749882,19.316229,0,0,0.082643,63262,14149
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.5,0,0.0,0.104753,0.910817,0.927512,7.185631,13.032616,19.333175,0,0,0.067455,63204,14693
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.5,1,0.0,0.09724,0.920124,0.93699,7.230329,12.897509,18.980882,0,0,0.081219,64319,15151
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.5,2,0.0,0.096544,0.918585,0.935423,7.111032,13.578195,19.997989,0,0,0.066969,66256,14901
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.5,3,0.0,0.087388,0.919802,0.936662,7.336626,13.035352,17.972588,0,0,0.086473,62079,14887
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.5,4,0.0,0.086195,0.918283,0.935115,7.346718,13.461741,18.051931,0,0,0.080895,64048,15075
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.5,5,0.0,0.087693,0.921379,0.938267,7.208556,13.913487,18.73752,0,0,0.093751,60363,15252
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.5,6,0.0,0.098541,0.924326,0.941268,7.232302,13.871854,18.630495,0,0,0.077618,64737,14461
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.5,7,0.0,0.087856,0.916998,0.933807,7.452702,13.598822,18.665914,0,0,0.07405,62867,14334
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.5,8,0.0,0.075471,0.913526,0.930271,7.453872,12.944151,18.41258,0,0,0.07354,65898,14787
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.5,9,0.0,0.091358,0.923228,0.94015,7.139289,13.099585,18.332506,0,0,0.096259,64464,14290
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,random,0.5,0,0.0,0.014085,0.975424,0.993303,8.313748,15.499567,20.739906,75600,1,0.231891,72831,17782
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,random,0.5,1,0.0,0.012368,0.97838,0.996314,8.48047,15.076455,21.99898,75600,1,0.241752,73680,16926
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,random,0.5,2,0.0,0.012045,0.977632,0.995552,8.276999,15.68251,21.036312,75600,1,0.221679,72088,16958
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,random,0.5,3,0.0,0.010896,0.977867,0.995791,8.469521,15.816327,20.76432,75600,1,0.234852,74381,16658
