dataset,N,N_indexed,method,revocations_per_s,batch_B,amortized_cost_s,compliance_window_s,seed,window_model,single_source_cost_experiment
LegalBench-RAG,1200000,1200000,Periodic-rebuild,11508.421,2500,0.0003981,1556.039943,4,scheduled_rebuild,True
LegalBench-RAG,1200000,1200000,Periodic-rebuild,12205.215,10000,0.00039842,6329.673979,0,scheduled_rebuild,True
LegalBench-RAG,1200000,1200000,Periodic-rebuild,11704.686,10000,0.0004017,6325.326043,1,scheduled_rebuild,True
LegalBench-RAG,1200000,1200000,Periodic-rebuild,12005.134,10000,0.00039859,6305.944463,2,scheduled_rebuild,True
LegalBench-RAG,1200000,1200000,Periodic-rebuild,12272.472,10000,0.00039807,6331.767733,3,scheduled_rebuild,True
LegalBench-RAG,1200000,1200000,Periodic-rebuild,11892.422,10000,0.00040621,6442.436293,4,scheduled_rebuild,True
LegalBench-RAG,1200000,1200000,Per-role-index,4006.602,1,0.0002752,0.051215,0,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4099.619,1,0.00026951,0.051174,1,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4164.018,1,0.00026627,0.052242,2,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4063.929,1,0.00027119,0.050247,3,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,3962.916,1,0.00027665,0.048621,4,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,3885.255,2,0.00027045,0.05225,0,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4008.831,2,0.00026216,0.050855,1,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4141.209,2,0.00025432,0.051373,2,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,3817.58,2,0.00027404,0.048382,3,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,3900.889,2,0.00026907,0.050891,4,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4082.088,5,0.0002501,0.051264,0,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,3981.358,5,0.00025661,0.05442,1,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,3931.082,5,0.00025987,0.054837,2,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,3949.04,5,0.00025796,0.047333,3,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4156.905,5,0.00024566,0.050959,4,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4114.161,10,0.00024557,0.050159,0,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4280.937,10,0.00023618,0.051817,1,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4271.71,10,0.00023645,0.047085,2,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4306.471,10,0.00023459,0.047652,3,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4199.79,10,0.00024061,0.05003,4,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,3999.917,25,0.00025101,0.050082,0,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4169.317,25,0.0002409,0.052643,1,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4099.826,25,0.00024495,0.051942,2,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4107.377,25,0.00024452,0.052633,3,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4182.906,25,0.00024005,0.049032,4,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4388.346,100,0.00022812,0.048306,0,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4349.231,100,0.00023018,0.050909,1,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4367.259,100,0.00022924,0.052195,2,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4251.21,100,0.0002355,0.054018,3,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4352.927,100,0.00022997,0.048022,4,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4442.73,250,0.00022519,0.050679,0,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4194.078,250,0.00023854,0.054162,1,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4453.556,250,0.00022464,0.051519,2,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4361.967,250,0.00022936,0.054742,3,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4346.984,250,0.00023015,0.053402,4,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4453.974,1000,0.00022455,0.064198,0,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4266.351,1000,0.00023442,0.062675,1,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4468.26,1000,0.00022383,0.058285,2,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4230.532,1000,0.00023641,0.059152,3,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4312.875,1000,0.00023189,0.057522,4,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4514.653,2500,0.00022152,0.077103,0,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4478.74,2500,0.00022329,0.072288,1,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4224.889,2500,0.00023671,0.071393,2,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4275.913,2500,0.00023388,0.076659,3,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4553.978,2500,0.0002196,0.079217,4,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4630.819,10000,0.00021595,0.157489,0,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4512.561,10000,0.00022161,0.158889,1,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4568.026,10000,0.00021892,0.145905,2,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4615.041,10000,0.00021669,0.149641,3,materialized_role_update,True
LegalBench-RAG,1200000,1200000,Per-role-index,4587.177,10000,0.00021801,0.146132,4,materialized_role_update,True
LegalBench-RAG,1200000,1200000,ACORN,25391.952,1,6.492e-05,0.051066,0,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,24252.361,1,6.684e-05,0.051208,1,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,23317.703,1,6.712e-05,0.04847,2,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,23600.101,1,6.706e-05,0.049372,3,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,24039.677,1,6.797e-05,0.05275,4,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,23943.97,2,5.412e-05,0.049434,0,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,24933.008,2,5.251e-05,0.049595,1,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,24374.759,2,5.332e-05,0.049162,2,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,24098.299,2,5.412e-05,0.050508,3,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,24822.301,2,5.248e-05,0.048792,4,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,24102.66,5,4.66e-05,0.051125,0,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,24626.236,5,4.565e-05,0.050415,1,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,24140.812,5,4.647e-05,0.05043,2,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,25598.761,5,4.418e-05,0.051134,3,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,25066.454,5,4.476e-05,0.048705,4,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,24939.748,10,4.267e-05,0.051526,0,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,26338.099,10,4.035e-05,0.04767,1,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,24737.491,10,4.287e-05,0.04901,2,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,25001.919,10,4.24e-05,0.04797,3,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,23089.003,10,4.585e-05,0.050875,4,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,24603.596,25,4.173e-05,0.054037,0,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,24442.874,25,4.193e-05,0.051009,1,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,26117.65,25,3.924e-05,0.047495,2,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,26869.999,25,3.826e-05,0.051955,3,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,25164.589,25,4.079e-05,0.052668,4,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,25795.38,100,3.902e-05,0.049778,0,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,25366.386,100,3.969e-05,0.052631,1,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,26057.203,100,3.864e-05,0.052124,2,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,25431.007,100,3.958e-05,0.052393,3,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,26489.435,100,3.799e-05,0.048094,4,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,27522.842,250,3.643e-05,0.049489,0,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,27915.42,250,3.593e-05,0.055524,1,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,26619.344,250,3.766e-05,0.048958,2,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,27087.941,250,3.702e-05,0.053044,3,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,25146.733,250,3.987e-05,0.051858,4,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,27740.531,1000,3.608e-05,0.062353,0,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,26460.02,1000,3.782e-05,0.057379,1,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,27537.665,1000,3.634e-05,0.05693,2,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,27789.546,1000,3.602e-05,0.064835,3,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,26676.948,1000,3.752e-05,0.061805,4,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,26330.148,2500,3.799e-05,0.078089,0,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,27932.837,2500,3.582e-05,0.07474,1,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,27940.146,2500,3.581e-05,0.073337,2,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,27325.779,2500,3.661e-05,0.070658,3,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,27508.453,2500,3.637e-05,0.075889,4,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,27557.603,10000,3.63e-05,0.156595,0,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,27360.57,10000,3.656e-05,0.153756,1,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,26692.677,10000,3.747e-05,0.147685,2,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,28363.194,10000,3.526e-05,0.154617,3,filtered_search_update,True
LegalBench-RAG,1200000,1200000,ACORN,27912.982,10000,3.583e-05,0.150443,4,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,25799.943,1,6.321e-05,0.048896,0,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,26664.128,1,6.403e-05,0.053058,1,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,25958.863,1,6.44e-05,0.051752,2,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,26713.031,1,6.274e-05,0.05062,3,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,25471.748,1,6.433e-05,0.050147,4,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,25961.892,2,5.228e-05,0.055048,0,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,26054.866,2,5.127e-05,0.051559,1,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,25803.177,2,5.076e-05,0.048023,2,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,26077.336,2,5.118e-05,0.051333,3,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,26706.147,2,5e-05,0.050239,4,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,27153.15,5,4.217e-05,0.053392,0,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,26541.524,5,4.265e-05,0.049687,1,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,25453.424,5,4.42e-05,0.049167,2,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,27084.986,5,4.222e-05,0.052991,3,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,25994.742,5,4.337e-05,0.049007,4,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,26051.685,10,4.075e-05,0.0472,0,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,25812.748,10,4.129e-05,0.050962,1,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,27292.607,10,3.928e-05,0.052849,2,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,27481.504,10,3.885e-05,0.049327,3,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,25965.927,10,4.104e-05,0.05053,4,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,26557.165,25,3.861e-05,0.047796,0,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,25354.316,25,4.05e-05,0.05279,1,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,26985.371,25,3.81e-05,0.05207,2,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,28325.778,25,3.629e-05,0.049324,3,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,28068.55,25,3.657e-05,0.047147,4,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,29127.64,100,3.461e-05,0.055643,0,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,27491.462,100,3.663e-05,0.050991,1,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,27933.209,100,3.605e-05,0.050257,2,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,28426.274,100,3.542e-05,0.048479,3,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,28601.166,100,3.522e-05,0.051076,4,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,27825.816,250,3.604e-05,0.05282,0,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,28931.236,250,3.467e-05,0.052336,1,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,28626.005,250,3.504e-05,0.053553,2,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,26745.998,250,3.749e-05,0.052455,3,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,28855.96,250,3.476e-05,0.0547,4,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,29684.446,1000,3.372e-05,0.0601,0,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,29535.499,1000,3.389e-05,0.063808,1,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,29210.045,1000,3.426e-05,0.06036,2,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,28778.983,1000,3.478e-05,0.062964,3,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,29769.38,1000,3.362e-05,0.057305,4,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,29158.904,2500,3.431e-05,0.074041,0,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,29754.666,2500,3.362e-05,0.076673,1,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,29189.757,2500,3.427e-05,0.072948,2,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,31087.642,2500,3.218e-05,0.076637,3,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,28787.74,2500,3.475e-05,0.073167,4,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,31969.817,10000,3.129e-05,0.141506,0,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,30446.926,10000,3.285e-05,0.158751,1,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,29517.98,10000,3.389e-05,0.164106,2,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,31014.138,10000,3.225e-05,0.145808,3,filtered_search_update,True
LegalBench-RAG,1200000,1200000,HoneyBee,29350.363,10000,3.408e-05,0.153668,4,filtered_search_update,True
LegalBench-RAG,1200000,1200000,Lethe,50574.029,1,2.183e-05,0.004119,0,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,51356.813,1,2.173e-05,0.00451,1,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,50668.697,1,2.154e-05,0.003607,2,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,50206.884,1,2.184e-05,0.00385,3,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,48227.942,1,2.283e-05,0.004181,4,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,47148.766,2,2.233e-05,0.004473,0,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,50308.605,2,2.082e-05,0.003767,1,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,48071.018,2,2.195e-05,0.004582,2,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,51646.367,2,2.04e-05,0.004152,3,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,50597.599,2,2.068e-05,0.003669,4,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,48624.286,5,2.101e-05,0.00447,0,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,52104.598,5,1.959e-05,0.003957,1,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,52031.141,5,1.951e-05,0.002911,2,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,52114.215,5,1.963e-05,0.004403,3,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,50474.651,5,2.023e-05,0.00416,4,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,51929.543,10,1.948e-05,0.004445,0,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,51968.572,10,1.944e-05,0.003898,1,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,48898.415,10,2.064e-05,0.003722,2,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,51732.024,10,1.954e-05,0.004169,3,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,51477.181,10,1.963e-05,0.003982,4,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,51104.094,25,1.965e-05,0.004215,0,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,50820.454,25,1.976e-05,0.004368,1,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,50754.96,25,1.978e-05,0.004044,2,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,51723.502,25,1.942e-05,0.004488,3,immediate_per_view_erasure,True
