dataset,N,N_indexed,roles,users,shared_fraction,private_fraction,revocation_mix,target_pattern,seed,effective_view_class_count,overlay_size_bytes,memory_ratio_vs_shared,query_latency_ms,drift10,operational_leakage,revocation_throughput
LegalBench-RAG,1200000,1200000,10,1000,0.5,0.5,per-user-heavy,random,0,160,365134848,1.0,8.288,0.00978,0.0,44348.309
LegalBench-RAG,1200000,1200000,10,1000,0.5,0.5,per-user-heavy,random,1,160,365134848,1.0,8.288,0.00978,0.0,42235.112
LegalBench-RAG,1200000,1200000,10,1000,0.5,0.5,per-user-heavy,random,2,160,365134848,1.0,8.288,0.00978,0.0,39973.594
LegalBench-RAG,1200000,1200000,10,1000,0.5,0.5,per-user-heavy,hub,0,160,520094515,1.0,8.288,0.012912,0.0,44348.309
LegalBench-RAG,1200000,1200000,10,1000,0.5,0.5,per-user-heavy,hub,1,160,520094515,1.0,8.288,0.012912,0.0,42235.112
LegalBench-RAG,1200000,1200000,10,1000,0.5,0.5,per-user-heavy,hub,2,160,520094515,1.0,8.288,0.012912,0.0,39973.594
LegalBench-RAG,1200000,1200000,10,1000,0.5,0.5,per-user-heavy,cluster,0,160,445286400,1.0,8.288,0.0114,0.0,44348.309
LegalBench-RAG,1200000,1200000,10,1000,0.5,0.5,per-user-heavy,cluster,1,160,445286400,1.0,8.288,0.0114,0.0,42235.112
LegalBench-RAG,1200000,1200000,10,1000,0.5,0.5,per-user-heavy,cluster,2,160,445286400,1.0,8.288,0.0114,0.0,39973.594
LegalBench-RAG,1200000,1200000,10,1000,0.5,0.5,per-user-heavy,bridge,0,160,546811699,1.0,8.288,0.013452,0.0,44348.309
LegalBench-RAG,1200000,1200000,10,1000,0.5,0.5,per-user-heavy,bridge,1,160,546811699,1.0,8.288,0.013452,0.0,42235.112
LegalBench-RAG,1200000,1200000,10,1000,0.5,0.5,per-user-heavy,bridge,2,160,546811699,1.0,8.288,0.013452,0.0,39973.594
LegalBench-RAG,1200000,1200000,10,1000,0.5,0.5,balanced,random,0,160,365134848,1.0,8.288,0.00978,0.0,44348.309
LegalBench-RAG,1200000,1200000,10,1000,0.5,0.5,balanced,random,1,160,365134848,1.0,8.288,0.00978,0.0,42235.112
LegalBench-RAG,1200000,1200000,10,1000,0.5,0.5,balanced,random,2,160,365134848,1.0,8.288,0.00978,0.0,39973.594
LegalBench-RAG,1200000,1200000,10,1000,0.5,0.5,balanced,hub,0,160,520094515,1.0,8.288,0.012912,0.0,44348.309
LegalBench-RAG,1200000,1200000,10,1000,0.5,0.5,balanced,hub,1,160,520094515,1.0,8.288,0.012912,0.0,42235.112
LegalBench-RAG,1200000,1200000,10,1000,0.5,0.5,balanced,hub,2,160,520094515,1.0,8.288,0.012912,0.0,39973.594
LegalBench-RAG,1200000,1200000,10,1000,0.5,0.5,balanced,cluster,0,160,445286400,1.0,8.288,0.0114,0.0,44348.309
LegalBench-RAG,1200000,1200000,10,1000,0.5,0.5,balanced,cluster,1,160,445286400,1.0,8.288,0.0114,0.0,42235.112
LegalBench-RAG,1200000,1200000,10,1000,0.5,0.5,balanced,cluster,2,160,445286400,1.0,8.288,0.0114,0.0,39973.594
LegalBench-RAG,1200000,1200000,10,1000,0.5,0.5,balanced,bridge,0,160,546811699,1.0,8.288,0.013452,0.0,44348.309
LegalBench-RAG,1200000,1200000,10,1000,0.5,0.5,balanced,bridge,1,160,546811699,1.0,8.288,0.013452,0.0,42235.112
LegalBench-RAG,1200000,1200000,10,1000,0.5,0.5,balanced,bridge,2,160,546811699,1.0,8.288,0.013452,0.0,39973.594
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,per-role-heavy,random,0,39,477347020,1.0,8.1548,0.00978,0.0,48166.925
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,per-role-heavy,random,1,39,477347020,1.0,8.1548,0.00978,0.0,49823.242
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,per-role-heavy,random,2,39,477347020,1.0,8.1548,0.00978,0.0,50844.764
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,per-role-heavy,hub,0,39,725282488,1.0,8.1548,0.012912,0.0,48166.925
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,per-role-heavy,hub,1,39,725282488,1.0,8.1548,0.012912,0.0,49823.242
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,per-role-heavy,hub,2,39,725282488,1.0,8.1548,0.012912,0.0,50844.764
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,per-role-heavy,cluster,0,39,605589504,1.0,8.1548,0.0114,0.0,48166.925
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,per-role-heavy,cluster,1,39,605589504,1.0,8.1548,0.0114,0.0,49823.242
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,per-role-heavy,cluster,2,39,605589504,1.0,8.1548,0.0114,0.0,50844.764
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,per-role-heavy,bridge,0,39,768029982,1.0,8.1548,0.013452,0.0,48166.925
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,per-role-heavy,bridge,1,39,768029982,1.0,8.1548,0.013452,0.0,49823.242
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,per-role-heavy,bridge,2,39,768029982,1.0,8.1548,0.013452,0.0,50844.764
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,per-user-heavy,random,0,39,477347020,1.0,8.1548,0.00978,0.0,48166.925
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,per-user-heavy,random,1,39,477347020,1.0,8.1548,0.00978,0.0,49823.242
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,per-user-heavy,random,2,39,477347020,1.0,8.1548,0.00978,0.0,50844.764
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,per-user-heavy,hub,0,39,725282488,1.0,8.1548,0.012912,0.0,48166.925
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,per-user-heavy,hub,1,39,725282488,1.0,8.1548,0.012912,0.0,49823.242
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,per-user-heavy,hub,2,39,725282488,1.0,8.1548,0.012912,0.0,50844.764
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,per-user-heavy,cluster,0,39,605589504,1.0,8.1548,0.0114,0.0,48166.925
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,per-user-heavy,cluster,1,39,605589504,1.0,8.1548,0.0114,0.0,49823.242
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,per-user-heavy,cluster,2,39,605589504,1.0,8.1548,0.0114,0.0,50844.764
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,per-user-heavy,bridge,0,39,768029982,1.0,8.1548,0.013452,0.0,48166.925
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,per-user-heavy,bridge,1,39,768029982,1.0,8.1548,0.013452,0.0,49823.242
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,per-user-heavy,bridge,2,39,768029982,1.0,8.1548,0.013452,0.0,50844.764
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,balanced,random,0,39,477347020,1.0,8.1548,0.00978,0.0,48166.925
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,balanced,random,1,39,477347020,1.0,8.1548,0.00978,0.0,49823.242
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,balanced,random,2,39,477347020,1.0,8.1548,0.00978,0.0,50844.764
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,balanced,hub,0,39,725282488,1.0,8.1548,0.012912,0.0,48166.925
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,balanced,hub,1,39,725282488,1.0,8.1548,0.012912,0.0,49823.242
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,balanced,hub,2,39,725282488,1.0,8.1548,0.012912,0.0,50844.764
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,balanced,cluster,0,39,605589504,1.0,8.1548,0.0114,0.0,48166.925
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,balanced,cluster,1,39,605589504,1.0,8.1548,0.0114,0.0,49823.242
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,balanced,cluster,2,39,605589504,1.0,8.1548,0.0114,0.0,50844.764
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,balanced,bridge,0,39,768029982,1.0,8.1548,0.013452,0.0,48166.925
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,balanced,bridge,1,39,768029982,1.0,8.1548,0.013452,0.0,49823.242
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,balanced,bridge,2,39,768029982,1.0,8.1548,0.013452,0.0,50844.764
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,per-role-heavy,random,0,70,477347020,1.0,8.1992,0.00978,0.0,46822.325
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,per-role-heavy,random,1,70,477347020,1.0,8.1992,0.00978,0.0,47298.14
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,per-role-heavy,random,2,70,477347020,1.0,8.1992,0.00978,0.0,44213.386
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,per-role-heavy,hub,0,70,725282488,1.0,8.1992,0.012912,0.0,46822.325
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,per-role-heavy,hub,1,70,725282488,1.0,8.1992,0.012912,0.0,47298.14
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,per-role-heavy,hub,2,70,725282488,1.0,8.1992,0.012912,0.0,44213.386
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,per-role-heavy,cluster,0,70,605589504,1.0,8.1992,0.0114,0.0,46822.325
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,per-role-heavy,cluster,1,70,605589504,1.0,8.1992,0.0114,0.0,47298.14
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,per-role-heavy,cluster,2,70,605589504,1.0,8.1992,0.0114,0.0,44213.386
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,per-role-heavy,bridge,0,70,768029982,1.0,8.1992,0.013452,0.0,46822.325
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,per-role-heavy,bridge,1,70,768029982,1.0,8.1992,0.013452,0.0,47298.14
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,per-role-heavy,bridge,2,70,768029982,1.0,8.1992,0.013452,0.0,44213.386
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,per-user-heavy,random,0,70,477347020,1.0,8.1992,0.00978,0.0,46822.325
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,per-user-heavy,random,1,70,477347020,1.0,8.1992,0.00978,0.0,47298.14
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,per-user-heavy,random,2,70,477347020,1.0,8.1992,0.00978,0.0,44213.386
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,per-user-heavy,hub,0,70,725282488,1.0,8.1992,0.012912,0.0,46822.325
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,per-user-heavy,hub,1,70,725282488,1.0,8.1992,0.012912,0.0,47298.14
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,per-user-heavy,hub,2,70,725282488,1.0,8.1992,0.012912,0.0,44213.386
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,per-user-heavy,cluster,0,70,605589504,1.0,8.1992,0.0114,0.0,46822.325
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,per-user-heavy,cluster,1,70,605589504,1.0,8.1992,0.0114,0.0,47298.14
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,per-user-heavy,cluster,2,70,605589504,1.0,8.1992,0.0114,0.0,44213.386
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,per-user-heavy,bridge,0,70,768029982,1.0,8.1992,0.013452,0.0,46822.325
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,per-user-heavy,bridge,1,70,768029982,1.0,8.1992,0.013452,0.0,47298.14
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,per-user-heavy,bridge,2,70,768029982,1.0,8.1992,0.013452,0.0,44213.386
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,balanced,random,0,70,477347020,1.0,8.1992,0.00978,0.0,46822.325
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,balanced,random,1,70,477347020,1.0,8.1992,0.00978,0.0,47298.14
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,balanced,random,2,70,477347020,1.0,8.1992,0.00978,0.0,44213.386
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,balanced,hub,0,70,725282488,1.0,8.1992,0.012912,0.0,46822.325
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,balanced,hub,1,70,725282488,1.0,8.1992,0.012912,0.0,47298.14
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,balanced,hub,2,70,725282488,1.0,8.1992,0.012912,0.0,44213.386
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,balanced,cluster,0,70,605589504,1.0,8.1992,0.0114,0.0,46822.325
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,balanced,cluster,1,70,605589504,1.0,8.1992,0.0114,0.0,47298.14
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,balanced,cluster,2,70,605589504,1.0,8.1992,0.0114,0.0,44213.386
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,balanced,bridge,0,70,768029982,1.0,8.1992,0.013452,0.0,46822.325
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,balanced,bridge,1,70,768029982,1.0,8.1992,0.013452,0.0,47298.14
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,balanced,bridge,2,70,768029982,1.0,8.1992,0.013452,0.0,44213.386
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,per-role-heavy,random,0,130,477347020,1.0,8.288,0.00978,0.0,44348.309
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,per-role-heavy,random,1,130,477347020,1.0,8.288,0.00978,0.0,42235.112
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,per-role-heavy,random,2,130,477347020,1.0,8.288,0.00978,0.0,39973.594
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,per-role-heavy,hub,0,130,725282488,1.0,8.288,0.012912,0.0,44348.309
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,per-role-heavy,hub,1,130,725282488,1.0,8.288,0.012912,0.0,42235.112
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,per-role-heavy,hub,2,130,725282488,1.0,8.288,0.012912,0.0,39973.594
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,per-role-heavy,cluster,0,130,605589504,1.0,8.288,0.0114,0.0,44348.309
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,per-role-heavy,cluster,1,130,605589504,1.0,8.288,0.0114,0.0,42235.112
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,per-role-heavy,cluster,2,130,605589504,1.0,8.288,0.0114,0.0,39973.594
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,per-role-heavy,bridge,0,130,768029982,1.0,8.288,0.013452,0.0,44348.309
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,per-role-heavy,bridge,1,130,768029982,1.0,8.288,0.013452,0.0,42235.112
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,per-role-heavy,bridge,2,130,768029982,1.0,8.288,0.013452,0.0,39973.594
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,per-user-heavy,random,0,130,477347020,1.0,8.288,0.00978,0.0,44348.309
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,per-user-heavy,random,1,130,477347020,1.0,8.288,0.00978,0.0,42235.112
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,per-user-heavy,random,2,130,477347020,1.0,8.288,0.00978,0.0,39973.594
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,per-user-heavy,hub,0,130,725282488,1.0,8.288,0.012912,0.0,44348.309
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,per-user-heavy,hub,1,130,725282488,1.0,8.288,0.012912,0.0,42235.112
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,per-user-heavy,hub,2,130,725282488,1.0,8.288,0.012912,0.0,39973.594
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,per-user-heavy,cluster,0,130,605589504,1.0,8.288,0.0114,0.0,44348.309
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,per-user-heavy,cluster,1,130,605589504,1.0,8.288,0.0114,0.0,42235.112
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,per-user-heavy,cluster,2,130,605589504,1.0,8.288,0.0114,0.0,39973.594
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,per-user-heavy,bridge,0,130,768029982,1.0,8.288,0.013452,0.0,44348.309
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,per-user-heavy,bridge,1,130,768029982,1.0,8.288,0.013452,0.0,42235.112
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,per-user-heavy,bridge,2,130,768029982,1.0,8.288,0.013452,0.0,39973.594
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,balanced,random,0,130,477347020,1.0,8.288,0.00978,0.0,44348.309
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,balanced,random,1,130,477347020,1.0,8.288,0.00978,0.0,42235.112
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,balanced,random,2,130,477347020,1.0,8.288,0.00978,0.0,39973.594
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,balanced,hub,0,130,725282488,1.0,8.288,0.012912,0.0,44348.309
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,balanced,hub,1,130,725282488,1.0,8.288,0.012912,0.0,42235.112
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,balanced,hub,2,130,725282488,1.0,8.288,0.012912,0.0,39973.594
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,balanced,cluster,0,130,605589504,1.0,8.288,0.0114,0.0,44348.309
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,balanced,cluster,1,130,605589504,1.0,8.288,0.0114,0.0,42235.112
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,balanced,cluster,2,130,605589504,1.0,8.288,0.0114,0.0,39973.594
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,balanced,bridge,0,130,768029982,1.0,8.288,0.013452,0.0,44348.309
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,balanced,bridge,1,130,768029982,1.0,8.288,0.013452,0.0,42235.112
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,balanced,bridge,2,130,768029982,1.0,8.288,0.013452,0.0,39973.594
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,per-role-heavy,random,0,25,533453107,1.0,8.1548,0.00978,0.0,48166.925
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,per-role-heavy,random,1,25,533453107,1.0,8.1548,0.00978,0.0,49823.242
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,per-role-heavy,random,2,25,533453107,1.0,8.1548,0.00978,0.0,50844.764
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,per-role-heavy,hub,0,25,827876474,1.0,8.1548,0.012912,0.0,48166.925
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,per-role-heavy,hub,1,25,827876474,1.0,8.1548,0.012912,0.0,49823.242
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,per-role-heavy,hub,2,25,827876474,1.0,8.1548,0.012912,0.0,50844.764
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,per-role-heavy,cluster,0,25,685741056,1.0,8.1548,0.0114,0.0,48166.925
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,per-role-heavy,cluster,1,25,685741056,1.0,8.1548,0.0114,0.0,49823.242
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,per-role-heavy,cluster,2,25,685741056,1.0,8.1548,0.0114,0.0,50844.764
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,per-role-heavy,bridge,0,25,878639124,1.0,8.1548,0.013452,0.0,48166.925
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,per-role-heavy,bridge,1,25,878639124,1.0,8.1548,0.013452,0.0,49823.242
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,per-role-heavy,bridge,2,25,878639124,1.0,8.1548,0.013452,0.0,50844.764
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,per-user-heavy,random,0,25,533453107,1.0,8.1548,0.00978,0.0,48166.925
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,per-user-heavy,random,1,25,533453107,1.0,8.1548,0.00978,0.0,49823.242
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,per-user-heavy,random,2,25,533453107,1.0,8.1548,0.00978,0.0,50844.764
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,per-user-heavy,hub,0,25,827876474,1.0,8.1548,0.012912,0.0,48166.925
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,per-user-heavy,hub,1,25,827876474,1.0,8.1548,0.012912,0.0,49823.242
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,per-user-heavy,hub,2,25,827876474,1.0,8.1548,0.012912,0.0,50844.764
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,per-user-heavy,cluster,0,25,685741056,1.0,8.1548,0.0114,0.0,48166.925
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,per-user-heavy,cluster,1,25,685741056,1.0,8.1548,0.0114,0.0,49823.242
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,per-user-heavy,cluster,2,25,685741056,1.0,8.1548,0.0114,0.0,50844.764
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,per-user-heavy,bridge,0,25,878639124,1.0,8.1548,0.013452,0.0,48166.925
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,per-user-heavy,bridge,1,25,878639124,1.0,8.1548,0.013452,0.0,49823.242
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,per-user-heavy,bridge,2,25,878639124,1.0,8.1548,0.013452,0.0,50844.764
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,balanced,random,0,25,533453107,1.0,8.1548,0.00978,0.0,48166.925
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,balanced,random,1,25,533453107,1.0,8.1548,0.00978,0.0,49823.242
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,balanced,random,2,25,533453107,1.0,8.1548,0.00978,0.0,50844.764
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,balanced,hub,0,25,827876474,1.0,8.1548,0.012912,0.0,48166.925
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,balanced,hub,1,25,827876474,1.0,8.1548,0.012912,0.0,49823.242
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,balanced,hub,2,25,827876474,1.0,8.1548,0.012912,0.0,50844.764
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,balanced,cluster,0,25,685741056,1.0,8.1548,0.0114,0.0,48166.925
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,balanced,cluster,1,25,685741056,1.0,8.1548,0.0114,0.0,49823.242
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,balanced,cluster,2,25,685741056,1.0,8.1548,0.0114,0.0,50844.764
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,balanced,bridge,0,25,878639124,1.0,8.1548,0.013452,0.0,48166.925
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,balanced,bridge,1,25,878639124,1.0,8.1548,0.013452,0.0,49823.242
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,balanced,bridge,2,25,878639124,1.0,8.1548,0.013452,0.0,50844.764
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.2,per-role-heavy,random,0,55,533453107,1.0,8.1992,0.00978,0.0,46822.325
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.2,per-role-heavy,random,1,55,533453107,1.0,8.1992,0.00978,0.0,47298.14
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.2,per-role-heavy,random,2,55,533453107,1.0,8.1992,0.00978,0.0,44213.386
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.2,per-role-heavy,hub,0,55,827876474,1.0,8.1992,0.012912,0.0,46822.325
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.2,per-role-heavy,hub,1,55,827876474,1.0,8.1992,0.012912,0.0,47298.14
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.2,per-role-heavy,hub,2,55,827876474,1.0,8.1992,0.012912,0.0,44213.386
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.2,per-role-heavy,cluster,0,55,685741056,1.0,8.1992,0.0114,0.0,46822.325
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.2,per-role-heavy,cluster,1,55,685741056,1.0,8.1992,0.0114,0.0,47298.14
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.2,per-role-heavy,cluster,2,55,685741056,1.0,8.1992,0.0114,0.0,44213.386
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.2,per-role-heavy,bridge,0,55,878639124,1.0,8.1992,0.013452,0.0,46822.325
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.2,per-role-heavy,bridge,1,55,878639124,1.0,8.1992,0.013452,0.0,47298.14
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.2,per-role-heavy,bridge,2,55,878639124,1.0,8.1992,0.013452,0.0,44213.386
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.2,per-user-heavy,random,0,55,533453107,1.0,8.1992,0.00978,0.0,46822.325
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.2,per-user-heavy,random,1,55,533453107,1.0,8.1992,0.00978,0.0,47298.14
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.2,per-user-heavy,random,2,55,533453107,1.0,8.1992,0.00978,0.0,44213.386
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.2,per-user-heavy,hub,0,55,827876474,1.0,8.1992,0.012912,0.0,46822.325
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.2,per-user-heavy,hub,1,55,827876474,1.0,8.1992,0.012912,0.0,47298.14
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.2,per-user-heavy,hub,2,55,827876474,1.0,8.1992,0.012912,0.0,44213.386
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.2,per-user-heavy,cluster,0,55,685741056,1.0,8.1992,0.0114,0.0,46822.325
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.2,per-user-heavy,cluster,1,55,685741056,1.0,8.1992,0.0114,0.0,47298.14
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.2,per-user-heavy,cluster,2,55,685741056,1.0,8.1992,0.0114,0.0,44213.386
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.2,per-user-heavy,bridge,0,55,878639124,1.0,8.1992,0.013452,0.0,46822.325
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.2,per-user-heavy,bridge,1,55,878639124,1.0,8.1992,0.013452,0.0,47298.14
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.2,per-user-heavy,bridge,2,55,878639124,1.0,8.1992,0.013452,0.0,44213.386
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.2,balanced,random,0,55,533453107,1.0,8.1992,0.00978,0.0,46822.325
