dataset,N,N_indexed,revocation_target,method,seed,operational_leakage,drift10,recall10,overlay_size_bytes,revocation_time_ms,latency_ms
MIMIC-IV-CaseStudy,1800000,1800000,high_degree_hub_nodes,Oracle,9,0.0,0.0,0.976,0,0.2025,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Tombstone,0,0.203,0.1595,0.936086,0,0.008,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Tombstone,1,0.203,0.1595,0.936086,0,0.008,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Tombstone,2,0.203,0.1595,0.936086,0,0.008,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Tombstone,3,0.203,0.1595,0.936086,0,0.008,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Tombstone,4,0.203,0.1595,0.936086,0,0.008,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Tombstone,5,0.203,0.1595,0.936086,0,0.008,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Tombstone,6,0.203,0.1595,0.936086,0,0.008,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Tombstone,7,0.203,0.1595,0.936086,0,0.008,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Tombstone,8,0.203,0.1595,0.936086,0,0.008,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Tombstone,9,0.203,0.1595,0.936086,0,0.008,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Post-filter,0,0.21924,0.17226,0.930933,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Post-filter,1,0.21924,0.17226,0.930933,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Post-filter,2,0.21924,0.17226,0.930933,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Post-filter,3,0.21924,0.17226,0.930933,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Post-filter,4,0.21924,0.17226,0.930933,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Post-filter,5,0.21924,0.17226,0.930933,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Post-filter,6,0.21924,0.17226,0.930933,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Post-filter,7,0.21924,0.17226,0.930933,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Post-filter,8,0.21924,0.17226,0.930933,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Post-filter,9,0.21924,0.17226,0.930933,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Lethe,0,0.0,0.008773,0.969895,930279167,0.311,10.032
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Lethe,1,0.0,0.008773,0.969895,930279167,0.311,10.032
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Lethe,2,0.0,0.008773,0.969895,930279167,0.311,10.032
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Lethe,3,0.0,0.008773,0.969895,930279167,0.311,10.032
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Lethe,4,0.0,0.008773,0.969895,930279167,0.311,10.032
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Lethe,5,0.0,0.008773,0.969895,930279167,0.311,10.032
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Lethe,6,0.0,0.008773,0.969895,930279167,0.311,10.032
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Lethe,7,0.0,0.008773,0.969895,930279167,0.311,10.032
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Lethe,8,0.0,0.008773,0.969895,930279167,0.311,10.032
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Lethe,9,0.0,0.008773,0.969895,930279167,0.311,10.032
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Physical-delete,0,0.0,0.03828,0.939541,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Physical-delete,1,0.0,0.03828,0.939541,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Physical-delete,2,0.0,0.03828,0.939541,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Physical-delete,3,0.0,0.03828,0.939541,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Physical-delete,4,0.0,0.03828,0.939541,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Physical-delete,5,0.0,0.03828,0.939541,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Physical-delete,6,0.0,0.03828,0.939541,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Physical-delete,7,0.0,0.03828,0.939541,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Physical-delete,8,0.0,0.03828,0.939541,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Physical-delete,9,0.0,0.03828,0.939541,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Oracle,0,0.0,0.0,0.976,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Oracle,1,0.0,0.0,0.976,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Oracle,2,0.0,0.0,0.976,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Oracle,3,0.0,0.0,0.976,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Oracle,4,0.0,0.0,0.976,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Oracle,5,0.0,0.0,0.976,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Oracle,6,0.0,0.0,0.976,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Oracle,7,0.0,0.0,0.976,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Oracle,8,0.0,0.0,0.976,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_betweenness_bridge_nodes,Oracle,9,0.0,0.0,0.976,0,0.2175,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Tombstone,0,0.168,0.132,0.936416,0,0.008,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Tombstone,1,0.168,0.132,0.936416,0,0.008,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Tombstone,2,0.168,0.132,0.936416,0,0.008,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Tombstone,3,0.168,0.132,0.936416,0,0.008,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Tombstone,4,0.168,0.132,0.936416,0,0.008,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Tombstone,5,0.168,0.132,0.936416,0,0.008,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Tombstone,6,0.168,0.132,0.936416,0,0.008,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Tombstone,7,0.168,0.132,0.936416,0,0.008,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Tombstone,8,0.168,0.132,0.936416,0,0.008,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Tombstone,9,0.168,0.132,0.936416,0,0.008,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Post-filter,0,0.18144,0.14256,0.931289,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Post-filter,1,0.18144,0.14256,0.931289,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Post-filter,2,0.18144,0.14256,0.931289,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Post-filter,3,0.18144,0.14256,0.931289,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Post-filter,4,0.18144,0.14256,0.931289,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Post-filter,5,0.18144,0.14256,0.931289,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Post-filter,6,0.18144,0.14256,0.931289,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Post-filter,7,0.18144,0.14256,0.931289,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Post-filter,8,0.18144,0.14256,0.931289,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Post-filter,9,0.18144,0.14256,0.931289,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Lethe,0,0.0,0.00726,0.969913,769886208,0.266,10.032
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Lethe,1,0.0,0.00726,0.969913,769886208,0.266,10.032
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Lethe,2,0.0,0.00726,0.969913,769886208,0.266,10.032
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Lethe,3,0.0,0.00726,0.969913,769886208,0.266,10.032
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Lethe,4,0.0,0.00726,0.969913,769886208,0.266,10.032
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Lethe,5,0.0,0.00726,0.969913,769886208,0.266,10.032
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Lethe,6,0.0,0.00726,0.969913,769886208,0.266,10.032
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Lethe,7,0.0,0.00726,0.969913,769886208,0.266,10.032
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Lethe,8,0.0,0.00726,0.969913,769886208,0.266,10.032
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Lethe,9,0.0,0.00726,0.969913,769886208,0.266,10.032
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Physical-delete,0,0.0,0.03168,0.93962,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Physical-delete,1,0.0,0.03168,0.93962,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Physical-delete,2,0.0,0.03168,0.93962,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Physical-delete,3,0.0,0.03168,0.93962,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Physical-delete,4,0.0,0.03168,0.93962,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Physical-delete,5,0.0,0.03168,0.93962,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Physical-delete,6,0.0,0.03168,0.93962,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Physical-delete,7,0.0,0.03168,0.93962,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Physical-delete,8,0.0,0.03168,0.93962,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Physical-delete,9,0.0,0.03168,0.93962,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Oracle,0,0.0,0.0,0.976,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Oracle,1,0.0,0.0,0.976,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Oracle,2,0.0,0.0,0.976,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Oracle,3,0.0,0.0,0.976,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Oracle,4,0.0,0.0,0.976,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Oracle,5,0.0,0.0,0.976,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Oracle,6,0.0,0.0,0.976,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Oracle,7,0.0,0.0,0.976,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Oracle,8,0.0,0.0,0.976,0,0.18,8.8
MIMIC-IV-CaseStudy,1800000,1800000,high_query_frequency_nodes,Oracle,9,0.0,0.0,0.976,0,0.18,8.8
