dataset,N,N_indexed,method,pattern,frac,seed,recall10_vs_exact_linear_scan,drift10_vs_oracle_rebuild,oracle_recall10_vs_exact,exact_reference_sample_queries
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.4,4,0.908371,0.081779,0.98204,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.4,5,0.919963,0.086296,0.980398,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.4,6,0.92338,0.081015,0.982601,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.4,7,0.924138,0.091501,0.983489,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.4,8,0.921701,0.087506,0.982841,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.4,9,0.919076,0.07576,0.983002,2000
LegalBench-RAG,1200000,1200000,Oracle,random,0.5,0,0.980488,0.0,0.979076,2000
LegalBench-RAG,1200000,1200000,Oracle,random,0.5,1,0.982498,0.0,0.984866,2000
LegalBench-RAG,1200000,1200000,Oracle,random,0.5,2,0.982385,0.0,0.983149,2000
LegalBench-RAG,1200000,1200000,Oracle,random,0.5,3,0.980919,0.0,0.981739,2000
LegalBench-RAG,1200000,1200000,Oracle,random,0.5,4,0.977735,0.0,0.982063,2000
LegalBench-RAG,1200000,1200000,Oracle,random,0.5,5,0.98249,0.0,0.981876,2000
LegalBench-RAG,1200000,1200000,Oracle,random,0.5,6,0.985882,0.0,0.97712,2000
LegalBench-RAG,1200000,1200000,Oracle,random,0.5,7,0.986057,0.0,0.981405,2000
LegalBench-RAG,1200000,1200000,Oracle,random,0.5,8,0.983161,0.0,0.981717,2000
LegalBench-RAG,1200000,1200000,Oracle,random,0.5,9,0.979881,0.0,0.980385,2000
LegalBench-RAG,1200000,1200000,Lethe,random,0.5,0,0.978269,0.011507,0.982324,2000
LegalBench-RAG,1200000,1200000,Lethe,random,0.5,1,0.974372,0.013782,0.981471,2000
LegalBench-RAG,1200000,1200000,Lethe,random,0.5,2,0.97906,0.006935,0.981352,2000
LegalBench-RAG,1200000,1200000,Lethe,random,0.5,3,0.979437,0.013162,0.981594,2000
LegalBench-RAG,1200000,1200000,Lethe,random,0.5,4,0.977325,0.012454,0.978861,2000
LegalBench-RAG,1200000,1200000,Lethe,random,0.5,5,0.974475,0.011966,0.987044,2000
LegalBench-RAG,1200000,1200000,Lethe,random,0.5,6,0.975126,0.010859,0.983388,2000
LegalBench-RAG,1200000,1200000,Lethe,random,0.5,7,0.975822,0.010201,0.98122,2000
LegalBench-RAG,1200000,1200000,Lethe,random,0.5,8,0.978286,0.009967,0.981806,2000
LegalBench-RAG,1200000,1200000,Lethe,random,0.5,9,0.975252,0.01224,0.980825,2000
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.5,0,0.979627,0.004438,0.98283,2000
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.5,1,0.983158,0.004558,0.980345,2000
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.5,2,0.983168,0.00427,0.98365,2000
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.5,3,0.97738,0.003076,0.982626,2000
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.5,4,0.978921,0.004494,0.982412,2000
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.5,5,0.979994,0.005956,0.982337,2000
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.5,6,0.982233,0.003924,0.983865,2000
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.5,7,0.979369,0.004731,0.98207,2000
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.5,8,0.978875,0.004542,0.982497,2000
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.5,9,0.97861,0.006733,0.979508,2000
LegalBench-RAG,1200000,1200000,Per-user-index,random,0.5,0,0.981473,0.00433,0.982915,2000
LegalBench-RAG,1200000,1200000,Per-user-index,random,0.5,1,0.97863,0.004553,0.981322,2000
LegalBench-RAG,1200000,1200000,Per-user-index,random,0.5,2,0.98285,0.007077,0.979298,2000
LegalBench-RAG,1200000,1200000,Per-user-index,random,0.5,3,0.980146,0.005543,0.98163,2000
LegalBench-RAG,1200000,1200000,Per-user-index,random,0.5,4,0.980513,0.005235,0.981847,2000
LegalBench-RAG,1200000,1200000,Per-user-index,random,0.5,5,0.982543,0.004911,0.981706,2000
LegalBench-RAG,1200000,1200000,Per-user-index,random,0.5,6,0.978698,0.004037,0.982297,2000
LegalBench-RAG,1200000,1200000,Per-user-index,random,0.5,7,0.975568,0.004973,0.982088,2000
LegalBench-RAG,1200000,1200000,Per-user-index,random,0.5,8,0.978549,0.0064,0.982021,2000
LegalBench-RAG,1200000,1200000,Per-user-index,random,0.5,9,0.977041,0.00707,0.981364,2000
LegalBench-RAG,1200000,1200000,Tombstone,random,0.5,0,0.916317,0.152585,0.983066,2000
LegalBench-RAG,1200000,1200000,Tombstone,random,0.5,1,0.916023,0.148705,0.981437,2000
LegalBench-RAG,1200000,1200000,Tombstone,random,0.5,2,0.920131,0.145493,0.981558,2000
LegalBench-RAG,1200000,1200000,Tombstone,random,0.5,3,0.927856,0.14976,0.979332,2000
LegalBench-RAG,1200000,1200000,Tombstone,random,0.5,4,0.916369,0.145754,0.982619,2000
LegalBench-RAG,1200000,1200000,Tombstone,random,0.5,5,0.921951,0.140528,0.982709,2000
LegalBench-RAG,1200000,1200000,Tombstone,random,0.5,6,0.913392,0.157523,0.981733,2000
LegalBench-RAG,1200000,1200000,Tombstone,random,0.5,7,0.911775,0.146675,0.983505,2000
LegalBench-RAG,1200000,1200000,Tombstone,random,0.5,8,0.930005,0.155442,0.984422,2000
LegalBench-RAG,1200000,1200000,Tombstone,random,0.5,9,0.9269,0.141339,0.980808,2000
LegalBench-RAG,1200000,1200000,Post-filter,random,0.5,0,0.923452,0.143752,0.983707,2000
LegalBench-RAG,1200000,1200000,Post-filter,random,0.5,1,0.915292,0.125544,0.984171,2000
LegalBench-RAG,1200000,1200000,Post-filter,random,0.5,2,0.917663,0.150288,0.981649,2000
LegalBench-RAG,1200000,1200000,Post-filter,random,0.5,3,0.913338,0.161045,0.979892,2000
LegalBench-RAG,1200000,1200000,Post-filter,random,0.5,4,0.926429,0.149241,0.98297,2000
LegalBench-RAG,1200000,1200000,Post-filter,random,0.5,5,0.923945,0.155115,0.982126,2000
LegalBench-RAG,1200000,1200000,Post-filter,random,0.5,6,0.931261,0.135561,0.981535,2000
LegalBench-RAG,1200000,1200000,Post-filter,random,0.5,7,0.919877,0.142501,0.98399,2000
LegalBench-RAG,1200000,1200000,Post-filter,random,0.5,8,0.921486,0.173364,0.983634,2000
LegalBench-RAG,1200000,1200000,Post-filter,random,0.5,9,0.917205,0.160121,0.986089,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.5,0,0.914052,0.097261,0.981765,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.5,1,0.91916,0.090849,0.979705,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.5,2,0.922573,0.084681,0.981577,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.5,3,0.915557,0.089932,0.98069,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.5,4,0.912833,0.090837,0.983357,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.5,5,0.923693,0.090278,0.981896,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.5,6,0.916335,0.093368,0.976964,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.5,7,0.912273,0.100033,0.982908,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.5,8,0.91318,0.084772,0.982625,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.5,9,0.912127,0.092483,0.982837,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.1,0,0.981157,0.0,0.982957,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.1,1,0.981819,0.0,0.980511,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.1,2,0.981631,0.0,0.983206,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.1,3,0.980651,0.0,0.981096,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.1,4,0.980141,0.0,0.982202,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.1,5,0.985581,0.0,0.98195,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.1,6,0.981671,0.0,0.980475,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.1,7,0.983234,0.0,0.982258,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.1,8,0.981508,0.0,0.981798,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.1,9,0.981574,0.0,0.982368,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.1,0,0.977695,0.005314,0.983806,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.1,1,0.97254,0.00621,0.981034,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.1,2,0.975162,0.006179,0.98388,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.1,3,0.975904,0.007315,0.983074,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.1,4,0.976707,0.006569,0.98328,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.1,5,0.976918,0.006092,0.983297,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.1,6,0.975341,0.01151,0.984615,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.1,7,0.974782,0.00829,0.984023,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.1,8,0.976384,0.005997,0.982567,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.1,9,0.975203,0.009472,0.981268,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.1,0,0.978329,0.001976,0.981346,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.1,1,0.977441,0.002116,0.982738,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.1,2,0.981281,0.001635,0.980503,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.1,3,0.978731,0.003337,0.981419,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.1,4,0.982676,0.003242,0.982903,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.1,5,0.975711,0.002735,0.982905,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.1,6,0.978789,0.003932,0.982966,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.1,7,0.980542,0.000745,0.983145,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.1,8,0.977819,0.00384,0.980574,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.1,9,0.978454,0.003749,0.981661,2000
LegalBench-RAG,1200000,1200000,Per-user-index,hub,0.1,0,0.979935,0.002891,0.982713,2000
LegalBench-RAG,1200000,1200000,Per-user-index,hub,0.1,1,0.979503,0.003553,0.98094,2000
LegalBench-RAG,1200000,1200000,Per-user-index,hub,0.1,2,0.981003,0.002677,0.981371,2000
LegalBench-RAG,1200000,1200000,Per-user-index,hub,0.1,3,0.9778,0.000803,0.982766,2000
LegalBench-RAG,1200000,1200000,Per-user-index,hub,0.1,4,0.979925,0.001696,0.981226,2000
LegalBench-RAG,1200000,1200000,Per-user-index,hub,0.1,5,0.978068,0.00231,0.982155,2000
LegalBench-RAG,1200000,1200000,Per-user-index,hub,0.1,6,0.981685,0.000954,0.981427,2000
LegalBench-RAG,1200000,1200000,Per-user-index,hub,0.1,7,0.974603,0.001659,0.983191,2000
LegalBench-RAG,1200000,1200000,Per-user-index,hub,0.1,8,0.977976,0.003797,0.981147,2000
LegalBench-RAG,1200000,1200000,Per-user-index,hub,0.1,9,0.981435,0.0021,0.984075,2000
LegalBench-RAG,1200000,1200000,Tombstone,hub,0.1,0,0.939735,0.103102,0.983063,2000
LegalBench-RAG,1200000,1200000,Tombstone,hub,0.1,1,0.932233,0.091245,0.980086,2000
LegalBench-RAG,1200000,1200000,Tombstone,hub,0.1,2,0.931675,0.083671,0.980346,2000
LegalBench-RAG,1200000,1200000,Tombstone,hub,0.1,3,0.928769,0.093648,0.980341,2000
LegalBench-RAG,1200000,1200000,Tombstone,hub,0.1,4,0.927735,0.089253,0.980407,2000
LegalBench-RAG,1200000,1200000,Tombstone,hub,0.1,5,0.934776,0.088038,0.984188,2000
LegalBench-RAG,1200000,1200000,Tombstone,hub,0.1,6,0.932719,0.113084,0.982279,2000
LegalBench-RAG,1200000,1200000,Tombstone,hub,0.1,7,0.933406,0.108682,0.981315,2000
LegalBench-RAG,1200000,1200000,Tombstone,hub,0.1,8,0.930357,0.115376,0.982304,2000
LegalBench-RAG,1200000,1200000,Tombstone,hub,0.1,9,0.942793,0.109602,0.981874,2000
LegalBench-RAG,1200000,1200000,Post-filter,hub,0.1,0,0.940034,0.099906,0.980405,2000
LegalBench-RAG,1200000,1200000,Post-filter,hub,0.1,1,0.933017,0.092855,0.979687,2000
LegalBench-RAG,1200000,1200000,Post-filter,hub,0.1,2,0.92071,0.095424,0.982845,2000
LegalBench-RAG,1200000,1200000,Post-filter,hub,0.1,3,0.929081,0.087675,0.982271,2000
LegalBench-RAG,1200000,1200000,Post-filter,hub,0.1,4,0.919564,0.110658,0.982322,2000
LegalBench-RAG,1200000,1200000,Post-filter,hub,0.1,5,0.919518,0.119336,0.981214,2000
LegalBench-RAG,1200000,1200000,Post-filter,hub,0.1,6,0.93412,0.097828,0.981838,2000
LegalBench-RAG,1200000,1200000,Post-filter,hub,0.1,7,0.9364,0.112784,0.983952,2000
LegalBench-RAG,1200000,1200000,Post-filter,hub,0.1,8,0.934146,0.108568,0.980111,2000
LegalBench-RAG,1200000,1200000,Post-filter,hub,0.1,9,0.940881,0.080581,0.983748,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,hub,0.1,0,0.925763,0.07138,0.983516,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,hub,0.1,1,0.933007,0.051253,0.983752,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,hub,0.1,2,0.931912,0.064121,0.982618,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,hub,0.1,3,0.929282,0.05971,0.983094,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,hub,0.1,4,0.926609,0.053067,0.978658,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,hub,0.1,5,0.925468,0.061512,0.980343,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,hub,0.1,6,0.922887,0.052833,0.983152,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,hub,0.1,7,0.923317,0.068709,0.981617,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,hub,0.1,8,0.914613,0.062217,0.981088,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,hub,0.1,9,0.915038,0.057685,0.980607,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.2,0,0.983182,0.0,0.981314,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.2,1,0.984934,0.0,0.984056,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.2,2,0.979147,0.0,0.983041,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.2,3,0.983718,0.0,0.978869,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.2,4,0.982028,0.0,0.980857,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.2,5,0.981296,0.0,0.984617,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.2,6,0.983309,0.0,0.97995,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.2,7,0.982989,0.0,0.984555,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.2,8,0.981134,0.0,0.981053,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.2,9,0.98427,0.0,0.98394,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.2,0,0.97741,0.00841,0.982388,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.2,1,0.976845,0.010508,0.982953,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.2,2,0.974159,0.01167,0.982585,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.2,3,0.974345,0.008172,0.984051,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.2,4,0.975515,0.008086,0.981003,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.2,5,0.974343,0.005629,0.982386,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.2,6,0.980911,0.009923,0.980537,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.2,7,0.974389,0.009115,0.981904,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.2,8,0.975491,0.007715,0.982912,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.2,9,0.976454,0.007686,0.983234,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.2,0,0.97918,0.002186,0.982012,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.2,1,0.978755,0.005031,0.982519,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.2,2,0.977659,0.003253,0.981699,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.2,3,0.976861,0.003093,0.981966,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.2,4,0.974459,0.004634,0.982703,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.2,5,0.977329,0.002017,0.982167,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.2,6,0.977742,0.00401,0.983341,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.2,7,0.979413,0.002739,0.980698,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.2,8,0.975422,0.00289,0.979594,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.2,9,0.980099,0.004405,0.980408,2000
LegalBench-RAG,1200000,1200000,Per-user-index,hub,0.2,0,0.979657,0.000655,0.981004,2000
LegalBench-RAG,1200000,1200000,Per-user-index,hub,0.2,1,0.977356,0.002107,0.978399,2000
LegalBench-RAG,1200000,1200000,Per-user-index,hub,0.2,2,0.97715,0.002733,0.98252,2000
LegalBench-RAG,1200000,1200000,Per-user-index,hub,0.2,3,0.978529,0.002266,0.980814,2000
LegalBench-RAG,1200000,1200000,Per-user-index,hub,0.2,4,0.978785,0.003031,0.982973,2000
LegalBench-RAG,1200000,1200000,Per-user-index,hub,0.2,5,0.973718,0.003402,0.982653,2000
LegalBench-RAG,1200000,1200000,Per-user-index,hub,0.2,6,0.979664,0.004003,0.978137,2000
LegalBench-RAG,1200000,1200000,Per-user-index,hub,0.2,7,0.979622,0.003436,0.981904,2000
LegalBench-RAG,1200000,1200000,Per-user-index,hub,0.2,8,0.979292,0.003829,0.981053,2000
LegalBench-RAG,1200000,1200000,Per-user-index,hub,0.2,9,0.979082,0.004633,0.981571,2000
LegalBench-RAG,1200000,1200000,Tombstone,hub,0.2,0,0.922388,0.117971,0.982191,2000
LegalBench-RAG,1200000,1200000,Tombstone,hub,0.2,1,0.923496,0.119349,0.980909,2000
LegalBench-RAG,1200000,1200000,Tombstone,hub,0.2,2,0.920882,0.119234,0.983726,2000
LegalBench-RAG,1200000,1200000,Tombstone,hub,0.2,3,0.928095,0.132376,0.978345,2000
LegalBench-RAG,1200000,1200000,Tombstone,hub,0.2,4,0.925162,0.134931,0.982257,2000
LegalBench-RAG,1200000,1200000,Tombstone,hub,0.2,5,0.932812,0.1169,0.980806,2000
LegalBench-RAG,1200000,1200000,Tombstone,hub,0.2,6,0.941196,0.129248,0.980609,2000
LegalBench-RAG,1200000,1200000,Tombstone,hub,0.2,7,0.925386,0.125403,0.980486,2000
LegalBench-RAG,1200000,1200000,Tombstone,hub,0.2,8,0.933941,0.135117,0.983821,2000
LegalBench-RAG,1200000,1200000,Tombstone,hub,0.2,9,0.914377,0.126667,0.980803,2000
LegalBench-RAG,1200000,1200000,Post-filter,hub,0.2,0,0.921444,0.114817,0.982218,2000
LegalBench-RAG,1200000,1200000,Post-filter,hub,0.2,1,0.911051,0.127038,0.981109,2000
LegalBench-RAG,1200000,1200000,Post-filter,hub,0.2,2,0.927027,0.142072,0.982779,2000
LegalBench-RAG,1200000,1200000,Post-filter,hub,0.2,3,0.925288,0.123051,0.978996,2000
LegalBench-RAG,1200000,1200000,Post-filter,hub,0.2,4,0.934673,0.110351,0.980598,2000
LegalBench-RAG,1200000,1200000,Post-filter,hub,0.2,5,0.923616,0.12426,0.982327,2000
LegalBench-RAG,1200000,1200000,Post-filter,hub,0.2,6,0.929925,0.121313,0.981184,2000
LegalBench-RAG,1200000,1200000,Post-filter,hub,0.2,7,0.917709,0.105457,0.981172,2000
LegalBench-RAG,1200000,1200000,Post-filter,hub,0.2,8,0.927316,0.144544,0.980709,2000
LegalBench-RAG,1200000,1200000,Post-filter,hub,0.2,9,0.926078,0.116956,0.983492,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,hub,0.2,0,0.919672,0.081914,0.982064,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,hub,0.2,1,0.914656,0.080501,0.980516,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,hub,0.2,2,0.910291,0.067243,0.98334,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,hub,0.2,3,0.920354,0.076087,0.981747,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,hub,0.2,4,0.923003,0.083214,0.981824,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,hub,0.2,5,0.916021,0.081637,0.982402,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,hub,0.2,6,0.911444,0.080329,0.982755,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,hub,0.2,7,0.914985,0.07941,0.980343,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,hub,0.2,8,0.918422,0.077814,0.980439,2000
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,hub,0.2,9,0.912151,0.081807,0.981117,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.3,0,0.980387,0.0,0.98291,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.3,1,0.981489,0.0,0.983296,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.3,2,0.984131,0.0,0.980186,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.3,3,0.97952,0.0,0.983263,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.3,4,0.97852,0.0,0.980315,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.3,5,0.983676,0.0,0.981726,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.3,6,0.978427,0.0,0.981841,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.3,7,0.98247,0.0,0.980022,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.3,8,0.981607,0.0,0.980592,2000
LegalBench-RAG,1200000,1200000,Oracle,hub,0.3,9,0.982978,0.0,0.982967,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.3,0,0.970656,0.010223,0.983291,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.3,1,0.974457,0.00977,0.97963,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.3,2,0.976867,0.010724,0.983067,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.3,3,0.977118,0.008243,0.982202,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.3,4,0.97491,0.013186,0.985191,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.3,5,0.976408,0.014127,0.980889,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.3,6,0.975796,0.015476,0.978938,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.3,7,0.973696,0.01143,0.981752,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.3,8,0.975788,0.012807,0.980963,2000
LegalBench-RAG,1200000,1200000,Lethe,hub,0.3,9,0.978083,0.010756,0.98258,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.3,0,0.980361,0.002467,0.984098,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.3,1,0.979966,0.003069,0.984677,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.3,2,0.980644,0.002155,0.979934,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.3,3,0.977483,0.002908,0.980498,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.3,4,0.975333,0.002224,0.981502,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.3,5,0.978041,0.006489,0.979185,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.3,6,0.979059,0.004483,0.984732,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.3,7,0.978767,0.004381,0.978925,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.3,8,0.978856,0.002368,0.979047,2000
LegalBench-RAG,1200000,1200000,Per-role-index,hub,0.3,9,0.978231,0.004646,0.981799,2000
LegalBench-RAG,1200000,1200000,Per-user-index,hub,0.3,0,0.981469,0.003106,0.982785,2000
LegalBench-RAG,1200000,1200000,Per-user-index,hub,0.3,1,0.976933,0.007607,0.982856,2000
LegalBench-RAG,1200000,1200000,Per-user-index,hub,0.3,2,0.981237,0.005679,0.982985,2000
LegalBench-RAG,1200000,1200000,Per-user-index,hub,0.3,3,0.981287,0.00368,0.982232,2000
LegalBench-RAG,1200000,1200000,Per-user-index,hub,0.3,4,0.979028,0.005233,0.98093,2000
LegalBench-RAG,1200000,1200000,Per-user-index,hub,0.3,5,0.979332,0.002415,0.981551,2000
