dataset,N,N_indexed,method,pattern,frac,seed,visited_total,visited_revoked,expanded_total,expanded_revoked,distance_eval_total,distance_eval_revoked,frontier_insert_total,frontier_insert_revoked,routing_trace_leakage,revoked_distance_eval_rate,revoked_expansion_rate,revoked_frontier_insert_rate
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.1,9,113987,2843,14306,542,73784,2191,33970,1407,0.02958309,0.02969478,0.0378862,0.0414189
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.1,0,111142,0,13668,0,69410,0,33395,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.1,1,110938,0,13953,0,70559,0,33119,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.1,2,116321,0,15331,0,76419,0,37302,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.1,3,107983,0,13895,0,67764,0,32706,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.1,4,115888,0,14461,0,71097,0,35962,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.1,5,114357,0,13345,0,68917,0,32775,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.1,6,119092,0,12701,0,70138,0,33628,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.1,7,112564,0,13361,0,67876,0,33622,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.1,8,117948,0,12937,0,71972,0,35453,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.1,9,110370,0,14399,0,72031,0,34286,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,ACORN,random,0.1,0,110585,3408,12497,702,69524,2676,33830,1701,0.03748079,0.03849031,0.05617348,0.05028082
LegalBench-RAG,1200000,1200000,ACORN,random,0.1,1,106434,2455,13325,465,66723,1662,32014,1039,0.02572587,0.02490895,0.03489681,0.03245455
LegalBench-RAG,1200000,1200000,ACORN,random,0.1,2,105204,2922,12121,735,65130,2493,29624,1420,0.03569425,0.03827729,0.06063856,0.04793411
LegalBench-RAG,1200000,1200000,ACORN,random,0.1,3,119099,3418,14748,711,72787,2826,34473,1687,0.03584301,0.03882561,0.04820993,0.04893685
LegalBench-RAG,1200000,1200000,ACORN,random,0.1,4,111745,2719,12791,556,69707,2169,32743,1302,0.02971989,0.03111596,0.04346806,0.03976422
LegalBench-RAG,1200000,1200000,ACORN,random,0.1,5,120881,2493,13864,530,69634,2009,34097,1239,0.02629615,0.02885085,0.03822851,0.03633751
LegalBench-RAG,1200000,1200000,ACORN,random,0.1,6,108978,3535,12185,777,68008,2924,31185,1885,0.04139211,0.04299494,0.06376693,0.06044573
LegalBench-RAG,1200000,1200000,ACORN,random,0.1,7,114160,2455,12109,510,69833,1801,33916,1114,0.02556322,0.0257901,0.04211743,0.03284585
LegalBench-RAG,1200000,1200000,ACORN,random,0.1,8,110952,2886,11824,636,64245,2449,28009,1437,0.03445101,0.0381197,0.0537889,0.05130494
LegalBench-RAG,1200000,1200000,ACORN,random,0.1,9,112793,2524,12323,579,65792,2177,30652,1322,0.0297978,0.03308913,0.04698531,0.04312932
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.1,0,109967,3597,13175,549,64884,1968,31945,1231,0.03339077,0.03033105,0.04166983,0.03853498
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.1,1,123873,2677,16768,634,77043,2264,38043,1403,0.02728691,0.02938619,0.03781011,0.03687932
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.1,2,117725,2742,13056,573,74572,2291,34000,1350,0.02906168,0.03072199,0.04388787,0.03970588
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.1,3,119948,3359,14698,621,74520,2467,36893,1488,0.03224836,0.03310521,0.04225065,0.04033285
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.1,4,111454,2672,14214,505,68640,1910,36034,1100,0.02686006,0.02782634,0.03552835,0.03052672
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.1,5,115325,2714,13365,384,69701,1471,33461,859,0.02341149,0.02110443,0.02873176,0.02567168
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.1,6,117349,3223,12722,696,72459,2399,34533,1502,0.03298701,0.03310838,0.05470838,0.04349463
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.1,7,110128,3388,13709,357,68424,1270,32654,765,0.0256986,0.01856074,0.02604129,0.02342745
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.1,8,109485,2189,13213,402,67496,1471,34057,910,0.02217158,0.02179388,0.03042458,0.02671991
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.1,9,112402,2877,12771,464,71442,1496,35058,947,0.02496622,0.02094006,0.03633232,0.02701238
LegalBench-RAG,1200000,1200000,SPFresh,random,0.1,0,117298,4083,13938,944,72282,3390,36591,2147,0.04399668,0.04689964,0.06772851,0.05867563
LegalBench-RAG,1200000,1200000,SPFresh,random,0.1,1,114965,4897,14729,1236,75660,4421,37392,2761,0.05485157,0.05843246,0.08391608,0.07383932
LegalBench-RAG,1200000,1200000,SPFresh,random,0.1,2,125892,4784,14166,1151,75808,4023,35171,2497,0.0496142,0.05306828,0.08125088,0.07099599
LegalBench-RAG,1200000,1200000,SPFresh,random,0.1,3,113100,4598,13205,1065,72595,3898,36236,2362,0.05070682,0.05369516,0.08065127,0.0651838
LegalBench-RAG,1200000,1200000,SPFresh,random,0.1,4,114732,3431,11574,923,67420,2907,31277,1874,0.04059946,0.04311777,0.07974771,0.05991623
LegalBench-RAG,1200000,1200000,SPFresh,random,0.1,5,108386,4144,13312,1035,67059,3400,32952,2117,0.04824342,0.05070162,0.0777494,0.06424496
LegalBench-RAG,1200000,1200000,SPFresh,random,0.1,6,111749,4542,14207,1089,69531,3872,32827,2435,0.05228764,0.05568739,0.07665235,0.07417674
LegalBench-RAG,1200000,1200000,SPFresh,random,0.1,7,114740,4477,13597,1115,72422,3933,34008,2397,0.05078226,0.0543067,0.08200338,0.07048342
LegalBench-RAG,1200000,1200000,SPFresh,random,0.1,8,110800,4373,13425,1101,73218,3631,34700,2436,0.04971505,0.04959163,0.08201117,0.07020173
LegalBench-RAG,1200000,1200000,SPFresh,random,0.1,9,120607,4869,14706,1028,77736,4002,36635,2411,0.04930232,0.05148194,0.06990344,0.06581138
LegalBench-RAG,1200000,1200000,Oracle,random,0.1,0,125035,0,17120,0,79127,0,40396,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,random,0.1,1,127668,0,15435,0,81512,0,40741,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,random,0.1,2,112151,0,13293,0,69497,0,32112,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,random,0.1,3,116896,0,14125,0,72496,0,37162,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,random,0.1,4,115038,0,14413,0,71963,0,34753,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,random,0.1,5,113967,0,15350,0,72168,0,36126,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,random,0.1,6,112037,0,11577,0,65706,0,30835,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,random,0.1,7,110666,0,13428,0,68225,0,32727,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,random,0.1,8,112958,0,13699,0,69012,0,32649,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,random,0.1,9,108088,0,11728,0,65624,0,30160,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Tombstone,random,0.2,0,112889,8846,13724,2362,70462,7555,34074,4901,0.10237552,0.10722091,0.17210726,0.14383401
LegalBench-RAG,1200000,1200000,Tombstone,random,0.2,1,115621,10117,12533,2335,68895,8646,33958,5244,0.11403118,0.12549532,0.18630815,0.15442606
LegalBench-RAG,1200000,1200000,Tombstone,random,0.2,2,114822,9278,11827,2253,70686,7884,33355,5043,0.10602107,0.11153552,0.19049632,0.15119173
LegalBench-RAG,1200000,1200000,Tombstone,random,0.2,3,123178,11527,13290,2845,76158,9719,35646,6054,0.12141925,0.12761627,0.21407073,0.16983673
LegalBench-RAG,1200000,1200000,Tombstone,random,0.2,4,109437,9440,12541,2070,66328,8213,32129,5247,0.11327602,0.12382403,0.16505861,0.1633104
LegalBench-RAG,1200000,1200000,Tombstone,random,0.2,5,110386,9534,12325,2390,68041,8248,31216,4923,0.11305684,0.12122103,0.19391481,0.15770759
LegalBench-RAG,1200000,1200000,Tombstone,random,0.2,6,108862,10111,14230,2281,73061,8761,36105,5304,0.11391211,0.1199135,0.16029515,0.14690486
LegalBench-RAG,1200000,1200000,Tombstone,random,0.2,7,117016,9319,14251,2429,69540,8148,33862,5242,0.10712109,0.11716997,0.17044418,0.1548048
LegalBench-RAG,1200000,1200000,Tombstone,random,0.2,8,119871,10919,14897,2505,71724,9468,37151,5878,0.1180826,0.13200602,0.16815466,0.15821916
LegalBench-RAG,1200000,1200000,Tombstone,random,0.2,9,121270,9395,15754,2366,74695,8150,37030,5243,0.10112201,0.10911038,0.15018408,0.1415879
LegalBench-RAG,1200000,1200000,Post-filter,random,0.2,0,114997,11430,12703,2659,72109,9289,32619,6334,0.12783314,0.12881887,0.20932063,0.19418131
LegalBench-RAG,1200000,1200000,Post-filter,random,0.2,1,114519,10560,15066,2551,70156,9120,35349,5701,0.11881407,0.12999601,0.16932165,0.16127755
LegalBench-RAG,1200000,1200000,Post-filter,random,0.2,2,114296,10583,13661,2383,68668,9005,33391,5316,0.11863088,0.13113823,0.17443818,0.15920458
LegalBench-RAG,1200000,1200000,Post-filter,random,0.2,3,113802,11749,14223,2332,68149,9862,36294,5638,0.12724762,0.14471232,0.16395978,0.15534248
LegalBench-RAG,1200000,1200000,Post-filter,random,0.2,4,113126,11501,13195,2593,70840,10005,34500,5957,0.1297413,0.14123377,0.19651383,0.17266667
LegalBench-RAG,1200000,1200000,Post-filter,random,0.2,5,126970,14679,17863,3161,85327,11915,39621,7153,0.13680726,0.13963927,0.17695796,0.18053557
LegalBench-RAG,1200000,1200000,Post-filter,random,0.2,6,106362,10593,13232,2477,65220,9007,30955,5538,0.12798409,0.13810181,0.1871977,0.17890486
LegalBench-RAG,1200000,1200000,Post-filter,random,0.2,7,120983,11579,14908,2696,72475,9620,35243,6092,0.1230948,0.13273543,0.1808425,0.17285702
LegalBench-RAG,1200000,1200000,Post-filter,random,0.2,8,113858,10757,13877,2704,69014,9106,33966,5939,0.12355504,0.13194424,0.1948548,0.17485132
LegalBench-RAG,1200000,1200000,Post-filter,random,0.2,9,125311,12042,14262,2730,77987,10345,38971,6434,0.12299098,0.13265031,0.19141775,0.16509712
LegalBench-RAG,1200000,1200000,Lethe,random,0.2,0,110898,4739,14326,0,66516,0,32764,0,0.02110876,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe,random,0.2,1,113104,4981,12744,0,70854,0,34215,0,0.02157052,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe,random,0.2,2,114039,4637,13457,0,68453,0,31959,0,0.02034593,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe,random,0.2,3,114959,5681,12213,0,71439,0,34139,0,0.02440816,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe,random,0.2,4,107859,5475,12694,0,67204,0,31597,0,0.02495965,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe,random,0.2,5,115644,5105,13445,0,70717,0,35066,0,0.02173524,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe,random,0.2,6,110342,4983,13391,0,73473,0,34376,0,0.02151722,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe,random,0.2,7,110506,4859,12789,0,65875,0,31274,0,0.02204188,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe,random,0.2,8,111906,4545,13641,0,71740,0,34773,0,0.01958545,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe,random,0.2,9,115026,4980,14636,0,70447,0,33781,0,0.02129206,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,0,112596,4569,11702,0,70107,0,32216,0,0.02016141,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,1,116468,5615,14160,0,72664,0,36426,0,0.02342336,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,2,116889,6063,14156,0,68665,0,34728,0,0.02586185,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,3,110513,5088,12776,0,66310,0,33031,0,0.02285406,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,4,114994,4803,14268,0,71760,0,33707,0,0.02046189,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,5,120030,5854,12448,0,69836,0,33488,0,0.02482591,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,6,124145,5598,13813,0,74821,0,33636,0,0.02271777,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,7,114675,5049,13378,0,71659,0,34145,0,0.02159012,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,8,117517,5065,12390,0,68586,0,32327,0,0.02194351,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,9,112855,5716,14697,0,67614,0,34465,0,0.02489211,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.2,0,119383,9551,15196,2355,73382,8191,37754,5273,0.1032497,0.11162138,0.15497499,0.13966732
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.2,1,113219,10034,13615,2580,75179,8602,35441,5368,0.11195432,0.11442025,0.18949688,0.15146299
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.2,2,113399,10085,13377,2333,72651,8859,34720,5386,0.11387291,0.12193913,0.17440383,0.15512673
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.2,3,106113,8664,11404,2196,63152,7302,28871,4831,0.10973084,0.11562579,0.19256401,0.16733054
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.2,4,105802,8673,13806,2306,68817,7413,33602,4828,0.10458188,0.10772048,0.16702883,0.14368192
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.2,5,109454,9175,14244,2259,71538,7973,34060,4862,0.10584136,0.11145126,0.15859309,0.14274809
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.2,6,115662,9292,13021,2278,73187,8117,34296,5195,0.1053581,0.11090767,0.17494816,0.15147539
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.2,7,115067,10082,13862,2237,71993,8222,33780,5062,0.10908727,0.11420555,0.16137642,0.14985198
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.2,8,114966,10290,13078,2277,70448,8528,32887,4907,0.11237839,0.12105383,0.17410919,0.14920789
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.2,9,114070,9961,13696,2423,68704,8157,34438,5132,0.11118281,0.11872671,0.17691297,0.14902143
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,0,113785,0,13279,0,68134,0,33044,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,1,109059,0,12993,0,66673,0,32490,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,2,113686,0,14402,0,69264,0,34227,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,3,117194,0,14586,0,71461,0,35297,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,4,120057,0,14216,0,72154,0,34924,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,5,115031,0,13444,0,70594,0,33858,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,6,114490,0,15248,0,74960,0,36834,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,7,108409,0,12713,0,69958,0,32634,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,8,113896,0,11989,0,68037,0,30280,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,9,123092,0,14864,0,74675,0,36488,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,0,116522,5889,12977,949,69502,3366,32137,2090,0.053189,0.04843026,0.07312938,0.06503407
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,1,117398,4979,13796,901,74315,3331,36289,2045,0.04655125,0.04482271,0.06530879,0.05635316
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,2,115032,5308,12514,898,68753,2947,33788,1831,0.04773846,0.04286358,0.07175963,0.05419084
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,3,116767,5710,13616,707,70538,2487,32226,1516,0.04469283,0.03525759,0.05192421,0.04704276
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,4,117267,4889,13485,1065,69951,3691,34710,2419,0.05124611,0.05276551,0.07897664,0.06969173
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,5,109509,5627,11849,789,66739,2768,29147,1739,0.05027987,0.041475,0.0665879,0.05966309
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,6,107233,5217,13423,757,67529,2511,32635,1523,0.04532198,0.03718402,0.05639574,0.04666769
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,7,109189,5827,13197,685,69510,2169,34114,1452,0.0448343,0.03120414,0.05190574,0.04256317
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,8,114144,7088,14050,757,73373,2774,34987,1744,0.05226291,0.03780682,0.053879,0.04984709
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,9,111827,5444,12947,659,69348,2673,31668,1593,0.0459232,0.03854473,0.05089982,0.05030315
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,0,109785,0,12784,0,66785,0,31683,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,1,117168,0,14199,0,71923,0,35517,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,2,114020,0,12752,0,71166,0,33507,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,3,112718,0,13432,0,69308,0,34058,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,4,108817,0,12255,0,66976,0,30741,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,5,119773,0,16956,0,76585,0,39671,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,6,120642,0,13244,0,69517,0,33920,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,7,111760,0,13073,0,72567,0,33038,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,8,120405,0,15000,0,74568,0,37544,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,9,111577,0,13082,0,68755,0,33943,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,0,115145,5914,14227,716,73770,2606,36129,1631,0.04541712,0.03532601,0.05032684,0.04514379
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,1,117275,5495,12759,743,70397,2629,33219,1538,0.04453242,0.03734534,0.0582334,0.0462988
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,2,112794,5805,12634,654,70744,2456,34272,1556,0.04543837,0.03471673,0.05176508,0.04540149
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,3,118107,5590,13937,862,72142,3127,34210,1825,0.04783637,0.04334507,0.06184975,0.05334697
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,4,110866,4622,13909,704,70459,2271,34656,1526,0.0396842,0.03223151,0.05061471,0.04403278
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,5,112299,5209,12865,899,69808,3426,33267,2025,0.05064428,0.04907747,0.06987952,0.06087113
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,6,112644,4832,13369,742,67476,2604,32164,1749,0.04399232,0.0385915,0.05550153,0.05437756
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,7,119192,6171,14478,943,73443,3335,37022,2008,0.05102505,0.04540937,0.06513331,0.05423802
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,8,117634,6301,13314,792,70359,2861,33986,1820,0.05003974,0.04066289,0.05948626,0.05355146
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,9,108741,5043,13855,570,64275,2108,32653,1283,0.04101602,0.03279658,0.04114038,0.03929195
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,0,113761,5371,12142,713,71681,2623,31306,1519,0.04467648,0.03659268,0.05872179,0.04852105
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,1,112694,4917,14096,650,70671,2577,33616,1528,0.04185618,0.03646475,0.04611237,0.04545455
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,2,117191,5897,14139,1053,72456,3261,34095,2012,0.05138283,0.04500662,0.07447486,0.05901159
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,3,113816,5767,13579,528,72002,1854,34910,1126,0.03958482,0.02574928,0.03888357,0.03225437
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,4,115983,4932,15314,538,72955,1863,37141,1200,0.035349,0.02553629,0.03513125,0.03230931
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,5,120137,4619,13418,755,74200,2723,34781,1747,0.04058779,0.03669811,0.0562677,0.05022857
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,6,116153,5239,14206,500,73480,2089,37034,1216,0.03754676,0.0284295,0.0351964,0.03283469
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,7,119027,5802,13631,995,72655,3263,35542,2039,0.05023354,0.04491088,0.07299538,0.05736875
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,8,103968,5077,14250,422,70204,1750,34323,1084,0.03741049,0.02492735,0.02961404,0.03158232
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,9,113267,5756,13545,539,72271,2163,34014,1275,0.04175515,0.02992902,0.03979328,0.03748457
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,0,107731,5681,12796,1207,67247,4770,31387,2862,0.06625266,0.07093253,0.09432635,0.09118425
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,1,109930,5335,11863,1188,62407,4450,29880,2756,0.06413023,0.0713061,0.1001433,0.09223561
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,2,106788,5155,12499,1326,67988,4481,31026,2693,0.06255125,0.06590869,0.10608849,0.08679817
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,3,116954,6450,15027,1504,72680,5292,36174,3271,0.06858222,0.07281233,0.10008651,0.09042406
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,4,124385,6933,14289,1337,77768,4921,37461,3076,0.06406777,0.06327795,0.09356848,0.08211206
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,5,113876,5913,12751,1317,70929,4917,35343,2891,0.06456876,0.06932284,0.10328602,0.08179838
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,6,113254,5731,12889,1202,70509,4832,32967,2811,0.06347907,0.06853026,0.09325782,0.08526709
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,7,112814,5668,13615,1261,68449,4478,33476,2827,0.06233304,0.06542097,0.09261844,0.08444856
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,8,111562,5473,13220,1098,66474,3682,31823,2409,0.05676016,0.05539008,0.08305598,0.07569997
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,9,110707,5527,13179,1200,65285,4803,32021,3016,0.06576187,0.07356973,0.09105395,0.09418819
LegalBench-RAG,1200000,1200000,Oracle,random,0.2,0,118708,0,14078,0,72199,0,35231,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,random,0.2,1,120800,0,13526,0,72819,0,35835,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,random,0.2,2,123141,0,14290,0,72567,0,36965,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,random,0.2,3,120879,0,13152,0,70234,0,33436,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,random,0.2,4,122466,0,14571,0,71314,0,34900,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,random,0.2,5,118152,0,13840,0,69965,0,33778,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,random,0.2,6,117695,0,14941,0,76671,0,37893,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,random,0.2,7,124242,0,14352,0,75113,0,36674,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,random,0.2,8,116700,0,14143,0,75621,0,35358,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,random,0.2,9,120612,0,12757,0,77820,0,33623,0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Tombstone,random,0.3,0,113157,10880,13544,3195,64069,8924,32173,6085,0.13045487,0.13928733,0.23589781,0.18913375
LegalBench-RAG,1200000,1200000,Tombstone,random,0.3,1,112775,12427,13749,2856,73073,10662,34547,6773,0.13973452,0.14590889,0.2077242,0.19605176
LegalBench-RAG,1200000,1200000,Tombstone,random,0.3,2,120462,13258,15621,3138,76345,11254,37312,7029,0.13886041,0.14740978,0.20088343,0.18838443
LegalBench-RAG,1200000,1200000,Tombstone,random,0.3,3,117597,11845,13324,2824,71090,10092,33186,6207,0.13166835,0.14196089,0.21194836,0.1870367
LegalBench-RAG,1200000,1200000,Tombstone,random,0.3,4,117520,14733,15459,3040,75249,12433,37976,7465,0.15300726,0.16522479,0.1966492,0.19657152
LegalBench-RAG,1200000,1200000,Tombstone,random,0.3,5,110170,11784,12656,2749,67399,9767,31311,6046,0.13697999,0.14491313,0.21720923,0.19309508
