dataset,N,N_indexed,method,pattern,frac,seed,result_leakage,scored_leakage,frontier_leakage,expanded_leakage,returned_leakage,drift10_vs_oracle_rebuild,recall10_vs_exact_topk,latency_mean_ms,latency_p95_ms,latency_p99_ms,memory_ratio_vs_shared,revocation_throughput,compliance_window_s,build_time_s,update_time_ms,operational_leakage
LegalBench-RAG,1200000,1200000,Oracle,random,0.1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.981991,7.591997,13.718589,19.470874,1.019891,1183.583,566.625151,10.002,0.769028,0.0
LegalBench-RAG,1200000,1200000,Oracle,random,0.1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.978472,7.413158,13.390147,19.251756,0.999366,1231.776,592.435303,9.806,0.851967,0.0
LegalBench-RAG,1200000,1200000,Oracle,random,0.1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.976942,7.35336,13.421345,20.178492,0.995585,1145.889,557.417094,9.616,0.806146,0.0
LegalBench-RAG,1200000,1200000,Oracle,random,0.1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.978905,7.462134,13.810581,20.444533,1.000134,1237.148,586.650418,9.893,0.850605,0.0
LegalBench-RAG,1200000,1200000,Oracle,random,0.1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.982071,7.377596,12.781499,16.921302,1.011947,1212.216,634.107065,10.276,0.775995,0.0
LegalBench-RAG,1200000,1200000,Oracle,random,0.1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.98362,7.417283,13.881913,19.770724,0.9928,1211.945,622.131024,10.794,0.794333,0.0
LegalBench-RAG,1200000,1200000,Oracle,random,0.1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.982796,7.680876,13.937309,18.811241,1.010277,1117.269,631.304514,9.634,0.773721,0.0
LegalBench-RAG,1200000,1200000,Tombstone,random,0.2,0,0.0,0.10722091,0.14383401,0.17210726,0.0,0.067544,0.938599,7.414137,13.713399,20.772909,1.000206,95077.0,3514.17057,10.307,0.010518,0.10717489
LegalBench-RAG,1200000,1200000,Tombstone,random,0.2,1,0.0,0.12549532,0.15442606,0.18630815,0.0,0.067072,0.94441,7.448551,13.82037,19.548998,1.027123,95077.0,3574.601067,10.273,0.010518,0.11984252
LegalBench-RAG,1200000,1200000,Tombstone,random,0.2,2,0.0,0.11153552,0.15119173,0.19049632,0.0,0.060058,0.945621,7.089095,14.162714,19.395517,1.00455,95077.0,3655.22529,9.935,0.010518,0.11172609
LegalBench-RAG,1200000,1200000,Tombstone,random,0.2,3,0.0,0.12761627,0.16983673,0.21407073,0.0,0.061183,0.943501,7.435012,14.044898,19.868986,1.004764,95077.0,3498.051034,10.735,0.010518,0.12831682
LegalBench-RAG,1200000,1200000,Tombstone,random,0.2,4,0.0,0.12382403,0.1633104,0.16505861,0.0,0.065306,0.945664,7.599038,13.648562,19.956269,1.022199,95077.0,3679.321812,10.738,0.010518,0.11855143
LegalBench-RAG,1200000,1200000,Tombstone,random,0.2,5,0.0,0.12122103,0.15770759,0.19391481,0.0,0.062679,0.937781,7.057166,14.245793,20.5659,1.019391,95077.0,3848.678492,9.836,0.010518,0.11826086
LegalBench-RAG,1200000,1200000,Tombstone,random,0.2,6,0.0,0.1199135,0.14690486,0.16029515,0.0,0.064199,0.941323,7.151212,14.329191,17.827356,1.029115,95077.0,3575.008238,9.493,0.010518,0.11399202
LegalBench-RAG,1200000,1200000,Tombstone,random,0.2,7,0.0,0.11716997,0.1548048,0.17044418,0.0,0.059783,0.943376,7.779597,14.273292,20.270176,1.017717,95077.0,3580.500845,9.895,0.010518,0.1149194
LegalBench-RAG,1200000,1200000,Tombstone,random,0.2,8,0.0,0.13200602,0.15821916,0.16815466,0.0,0.063024,0.943513,7.177897,14.060331,20.154662,1.009818,95077.0,3654.776649,9.146,0.010518,0.12416187
LegalBench-RAG,1200000,1200000,Tombstone,random,0.2,9,0.0,0.10911038,0.1415879,0.15018408,0.0,0.061964,0.942221,7.355128,13.250244,20.026939,1.003834,95077.0,3495.521445,10.731,0.010518,0.10685589
LegalBench-RAG,1200000,1200000,Post-filter,random,0.2,0,0.0,0.12881887,0.19418131,0.20932063,0.0,0.067997,0.938415,7.960926,14.242617,22.806971,1.023368,94558.549,3728.561881,10.349,0.011403,0.13302676
LegalBench-RAG,1200000,1200000,Post-filter,random,0.2,1,0.0,0.12999601,0.16127755,0.16932165,0.0,0.064611,0.932574,8.095975,14.286455,22.430054,1.035089,94745.142,3567.862313,10.319,0.010812,0.12358168
LegalBench-RAG,1200000,1200000,Post-filter,random,0.2,2,0.0,0.13113823,0.15920458,0.17443818,0.0,0.067795,0.93729,7.932108,15.076479,22.884135,1.006857,89455.811,3869.976784,9.636,0.011474,0.12307692
LegalBench-RAG,1200000,1200000,Post-filter,random,0.2,3,0.0,0.14471232,0.15534248,0.16395978,0.0,0.06895,0.939416,7.906622,13.300784,20.729532,1.016658,89674.04,3556.856521,8.906,0.010963,0.12859677
LegalBench-RAG,1200000,1200000,Post-filter,random,0.2,4,0.0,0.14123377,0.17266667,0.19651383,0.0,0.062849,0.936468,7.230416,14.456124,19.941029,1.020464,90882.402,3863.732589,10.082,0.009861,0.13393727
LegalBench-RAG,1200000,1200000,Post-filter,random,0.2,5,0.0,0.13963927,0.18053557,0.17695796,0.0,0.070495,0.939109,8.139996,15.214023,20.892447,1.016956,93863.167,3618.336719,9.605,0.011323,0.13653254
LegalBench-RAG,1200000,1200000,Post-filter,random,0.2,6,0.0,0.13810181,0.17890486,0.1871977,0.0,0.063262,0.938002,8.228001,15.052392,21.038698,1.011965,90700.736,3450.472063,9.399,0.011129,0.13153848
LegalBench-RAG,1200000,1200000,Post-filter,random,0.2,7,0.0,0.13273543,0.17285702,0.1808425,0.0,0.066558,0.942183,7.909935,13.409327,19.16412,1.002775,87276.615,3765.322564,10.323,0.011837,0.12906483
LegalBench-RAG,1200000,1200000,Post-filter,random,0.2,8,0.0,0.13194424,0.17485132,0.1948548,0.0,0.070879,0.938585,7.47272,14.560023,20.478018,1.036071,83538.826,3877.275874,9.651,0.010322,0.12969011
LegalBench-RAG,1200000,1200000,Post-filter,random,0.2,9,0.0,0.13265031,0.16509712,0.19141775,0.0,0.06524,0.936624,7.734719,14.935527,20.777089,1.000978,82788.69,3502.004445,9.308,0.01143,0.12901071
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,0,0.0,0.03532601,0.04514379,0.05032684,0.0,0.019349,0.957225,9.319332,16.498642,22.980376,1.188938,24021.858,0.049148,9.825,0.042991,0.03436576
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,1,0.0,0.03734534,0.0462988,0.0582334,0.0,0.019674,0.95765,8.992089,16.510506,25.308161,1.175235,24879.65,0.053029,11.24,0.04214,0.03600367
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,2,0.0,0.03471673,0.04540149,0.05176508,0.0,0.026715,0.960312,8.761878,16.495119,23.677684,1.195521,23932.36,0.05027,10.068,0.040564,0.03389757
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,3,0.0,0.04334507,0.05334697,0.06184975,0.0,0.024288,0.962822,9.121437,16.037887,24.480326,1.187758,24687.096,0.049425,10.298,0.040085,0.04144302
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,4,0.0,0.03223151,0.04403278,0.05061471,0.0,0.026988,0.964641,8.820978,16.431183,22.827088,1.17902,25500.179,0.05015,10.675,0.041981,0.0323757
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,5,0.0,0.04907747,0.06087113,0.06987952,0.0,0.022924,0.958506,9.089716,16.660176,22.067232,1.194831,21760.645,0.051148,10.348,0.04225,0.04671178
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,6,0.0,0.0385915,0.05437756,0.05550153,0.0,0.028366,0.962916,8.504797,16.345552,22.144341,1.176484,24987.101,0.0519,10.563,0.039032,0.03830568
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,7,0.0,0.04540937,0.05423802,0.06513331,0.0,0.025429,0.967822,8.969117,16.724909,23.328412,1.182535,24422.802,0.05205,10.156,0.043192,0.04336877
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,8,0.0,0.04066289,0.05355146,0.05948626,0.0,0.020583,0.965364,9.03752,15.87297,24.574757,1.162271,24229.366,0.052336,10.518,0.037473,0.03975766
LegalBench-RAG,1200000,1200000,ACORN,random,0.2,9,0.0,0.03279658,0.03929195,0.04114038,0.0,0.024904,0.95932,8.852756,16.129461,21.645127,1.186843,23965.48,0.051455,9.956,0.040953,0.03028681
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,0,0.0,0.03659268,0.04852105,0.05872179,0.0,0.025017,0.967399,8.968777,15.820985,23.939836,1.152041,25341.584,0.040254,10.353,0.037771,0.03592863
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,1,0.0,0.03646475,0.04545455,0.04611237,0.0,0.02339,0.961198,8.809053,15.105037,24.048188,1.145419,25611.398,0.038656,9.766,0.039619,0.03436116
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,2,0.0,0.04500662,0.05901159,0.07447486,0.0,0.020523,0.961279,8.773236,17.075674,22.437257,1.148108,27814.33,0.043643,10.439,0.041032,0.04496411
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,3,0.0,0.02574928,0.03225437,0.03888357,0.0,0.023708,0.965213,8.447324,16.388291,22.034812,1.153007,23946.984,0.042215,9.654,0.038484,0.02496957
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,4,0.0,0.02553629,0.03230931,0.03513125,0.0,0.022653,0.958131,8.881243,14.817762,24.386679,1.157703,27576.411,0.042313,9.751,0.040616,0.02476446
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,5,0.0,0.03669811,0.05022857,0.0562677,0.0,0.023532,0.964996,8.117129,16.808852,21.88677,1.151224,26144.282,0.039462,10.666,0.037114,0.03669267
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,6,0.0,0.0284295,0.03283469,0.0351964,0.0,0.016573,0.961421,8.887445,15.068222,22.559991,1.149794,26767.404,0.04074,9.573,0.039465,0.02629215
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,7,0.0,0.04491088,0.05736875,0.07299538,0.0,0.0186,0.967554,8.607691,16.809387,21.912642,1.145193,25013.937,0.041619,9.334,0.036054,0.04439885
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,8,0.0,0.02492735,0.03158232,0.02961404,0.0,0.027816,0.961024,8.477498,15.6906,22.306539,1.153927,26195.187,0.042636,10.511,0.036582,0.0234621
LegalBench-RAG,1200000,1200000,HoneyBee,random,0.2,9,0.0,0.02992902,0.03748457,0.03979328,0.0,0.017142,0.965929,8.735043,14.831355,21.306959,1.181926,27613.543,0.039563,10.588,0.039788,0.02844168
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,0,0.0,0.07093253,0.09118425,0.09432635,0.0,0.034013,0.953969,7.934562,16.041153,21.134745,1.08402,17011.0,8.220824,10.252,0.058785,0.06725253
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,1,0.0,0.0713061,0.09223561,0.1001433,0.0,0.0307,0.956084,8.359544,15.937155,21.671843,1.080423,17011.0,7.958665,10.525,0.058785,0.06761176
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,2,0.0,0.06590869,0.08679817,0.10608849,0.0,0.037805,0.957767,8.421161,16.20651,22.802133,1.088255,17011.0,8.103771,9.378,0.058785,0.06463239
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,3,0.0,0.07281233,0.09042406,0.10008651,0.0,0.034333,0.952513,8.589701,16.174016,23.080317,1.087761,17011.0,7.564587,9.277,0.058785,0.06996754
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,4,0.0,0.06327795,0.08211206,0.09356848,0.0,0.039771,0.954459,8.344699,15.762306,22.821332,1.080745,17011.0,7.829926,9.454,0.058785,0.06242727
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,5,0.0,0.06932284,0.08179838,0.10328602,0.0,0.037599,0.95199,8.190159,15.209463,22.772738,1.068783,17011.0,7.814576,10.042,0.058785,0.06563662
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,6,0.0,0.06853026,0.08526709,0.09325782,0.0,0.03927,0.955802,8.263035,15.61594,22.22073,1.079338,17011.0,7.803828,10.825,0.058785,0.06486268
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,7,0.0,0.06542097,0.08444856,0.09261844,0.0,0.037052,0.9561,8.48575,16.338631,22.135424,1.097917,17011.0,8.069079,10.775,0.058785,0.06319906
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,8,0.0,0.05539008,0.07569997,0.08305598,0.0,0.040016,0.953482,8.695155,15.160853,22.805524,1.070856,17011.0,8.148848,10.746,0.058785,0.05466213
LegalBench-RAG,1200000,1200000,SPFresh,random,0.2,9,0.0,0.07356973,0.09418819,0.09105395,0.0,0.030554,0.95725,8.814401,14.698856,21.888781,1.074638,17011.0,7.433458,10.317,0.058785,0.06911906
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,0,0.0,0.0,0.0,0.0,0.0,0.016432,0.947799,10.18833,16.855785,28.190122,0.970924,2461.0,0.121456,9.827,0.406339,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,1,0.0,0.0,0.0,0.0,0.0,0.01532,0.948162,10.023666,17.945687,27.365345,0.952547,2461.0,0.113824,10.397,0.406339,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,2,0.0,0.0,0.0,0.0,0.0,0.017902,0.943321,9.756968,18.657857,26.562897,0.958086,2461.0,0.125731,10.206,0.406339,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,3,0.0,0.0,0.0,0.0,0.0,0.020627,0.940243,10.253179,18.318391,26.315172,0.948689,2461.0,0.107536,9.343,0.406339,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,4,0.0,0.0,0.0,0.0,0.0,0.015577,0.946674,9.862145,18.683181,27.723161,0.982819,2461.0,0.123882,9.838,0.406339,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,5,0.0,0.0,0.0,0.0,0.0,0.014769,0.943464,9.472708,19.476879,25.399977,0.957417,2461.0,0.122344,9.807,0.406339,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,6,0.0,0.0,0.0,0.0,0.0,0.014879,0.942497,10.494032,18.739102,26.047187,0.951473,2461.0,0.116418,10.056,0.406339,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,7,0.0,0.0,0.0,0.0,0.0,0.013921,0.94351,9.470367,19.157527,26.138836,0.957437,2461.0,0.123008,9.472,0.406339,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,8,0.0,0.0,0.0,0.0,0.0,0.012002,0.944294,10.191484,18.055784,24.081817,0.971864,2461.0,0.120938,9.297,0.406339,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,random,0.2,9,0.0,0.0,0.0,0.0,0.0,0.021476,0.946574,10.209208,18.202609,26.198626,0.955943,2461.0,0.120129,10.193,0.406339,0.0
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,0,0.0,0.04843026,0.06503407,0.07312938,0.0,0.028374,0.9702,9.54887,17.233716,24.098054,1.05526,10931.0,228.320651,10.977,0.091483,0.04757978
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,1,0.0,0.04482271,0.05635316,0.06530879,0.0,0.026859,0.965946,9.706471,18.658637,23.824461,1.045006,10931.0,215.044187,9.318,0.091483,0.04346953
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,2,0.0,0.04286358,0.05419084,0.07175963,0.0,0.027235,0.960425,9.782413,16.051652,24.388204,1.060962,10931.0,226.511799,9.982,0.091483,0.04202732
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,3,0.0,0.03525759,0.04704276,0.05192421,0.0,0.030955,0.970904,9.09724,16.768769,25.372938,1.078504,10931.0,217.919979,10.295,0.091483,0.03453586
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,4,0.0,0.05276551,0.06969173,0.07897664,0.0,0.030325,0.969351,9.507037,16.837648,25.435832,1.052586,10931.0,211.790529,9.357,0.091483,0.0519378
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,5,0.0,0.041475,0.05966309,0.0665879,0.0,0.023387,0.963674,8.812373,16.582674,23.968382,1.082162,10931.0,228.208896,10.032,0.091483,0.04146084
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,6,0.0,0.03718402,0.04666769,0.05639574,0.0,0.028031,0.96223,9.60626,17.115211,23.790884,1.059047,10931.0,204.70191,8.974,0.091483,0.03586427
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,7,0.0,0.03120414,0.04256317,0.05190574,0.0,0.034687,0.962036,8.932056,16.970545,23.407805,1.060837,10931.0,210.191548,10.978,0.091483,0.03147178
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,8,0.0,0.03780682,0.04984709,0.053879,0.0,0.033386,0.964292,9.513594,17.016718,25.797328,1.049312,10931.0,220.83369,10.082,0.091483,0.03704094
LegalBench-RAG,1200000,1200000,Periodic-rebuild,random,0.2,9,0.0,0.03854473,0.05030315,0.05089982,0.0,0.029984,0.959826,9.014373,16.548511,23.024283,1.050796,10931.0,220.775933,10.705,0.091483,0.03676388
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,0,0.0,0.0,0.0,0.0,0.0,0.009622,0.977602,7.472047,14.740696,20.9474,37.633034,4000.0,0.075705,21.572,0.25,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.974764,8.020218,14.273236,20.159311,38.517918,4000.0,0.076722,20.495,0.25,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.977979,7.148448,14.204392,21.528091,37.716507,4000.0,0.077419,19.457,0.25,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,3,0.0,0.0,0.0,0.0,0.0,0.000375,0.975488,7.521013,14.417607,20.986038,38.347336,4000.0,0.076912,19.645,0.25,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,4,0.0,0.0,0.0,0.0,0.0,0.004686,0.980283,7.487675,13.322762,19.012619,37.799759,4000.0,0.084565,20.051,0.25,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,5,0.0,0.0,0.0,0.0,0.0,0.004827,0.982822,7.353646,14.358519,18.233143,37.977786,4000.0,0.075206,22.819,0.25,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,6,0.0,0.0,0.0,0.0,0.0,0.004012,0.976393,7.750119,13.612202,19.350183,37.979183,4000.0,0.081947,21.301,0.25,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,7,0.0,0.0,0.0,0.0,0.0,0.003155,0.978236,7.539935,14.13452,20.062099,38.041122,4000.0,0.076643,20.733,0.25,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,8,0.0,0.0,0.0,0.0,0.0,0.005485,0.98364,7.277825,13.838212,21.52217,38.833854,4000.0,0.082616,20.648,0.25,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,random,0.2,9,0.0,0.0,0.0,0.0,0.0,0.002701,0.977418,7.387723,12.968974,20.111248,38.236079,4000.0,0.08078,22.086,0.25,0.0
LegalBench-RAG,1200000,1200000,Per-user-index,random,0.2,0,0.0,0.0,0.0,0.0,0.0,0.002574,0.972149,7.403289,13.495477,20.264261,2956.012586,3515.957,0.066075,48.894,0.269666,
LegalBench-RAG,1200000,1200000,Per-user-index,random,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.975918,7.575723,14.16712,19.657812,3016.510686,3437.477,0.060392,46.667,0.278663,
LegalBench-RAG,1200000,1200000,Per-user-index,random,0.2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.978811,7.894844,13.776545,20.295385,3008.239539,3610.335,0.059659,54.553,0.286963,
LegalBench-RAG,1200000,1200000,Per-user-index,random,0.2,3,0.0,0.0,0.0,0.0,0.0,0.005502,0.981021,7.158764,13.118904,20.146761,2981.007639,3293.493,0.059975,50.275,0.295035,
LegalBench-RAG,1200000,1200000,Per-user-index,random,0.2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.978356,7.783177,14.100323,20.246128,3003.193146,3534.608,0.060218,51.736,0.292896,
LegalBench-RAG,1200000,1200000,Per-user-index,random,0.2,5,0.0,0.0,0.0,0.0,0.0,0.001043,0.976956,7.617114,13.974838,20.94574,3032.575005,3346.373,0.054967,50.162,0.281644,
LegalBench-RAG,1200000,1200000,Per-user-index,random,0.2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.978591,7.612853,13.576177,19.359274,2997.218563,3371.04,0.060143,52.821,0.306106,
LegalBench-RAG,1200000,1200000,Per-user-index,random,0.2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.981142,8.028901,14.924004,21.647339,3016.405318,3235.31,0.062088,51.901,0.281794,
LegalBench-RAG,1200000,1200000,Per-user-index,random,0.2,8,0.0,0.0,0.0,0.0,0.0,0.003469,0.97878,7.418295,13.22289,19.721521,2965.637429,3720.932,0.062287,51.998,0.285605,
LegalBench-RAG,1200000,1200000,Per-user-index,random,0.2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.979995,7.7119,13.802909,20.417874,2968.005623,3858.556,0.057323,52.368,0.282554,
LegalBench-RAG,1200000,1200000,Lethe,random,0.2,0,0.0,0.0,0.0,0.0,0.0,0.001004,0.979063,8.034711,15.291894,23.345531,1.106257,49975.0,0.006171,9.493,0.02001,0.0
LegalBench-RAG,1200000,1200000,Lethe,random,0.2,1,0.0,0.0,0.0,0.0,0.0,0.008617,0.975521,8.288217,15.445443,22.930982,1.114208,49975.0,0.006057,10.489,0.02001,0.0
LegalBench-RAG,1200000,1200000,Lethe,random,0.2,2,0.0,0.0,0.0,0.0,0.0,0.010435,0.975838,8.163525,16.044464,21.757359,1.096319,49975.0,0.005736,10.081,0.02001,0.0
LegalBench-RAG,1200000,1200000,Lethe,random,0.2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.979902,8.098384,15.285212,23.644682,1.100399,49975.0,0.006039,9.617,0.02001,0.0
LegalBench-RAG,1200000,1200000,Lethe,random,0.2,4,0.0,0.0,0.0,0.0,0.0,0.000328,0.975855,8.273144,14.339978,21.463807,1.111145,49975.0,0.005928,8.692,0.02001,0.0
LegalBench-RAG,1200000,1200000,Lethe,random,0.2,5,0.0,0.0,0.0,0.0,0.0,0.006051,0.97438,8.099774,15.04519,21.563758,1.108179,49975.0,0.006005,9.782,0.02001,0.0
LegalBench-RAG,1200000,1200000,Lethe,random,0.2,6,0.0,0.0,0.0,0.0,0.0,0.003194,0.976104,8.215863,15.237621,20.991098,1.095991,49975.0,0.00581,10.738,0.02001,0.0
LegalBench-RAG,1200000,1200000,Lethe,random,0.2,7,0.0,0.0,0.0,0.0,0.0,0.00184,0.976102,8.275407,15.983894,21.038677,1.105724,49975.0,0.006412,10.389,0.02001,0.0
LegalBench-RAG,1200000,1200000,Lethe,random,0.2,8,0.0,0.0,0.0,0.0,0.0,0.008577,0.975777,8.733588,15.137965,23.214197,1.102897,49975.0,0.005717,10.167,0.02001,0.0
LegalBench-RAG,1200000,1200000,Lethe,random,0.2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.980642,8.414557,15.815748,23.939295,1.104833,49975.0,0.005826,10.309,0.02001,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,0,0.0,0.0,0.0,0.0,0.0,0.017611,0.927916,7.466848,13.955512,18.478614,1.027258,39685.516,0.005027,10.057,0.023909,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,1,0.0,0.0,0.0,0.0,0.0,0.017965,0.926237,7.702905,14.173889,21.4043,1.012424,41848.253,0.005062,10.429,0.023196,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,2,0.0,0.0,0.0,0.0,0.0,0.01671,0.925957,7.631605,13.978684,20.711837,1.002726,39542.748,0.004817,9.475,0.024969,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,3,0.0,0.0,0.0,0.0,0.0,0.021574,0.926049,7.848916,14.451022,18.679723,1.007146,43428.032,0.004871,10.151,0.025848,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,4,0.0,0.0,0.0,0.0,0.0,0.024761,0.932075,7.986627,15.080652,21.216137,1.016704,38472.127,0.005076,10.675,0.023972,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,5,0.0,0.0,0.0,0.0,0.0,0.023522,0.927132,7.762142,14.12126,20.306955,1.040065,43125.232,0.005317,9.981,0.022971,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,6,0.0,0.0,0.0,0.0,0.0,0.015431,0.928709,7.726533,14.302107,21.086368,1.006371,40229.076,0.004915,9.819,0.026621,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,7,0.0,0.0,0.0,0.0,0.0,0.007978,0.925172,7.714895,13.846993,20.712025,1.022544,41396.04,0.005297,10.352,0.025337,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,8,0.0,0.0,0.0,0.0,0.0,0.020422,0.924353,7.944623,13.456019,19.100087,1.011252,41363.208,0.00505,10.05,0.024934,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,random,0.2,9,0.0,0.0,0.0,0.0,0.0,0.026944,0.930082,7.760705,14.035117,18.026703,1.006974,42417.515,0.004947,10.271,0.022793,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.2,0,0.0,0.11162138,0.13966732,0.15497499,0.0,0.053317,0.956798,7.838311,14.693216,22.589665,1.050521,43072.971,0.004691,10.69,0.023196,0.10810349
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.2,1,0.0,0.11442025,0.15146299,0.18949688,0.0,0.062154,0.960319,7.678822,14.083549,18.188625,1.025297,45622.754,0.005019,10.86,0.022048,0.1147433
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,random,0.2,2,0.0,0.12193913,0.15512673,0.17440383,0.0,0.059616,0.957087,7.322111,14.762935,19.955442,1.023931,46832.635,0.00526,9.946,0.022068,0.11778498
