dataset,N,N_indexed,method,user_type,frac,seed,topk_drift_before_after,recall_before,recall_after,route_trace_drift_before_after,latency_delta_ms,distance_computation_delta_rate,expanded_nodes_delta_rate
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.5,6,0.004917,0.977604,0.977148,0.004161,0.00492,9.5e-05,0.001645
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.5,7,0.002659,0.976263,0.979008,0.001693,0.023717,0.002884,0.004647
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.5,8,0.001504,0.976934,0.976349,0.002325,0.011647,0.002827,0.001417
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.5,9,0.003924,0.978476,0.977892,0.002435,0.01765,0.000754,0.000815
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.5,0,0.00328,0.977949,0.976432,0.003317,0.009989,0.001345,0.001045
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.5,1,0.003679,0.976401,0.976998,0.003391,0.017697,0.001348,0.001561
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.5,2,0.002274,0.979901,0.976475,0.001125,0.022075,0.001632,0.002115
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.5,3,0.002903,0.977174,0.976302,0.00237,0.012265,0.001969,0.002862
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.5,4,0.003815,0.976755,0.975811,0.003784,0.015937,0.001524,0.003723
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.5,5,0.002449,0.978423,0.978338,0.000144,0.017995,0.001926,0.002953
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.5,6,0.002508,0.978419,0.977367,0.001443,0.023998,0.0025,0.001419
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.5,7,0.001486,0.978286,0.975754,0.002347,0.018844,0.002604,0.001976
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.5,8,0.001008,0.974274,0.979624,0.000103,0.016107,0.001256,0.00081
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.5,9,0.003662,0.979103,0.977288,0.003761,0.015828,0.001627,0.002299
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.1,0,0.00348,0.97872,0.974325,0.001041,0.014224,0.002011,0.000117
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.1,1,0.006994,0.975479,0.97594,0.005373,0.007271,0.001112,0.001848
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.1,2,0.008967,0.974784,0.97879,0.007284,0.01841,0.001818,0.003072
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.1,3,0.006047,0.978501,0.976213,0.003802,0.024447,0.000342,0.0
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.1,4,0.007278,0.976643,0.975782,0.005582,0.0,0.003376,0.003044
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.1,5,0.007137,0.976605,0.976291,0.004846,0.013935,0.000944,0.001415
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.1,6,0.007402,0.978511,0.978238,0.0073,0.015198,0.002976,0.002158
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.1,7,0.005916,0.976248,0.975348,0.00583,0.0171,0.002534,0.003603
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.1,8,0.005345,0.977709,0.980854,0.005033,0.011947,0.002331,0.001761
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.1,9,0.004915,0.976461,0.976769,0.003133,0.014538,0.002877,0.001558
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.1,0,0.034044,0.977054,0.97625,0.027483,0.028111,0.002912,0.002562
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.1,1,0.032123,0.97661,0.973236,0.026008,0.010225,0.002493,0.001247
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.1,2,0.030785,0.977603,0.975438,0.026439,0.008194,0.002737,0.000326
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.1,3,0.035308,0.975386,0.976767,0.02739,0.0,0.001902,0.001662
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.1,4,0.032752,0.978078,0.97754,0.025058,0.015121,0.0029,0.004057
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.1,5,0.029254,0.979474,0.976228,0.023614,0.011036,0.003481,0.002507
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.1,6,0.027042,0.974813,0.976448,0.02266,0.013775,0.002031,0.001177
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.1,7,0.02368,0.97857,0.979668,0.020405,0.01795,0.002922,0.001923
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.1,8,0.028672,0.978684,0.976916,0.02171,0.020152,0.001963,0.00046
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.1,9,0.033579,0.97618,0.974643,0.025901,0.008088,0.002713,0.003103
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.1,0,0.001755,0.974706,0.977251,0.001382,0.021467,0.001056,0.002643
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.1,1,0.00243,0.978632,0.977317,0.001543,0.009038,4e-05,0.003002
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.1,2,0.002324,0.97673,0.976888,0.002946,0.016061,0.001568,0.003187
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.1,3,0.001103,0.975183,0.974921,0.000551,0.020974,0.0021,0.003014
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.1,4,0.000251,0.97605,0.977921,0.000935,0.009255,0.001903,0.001713
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.1,5,0.000542,0.975847,0.976185,0.0,0.01359,0.000519,0.000715
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.1,6,0.00169,0.979189,0.978286,0.001655,0.015828,0.001914,0.002135
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.1,7,0.001761,0.977658,0.977483,0.000511,0.011553,0.002153,0.00096
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.1,8,0.0,0.978405,0.975097,0.0,0.005656,0.001601,0.002242
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.1,9,0.002168,0.97739,0.976337,0.000567,0.012322,0.002951,0.001199
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.1,0,0.001475,0.976471,0.977687,0.001893,0.009956,0.003549,0.000882
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.1,1,0.003178,0.976264,0.977365,0.003325,0.018702,0.002309,0.001546
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.1,2,0.002789,0.975522,0.97943,0.001994,0.010989,0.002294,0.001934
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.1,3,0.001367,0.976484,0.979592,0.003534,0.009719,0.002639,0.001526
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.1,4,0.001781,0.976287,0.981671,0.0,0.018513,0.003574,0.002531
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.1,5,0.003444,0.977898,0.975924,0.003382,0.00944,0.002595,0.001577
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.1,6,0.001572,0.977246,0.976987,0.000906,0.028396,0.000872,0.000383
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.1,7,0.002815,0.977086,0.978286,0.001634,0.010939,0.003276,0.001019
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.1,8,0.001975,0.97789,0.974506,0.002451,0.019162,0.001935,0.002826
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.1,9,0.000993,0.97696,0.977529,0.00027,0.018184,0.004002,0.003005
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.2,0,0.010914,0.979216,0.97745,0.008277,0.007572,0.002012,0.0
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.2,1,0.011952,0.978179,0.976907,0.009145,0.020825,0.00074,0.001172
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.2,2,0.008314,0.974551,0.975426,0.006594,0.017804,0.003479,0.002294
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.2,3,0.011692,0.97771,0.977001,0.009637,0.010553,0.002642,0.002151
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.2,4,0.007313,0.974261,0.976874,0.006007,0.016478,0.000768,0.001504
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.2,5,0.011646,0.978696,0.979151,0.00828,0.013957,0.003082,0.00191
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.2,6,0.008913,0.977085,0.977039,0.006484,0.024274,0.001862,0.003003
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.2,7,0.008395,0.975766,0.97682,0.006898,0.009655,0.001856,0.005687
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.2,8,0.010372,0.977696,0.976451,0.007968,0.012637,0.001335,0.001039
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.2,9,0.010465,0.977557,0.977384,0.00852,0.013555,0.000383,0.003002
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.2,0,0.035404,0.977978,0.978714,0.02866,0.01641,0.002822,0.001985
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.2,1,0.033848,0.978475,0.977053,0.027414,0.012401,0.002211,0.001742
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.2,2,0.037436,0.979493,0.977015,0.029998,0.015157,0.003268,0.001248
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.2,3,0.030744,0.977942,0.977225,0.025148,0.014555,0.003119,0.00083
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.2,4,0.036751,0.979388,0.973286,0.029592,0.017269,0.002873,0.001139
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.2,5,0.041341,0.976032,0.978605,0.032467,0.019527,0.001278,0.000695
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.2,6,0.028968,0.974433,0.976643,0.0228,0.021646,0.002021,0.002659
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.2,7,0.030627,0.977344,0.977056,0.024118,0.014501,0.002747,0.002118
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.2,8,0.033853,0.976764,0.977128,0.026989,0.016788,0.003861,0.002465
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.2,9,0.035497,0.976733,0.979235,0.028868,0.01471,0.00161,0.002161
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.2,0,0.000613,0.976836,0.978265,0.000581,0.010187,0.001827,0.001975
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.2,1,0.001459,0.979215,0.976698,0.0026,0.021033,0.001435,0.003591
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.2,2,0.002573,0.976277,0.9753,0.002135,0.017545,0.001504,0.000331
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.2,3,0.001737,0.976194,0.977429,0.002892,0.02172,0.002421,0.002991
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.2,4,0.001289,0.978197,0.977863,0.001358,0.008839,0.002041,0.001907
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.2,5,0.003399,0.974941,0.975535,0.001262,0.016804,0.0014,0.00222
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.2,6,0.002832,0.977898,0.97785,0.0,0.012917,0.001429,0.002797
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.2,7,0.00327,0.976783,0.976948,0.00297,0.024568,0.002067,0.002486
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.2,8,0.003846,0.976617,0.975238,0.001942,0.014084,0.001142,0.003554
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.2,9,0.002355,0.977289,0.978376,0.002625,0.018306,0.001918,0.000572
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.2,0,0.00246,0.980007,0.975504,0.001156,0.016922,0.000836,0.002182
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.2,1,0.001669,0.976452,0.975405,0.00068,0.013125,0.0,0.001878
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.2,2,0.000827,0.977884,0.978706,0.0,0.016241,0.003049,0.003182
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.2,3,0.001889,0.976571,0.97736,0.001551,0.017048,0.002886,0.000944
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.2,4,0.003087,0.980803,0.975136,0.002512,0.017743,0.002489,0.002021
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.2,5,0.002574,0.975735,0.975793,0.001806,0.016677,0.00309,0.001979
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.2,6,0.000408,0.978156,0.97743,0.0,0.015408,0.002302,0.001712
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.2,7,0.002062,0.976075,0.974389,0.001986,0.027777,0.001747,0.002034
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.2,8,0.005209,0.97695,0.975942,0.003936,0.011964,0.002024,0.002451
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.2,9,0.001445,0.978516,0.975765,0.001011,0.021279,0.001138,0.001926
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.3,0,0.007185,0.978714,0.977627,0.006382,0.012651,0.001453,0.00254
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.3,1,0.013143,0.974681,0.975425,0.012472,0.026782,0.000342,0.001556
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.3,2,0.010102,0.976231,0.979507,0.010209,0.010944,0.002544,0.002128
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.3,3,0.01141,0.97577,0.976236,0.009334,0.005256,0.001391,0.002605
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.3,4,0.007125,0.976853,0.977314,0.005975,0.007702,0.00287,0.001426
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.3,5,0.014883,0.977284,0.978393,0.01147,0.017417,0.002401,0.001269
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.3,6,0.008664,0.979761,0.976315,0.007501,0.011113,0.002322,0.001394
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.3,7,0.008386,0.979633,0.977033,0.007825,0.009306,0.00284,0.002134
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.3,8,0.010451,0.978134,0.975731,0.009614,0.023154,0.000294,0.002675
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.3,9,0.009513,0.976244,0.977645,0.007841,0.016087,0.002781,0.002513
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.3,0,0.039632,0.975814,0.977419,0.033716,0.008302,0.001926,0.003718
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.3,1,0.039656,0.980111,0.975653,0.032616,0.014186,0.002526,0.001212
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.3,2,0.030013,0.979989,0.974968,0.025377,0.007543,0.001414,0.003918
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.3,3,0.036277,0.974823,0.975573,0.02848,0.022677,0.002031,0.002917
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.3,4,0.037733,0.978272,0.976534,0.030503,0.016452,0.00111,0.00231
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.3,5,0.032246,0.975175,0.977087,0.027434,0.020478,0.00248,0.001728
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.3,6,0.029854,0.974095,0.977757,0.022993,0.018642,0.002724,0.002197
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.3,7,0.041336,0.976257,0.975761,0.033929,0.021238,0.002191,0.001655
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.3,8,0.040652,0.978122,0.974783,0.033,0.019618,0.003602,0.002088
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.3,9,0.04162,0.976077,0.974805,0.03411,0.009763,0.001247,0.0001
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.3,0,0.001194,0.97635,0.976097,0.000386,0.025656,0.003014,0.003215
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.3,1,0.00249,0.977225,0.97846,0.003089,0.01731,0.002216,0.001254
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.3,2,0.001864,0.977214,0.977122,0.0,0.021794,0.002614,0.001039
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.3,3,0.001808,0.976958,0.977319,0.001272,0.015597,0.002012,0.00226
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.3,4,0.002867,0.977314,0.976518,0.001406,0.013406,0.004015,0.001762
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.3,5,0.002263,0.976852,0.980256,0.000518,0.022314,0.0,0.000974
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.3,6,0.002664,0.974804,0.977623,0.00225,0.010057,0.002592,0.002762
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.3,7,0.002317,0.977746,0.974291,0.003714,0.014404,0.003496,0.001279
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.3,8,0.002423,0.975043,0.976674,0.002244,0.021187,0.000787,0.000904
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.3,9,0.001977,0.977328,0.973483,0.002839,0.011927,0.001022,0.001607
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.3,0,0.00152,0.979084,0.974194,0.0,0.015812,0.003273,0.001673
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.3,1,0.002894,0.977655,0.97876,0.004317,0.016241,0.001041,0.002078
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.3,2,0.002148,0.978729,0.979169,0.000985,0.017099,0.002757,0.001743
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.3,3,0.002243,0.976946,0.97911,0.002754,0.013969,0.00205,0.001541
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.3,4,0.002305,0.977339,0.97919,0.002506,0.017248,0.000979,0.002669
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.3,5,0.003919,0.977775,0.977495,0.002653,0.029384,0.00257,0.002939
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.3,6,0.0019,0.978901,0.979335,0.000928,0.014837,0.002506,0.002694
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.3,7,0.002149,0.975352,0.976626,0.001162,0.010871,0.002815,0.002288
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.3,8,0.002477,0.977046,0.979385,0.002628,0.020532,0.0,0.003004
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.3,9,0.001043,0.976022,0.976635,0.000711,0.015342,0.00206,0.003361
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.4,0,0.01127,0.976608,0.976823,0.006952,0.020124,0.00346,0.004916
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.4,1,0.009671,0.976555,0.975732,0.007422,0.014098,0.002725,0.002857
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.4,2,0.012343,0.97703,0.978038,0.010884,0.010647,0.002085,0.002499
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.4,3,0.009139,0.976331,0.973932,0.007468,0.012586,0.001074,0.002345
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.4,4,0.01395,0.978075,0.980482,0.010855,0.028534,0.00281,0.001803
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.4,5,0.015424,0.976974,0.977501,0.012754,0.019705,0.002649,0.002931
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.4,6,0.012249,0.975188,0.975197,0.010343,0.011548,0.003366,0.000144
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.4,7,0.009343,0.974071,0.977494,0.005996,0.013481,0.002633,0.002605
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.4,8,0.009256,0.978383,0.979375,0.007748,0.017862,0.003737,0.001073
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.4,9,0.011497,0.976883,0.975043,0.010026,0.013226,0.003078,0.003096
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.4,0,0.036343,0.976388,0.975522,0.030274,0.010308,2.1e-05,0.00276
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.4,1,0.038963,0.978115,0.97598,0.030526,0.020897,0.001722,0.003384
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.4,2,0.040897,0.974267,0.976184,0.033413,0.01293,0.002709,0.002273
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.4,3,0.039888,0.978855,0.977079,0.03167,0.002991,0.001763,0.003054
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.4,4,0.043724,0.976163,0.976519,0.034637,0.015019,0.002003,0.001833
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.4,5,0.043263,0.976937,0.976017,0.033981,0.017084,0.004329,0.003237
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.4,6,0.037657,0.974095,0.977783,0.031994,0.012891,0.0,0.00051
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.4,7,0.044751,0.974075,0.974926,0.03642,0.016709,0.003384,0.001671
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.4,8,0.035248,0.976335,0.976091,0.027036,0.014683,0.002168,0.001578
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.4,9,0.039555,0.976389,0.975251,0.033264,0.01558,0.001015,0.002058
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.4,0,0.00075,0.979628,0.974014,0.000832,0.016661,0.002594,0.00206
